,Field_Name,Latitude,Longitude,Latitude_decimal,Longitude_decimal
264,M7V2003,S 16° 17' 50.00'',W 46° 28' 30.00'',-16.297222222222224,-46.475
265,M7V2004,S 16° 17' 02.00'',W 46° 28' 18.00'',-16.28388888888889,-46.47166666666667
266,M7V2005,S 16° 16' 54.00'',W 46° 29' 32.00'',-16.281666666666666,-46.492222222222225
267,M6I20111,"S 19° 29' 12.90""","W 47° 49' 19.90""",-19.48691666666667,-47.82219444444445
268,M6V2036,"S 19° 29' 22.30""","W 47° 50' 00.90""",-19.489527777777777,-47.83358333333334
269,M4V2058,S 23° 34' 02.00'',W 49° 04' 40.00'',-23.56722222222222,-49.07777777777778
270,M6I2068,"S 18° 56' 06.90""","W 48° 06' 32.70""",-18.93525,-48.10908333333334
271,M6V2054,"S 18° 55' 30.30""","W 48° 07' 02.60""",-18.925083333333333,-48.11738888888889
272,M4V2067,"S 23° 39' 43.0""","W 49° 00' 58.0""",-23.661944444444444,-49.01611111111111
273,M7I20100,"S 15° 48' 42.00""","W 46° 36' 48.00""",-15.811666666666667,-46.61333333333334
274,M7I20101,"S 15° 48' 06.00""","W 46° 38' 35.00""",-15.801666666666668,-46.643055555555556
275,M7I2058,"S 15° 47' 56.00""","W 46° 40' 24.00""",-15.79888888888889,-46.67333333333333
276,M7I2059,"S 15° 48' 51.00""","W 46° 41' 42.00""",-15.814166666666667,-46.69499999999999
277,M7I2060,"S 15° 49' 26.00""","W 46° 41' 30.00""",-15.823888888888888,-46.69166666666666
278,M7I2061,"S 15° 49' 41.00""","W 46° 42' 05.00""",-15.828055555555554,-46.70138888888889
279,M4V2028,S 23° 37' 04.00'',W 48° 43' 54.00'',-23.61777777777778,-48.73166666666667
280,M2I2025,S 15° 06' 50.93'',W 54° 14' 10.53'',-15.114147222222222,-54.23625833333333
281,M2I2026,S 15° 06' 31.04'',W 54° 14' 38.56'',-15.108622222222222,-54.24404444444445
282,M2I2027,S 15° 07' 10.91'',W 54° 06' 27.31'',-15.119697222222223,-54.10758611111111
283,M2V2015,S 16° 06' 12.18'',W 54° 13' 20.48'',-16.103383333333333,-54.22235555555556
284,M2V2021,S 15° 06' 19.00'',W 54° 13' 43.00'',-15.105277777777777,-54.228611111111114
285,M6I20142,"S 20° 09' 14.00""","W 48° 18' 05.30""",-20.153888888888886,-48.301472222222216
286,M6I20143,"S 20° 09' 28.30""","W 48° 17' 57.00""",-20.15786111111111,-48.299166666666665
287,M6I20144,"S 20° 08' 36.30""","W 48° 17' 29.20""",-20.143416666666667,-48.291444444444444
288,M6I20145,"S 20° 09' 49.10""","W 48° 17' 45.40""",-20.163638888888887,-48.295944444444444
289,M6I2059,"S 20° 08' 58.10""","W 48° 18' 07.80""",-20.149472222222222,-48.302166666666665
290,M6I2060,"S 20° 07' 59.20""","W 48° 18' 15.20""",-20.133111111111113,-48.30422222222222
291,M6I2061,"S 20° 09' 31.00""","W 48° 17' 23.40""",-20.15861111111111,-48.289833333333334
292,M6I2062,"S 20° 09' 05.60""","W 48° 17' 41.30""",-20.151555555555554,-48.294805555555556
293,M6I2063,"S 20° 08' 37.10""","W 48° 17' 54.00""",-20.143638888888887,-48.29833333333333
294,M6I2064,"S 20° 08' 37.10""","W 48° 17' 54.00""",-20.143638888888887,-48.29833333333333
295,M6I2065,"S 20° 08' 16.70""","W 48° 18' 04.10""",-20.13797222222222,-48.301138888888886
296,M6I2066,"S 20° 09' 56.70""","W 48° 17' 26.60""",-20.16575,-48.29072222222222
297,M6I2067,"S 20° 08' 52.70""","W 48° 17' 11.10""",-20.147972222222222,-48.28641666666667
298,M6V2055,"S 19° 24' 14.30""","W 47° 19' 32.20""",-19.403972222222222,-47.325611111111115
299,M6I2018,"S 17° 25' 26.10""","W 47° 16' 52.00""",-17.423916666666667,-47.28111111111111
300,M6I2019,"S 17° 25' 25.20""","W 47° 19' 10.50""",-17.42366666666667,-47.319583333333334
301,M6I2020,"S 17° 26' 10.00""","W 47° 18' 57.80""",-17.43611111111111,-47.31605555555555
302,M6I2021,"S 17° 26' 04.40""","W 47° 16' 39.90""",-17.434555555555555,-47.27775
303,M6I2075,"S 17° 25' 52.90""","W 47° 16' 05.80""",-17.431361111111112,-47.268277777777776
304,M6V2001,"S 17° 25' 53.00""","W 47° 18' 11.30""",-17.43138888888889,-47.30313888888889
305,M6V2002,"S 17° 26' 33.50""","W 47° 16' 08.90""",-17.44263888888889,-47.26913888888889
306,M6V2003,"S 17° 26' 32.10""","W 47° 18' 22.50""",-17.44225,-47.30625
307,M6I20149,"S 19° 32' 40.50""","W 47° 42' 29.00""",-19.544583333333335,-47.70805555555556
308,M6I20150,"S 19° 26' 00.40""","W 47° 21' 28.90""",-19.433444444444444,-47.35802777777778
309,M6V2061,"S 19° 32' 34.60""","W 47° 42' 54.40""",-19.542944444444448,-47.71511111111111
310,M6V2062,"S 19° 32' 34.90""","W 47° 42' 01.90""",-19.54302777777778,-47.70052777777778
311,M4V2057,"S 23° 35' 22.0""","W 49° 00' 25.0""",-23.589444444444442,-49.00694444444444
312,M4V2065,S 23° 41' 10.00'',W 48° 58' 26.00'',-23.68611111111111,-48.973888888888894
313,M6I20133,"S 18° 44' 48.50""","W 48° 38' 13.80""",-18.746805555555557,-48.637166666666666
314,M2V2023,"S 15° 09' 38.85""","W 53° 59' 08.92""",-15.160791666666666,-53.98581111111111
315,M2V2024,"S 15° 12' 13.17""","W 54° 00' 14.20""",-15.203658333333333,-54.00394444444444
316,M7I2010,"S 17° 28' 43.20""","W 46° 52' 51.50""",-17.478666666666665,-46.88097222222222
317,M7I2011,"S 17° 29' 00.30""","W 46° 52' 28.40""",-17.483416666666667,-46.87455555555555
318,M6V2007,"S 17° 58' 16.40""","W 51° 50' 42.90""",-17.97122222222222,-51.84525
319,M6V2008,"S 17° 57' 40.80""","W 51° 51' 15.90""",-17.961333333333332,-51.854416666666665
320,M6V2009,"S 17° 58' 12.90""","W 51° 51' 10.80""",-17.97025,-51.853
321,M6V2010,"S 17° 58' 01.20""","W 51° 51' 44.70""",-17.967,-51.86241666666667
322,M2I2004,"S 15° 15 '43.94""","W 53° 56' 07.50""",-15.262205555555555,-53.93541666666666
323,M2V2025,"S 15° 22' 54.13""","W 54° 16' 01.79""",-15.381702777777779,-54.26716388888889
324,M6I2031,"S 19° 27' 12.70""","W 47° 21' 21.60""",-19.453527777777776,-47.356
325,M6I2032,"S 19° 27' 12.70""","W 47° 21' 21.60""",-19.453527777777776,-47.356
326,M6I2033,"S 19° 26' 00.40""","W 47° 21' 28.90""",-19.433444444444444,-47.35802777777778
327,M6I2034,"S 19° 26' 11.90""","W 47° 21' 34.00""",-19.43663888888889,-47.35944444444445
328,M6V2064,"S 19° 26' 38.00""","W 47° 22' 26.30""",-19.44388888888889,-47.37397222222222
329,M6V2065,"S 19° 26' 38.20""","W 47° 21' 56.70""",-19.443944444444444,-47.36575
330,M6I20170,"S 19° 29' 43.50""","W 47° 41' 18.30""",-19.495416666666667,-47.68841666666666
331,M4V2017,S 23° 39' 50.00'',W 49° 12' 14.00'',-23.663888888888888,-49.20388888888889
332,M4V2018,S 23° 40' 13.00'',W 49° 11' 58.00'',-23.67027777777778,-49.19944444444444
333,M6V2063,"S 19° 30' 56.10""","W 47° 52' 39.20""",-19.515583333333332,-47.87755555555555
334,M6I20165,"S 19° 27' 53.60""","W 47° 47' 13.60""",-19.46488888888889,-47.78711111111111
335,M6I20166,"S 19° 28' 58.00""","W 47° 51' 01.60""",-19.482777777777777,-47.85044444444445
336,M6I20178,"S 17° 06' 00.40""","W 50° 23' 15.30""",-17.10011111111111,-50.38758333333333
337,M6I20180,"S 17° 05' 31.30""","W 50° 21' 59.70""",-17.092027777777776,-50.36658333333334
338,M2I2014,S 15° 04' 48.00'',W 53° 31' 46.00'',-15.08,-53.529444444444444
339,M2I2015,S 15° 04' 31.00'',W 53° 31' 10.00'',-15.075277777777778,-53.519444444444446
340,M2I2016,S 15° 04' 10.00'',W 53° 30' 08.00'',-15.069444444444445,-53.50222222222222
341,M7V2042,S 16° 48' 01.00'',W 47° 14' 06.00'',-16.80027777777778,-47.235
342,M7V2043,S 16° 47' 22.00'',W 47° 14' 05.00'',-16.789444444444445,-47.234722222222224
343,M7V2044,S 16° 48' 14.00'',W 47° 13' 36.00'',-16.80388888888889,-47.22666666666667
344,M2V2028,"S 15° 17' 52.86""","W 54° 58' 06.70""",-15.298016666666667,-54.96852777777778
345,M2V2029,"S 15° 19' 12.60""","W 54° 57' 37.32""",-15.320166666666667,-54.96036666666667
346,M4V2059,"S 23° 50' 31.0""","W 48° 56' 19.0""",-23.841944444444444,-48.93861111111111
347,M6I20118,"S 19° 27' 52.70""","W 47° 25' 59.30""",-19.46463888888889,-47.433138888888884
348,M7I2055,"S 15° 48' 43.00"" ","W 46° 40' 28.00""",-15.811944444444444,-46.67444444444444
349,M7I2056,"S 15° 48' 37.00""","W 46° 41' 06.00""",-15.81027777777778,-46.684999999999995
350,M7I2057,"S 15° 49' 13.00""","W 46° 40' 56.00""",-15.820277777777777,-46.68222222222222
351,M4V2037,S 24° 39' 26.00'',W 50° 19' 44.00'',-24.65722222222222,-50.32888888888889
352,M4V2038,S 24° 40' 33.00'',W 50° 20' 41.00'',-24.675833333333333,-50.344722222222224
353,M6I20108,"S 17° 43' 33.70""","W 47° 30' 19.30""",-17.726027777777777,-47.505361111111114
354,M6I20109,"S 17° 43' 45.40""","W 47° 30' 47.60""",-17.729277777777774,-47.513222222222225
355,M6I20119,"S 17° 43' 19.40""","W 47° 30' 36.00""",-17.722055555555553,-47.51
356,M6V2056,"S 17° 43' 10.50""","W 47° 30' 56.70""",-17.719583333333333,-47.51575
357,M4V2032,S 24° 22' 36.00'',W 50° 14' 38.00'',-24.37666666666667,-50.24388888888889
358,M4V2033,S 24° 23' 15.00'',W 50° 13' 34.00'',-24.3875,-50.226111111111116
359,M2V2018,"S 15° 30' 47.01""",W 54° 31' 37.52'',-15.513058333333333,-54.52708888888889
360,M7I2001,S 16° 26' 17.00'',W 47° 21' 13.00'',-16.438055555555557,-47.353611111111114
361,M7I2002,S 16° 26' 47.00'',W 47° 21' 03.00'',-16.44638888888889,-47.350833333333334
362,M7I2003,S 16° 26' 11.00'',W 47° 20' 09.00'',-16.43638888888889,-47.33583333333333
363,M7I2004,S 16° 27¿ 17.00'',W 47° 19' 37.00'',-16.454722222222223,-47.32694444444445
364,M7V2015,S 16° 25' 04.00'',W 47° 17' 30.00'',-16.41777777777778,-47.291666666666664
365,M7V2016,S 16° 24' 50.00'',W 47° 18' 55.00'',-16.413888888888888,-47.31527777777777
366,M7V2017,S 16° 27' 46.00'',W 47° 19' 51.00'',-16.462777777777777,-47.33083333333334
367,M7V2018,S 16° 25' 52.00'',W 47° 20' 34.00'',-16.43111111111111,-47.34277777777778
368,M7V2019,S 16° 26° 34.00'',W 47° 20' 22.00'',-16.442777777777778,-47.339444444444446
369,M7V2072,S 16° 27' 10.00'',W 47° 18' 55.00'',-16.452777777777776,-47.31527777777777
370,M6I2088,"S 19° 28' 10.30""","W 47° 42' 57.80""",-19.469527777777778,-47.716055555555556
371,M6I2089,"S 19° 28' 19.80""","W 47° 42' 32.90""",-19.472166666666666,-47.709138888888894
372,M6I2090,"S 19° 28' 44.70""","W 47° 42' 05.20""",-19.47908333333333,-47.70144444444445
373,M6I2071,"S 17° 44' 30.80""","W 51° 18' 58.10""",-17.74188888888889,-51.31613888888889
374,M4V2013,S 23° 37' 44.00'',W 49° 09' 46.00'',-23.628888888888888,-49.16277777777778
375,M4V2014,S 23° 37' 38.00'',W 49° 10' 04.00'',-23.627222222222223,-49.16777777777777
376,M4V2015,S 23° 37' 12.00'',W 49° 08' 52.00'',-23.62,-49.147777777777776
377,M4V2016,S 23° 37' 16.00'',W 49° 09' 36.00'',-23.621111111111112,-49.16
378,M7I2069,S 15° 23' 10.00'',W 46° 29' 11.00'',-15.386111111111111,-46.48638888888889
379,M7I2070,S 15° 22' 53.00'',W 46° 29' 01.00'',-15.381388888888889,-46.48361111111111
380,M7I2071,S 15° 22' 35.00'',W 46° 29' 13.00'',-15.37638888888889,-46.48694444444445
381,M7I2072,S 15° 22' 02.00'',W 46° 30' 04.00'',-15.367222222222223,-46.50111111111111
382,M7I2073,S 15° 20' 40.00'',W 46° 33' 31.00'',-15.344444444444445,-46.558611111111105
383,M7I2074,"S 15° 22' 37.00""","W 46° 28' 11.00""",-15.376944444444446,-46.469722222222224
384,M2V2019,"S 15° 28' 06.93""","W 54° 10' 26.58""",-15.468591666666667,-54.17405
385,M2V2020,"S 15° 27' 30.96""","W 54° 09' 53.58""",-15.458599999999999,-54.16488333333333
386,M4V2071,"S 23° 38' 34.0""","W 49° 08' 13.0""",-23.642777777777777,-49.136944444444445
387,M4V2072,"S 23° 38' 06.0""","W 49° 08' 28.0""",-23.634999999999998,-49.14111111111111
388,M6I20113,"S 19° 31' 12.10""","W 47° 47' 41.50""",-19.520027777777777,-47.79486111111111
389,M6I2072,"S 19° 30' 32.60""","W 47° 47' 03.30""",-19.509055555555555,-47.78425
390,M7I2068,S 14° 36' 54.00'',W 47° 40' 23.00'',-14.615,-47.67305555555555
391,M6I20136,"S 16° 26' 48.50""","W 48° 24' 26.50""",-16.446805555555557,-48.40736111111111
392,M6I20137,"S 16° 27' 24.60""","W 48° 23' 56.20""",-16.456833333333332,-48.398944444444446
393,M6I20138,"S 16° 27' 52.10""","W 48° 25' 20.60""",-16.46447222222222,-48.42238888888889
394,M6I20139,"S 16° 27' 35.20""","W 48° 24' 42.50""",-16.459777777777777,-48.41180555555555
395,M6I2079,"S 16° 27' 49.00""","W 48° 14' 50.00""",-16.46361111111111,-48.24722222222222
396,M6I2080,"S 16° 27' 56.20""","W 48° 14' 21.50""",-16.46561111111111,-48.23930555555555
397,M6I2081,"S 16° 27' 51.00""","W 48° 13' 53.00""",-16.464166666666667,-48.231388888888894
398,M6I2082,"S 16° 27' 47.00""","W 48° 13' 33.00""",-16.463055555555556,-48.225833333333334
399,M6I2083,"S 16° 28' 08.40""","W 48° 13' 08.60""",-16.468999999999998,-48.219055555555556
400,M6I2084,"S 16° 28' 06.10""","W 48° 13' 29.30""",-16.46836111111111,-48.224805555555555
401,M6I2085,"S 16° 55' 19.70""","W 48° 22' 19.80""",-16.92213888888889,-48.372166666666665
402,M4V2001,S 23° 03' 39.00'',W 49° 28' 03.00'',-23.060833333333335,-49.4675
403,M4V2002,S 23° 04' 07.00'',W 49° 28' 12.00'',-23.06861111111111,-49.47
404,M4V2003,S 23° 04' 18.00'',W 49° 28' 58.00'',-23.071666666666665,-49.48277777777778
405,M4V2036,"S 25° 04' 09.0""","W 50° 25' 09.0""",-25.069166666666668,-50.41916666666666
406,M4V2054,"S 23° 07' 32.50""","W 49° 10' 43.30""",-23.125694444444445,-49.17869444444444
407,M4V2055,"S 23° 07' 30.0""","W 49° 10' 31.0""",-23.125,-49.17527777777777
408,M4V2056,S 23° 07' 12.00'',W 49° 10' 09.00'',-23.12,-49.16916666666666
409,M6V2048,"S 17° 06' 36.30""","W 50° 54' 30.40""",-17.110083333333336,-50.90844444444444
410,M6V2049,"S 17° 07' 05.50""","W 50° 54' 06.30""",-17.118194444444445,-50.90175
411,M4V2004,S 23° 06' 14.00'',W 49° 28' 31.00'',-23.10388888888889,-49.47527777777778
412,M4V2042,S 23° 05' 43.00'',W 49° 28' 26.00'',-23.095277777777778,-49.473888888888894
413,M6I2087,"S 17° 06' 29.50""","W 48° 22' 55.80""",-17.108194444444447,-48.38216666666667
414,M6I2099,"S 17° 06' 05.00""","W 48° 22' 37.50""",-17.10138888888889,-48.37708333333333
415,M6I20100,"S 17° 28' 47.90""","W 47° 06' 50.20""",-17.47997222222222,-47.11394444444445
416,M6I20101,"S 17° 26' 31.20""","W 47° 09' 06.70""",-17.442,-47.15186111111111
417,M6I20102,"S 17° 27' 59.00""","W 47° 07' 15.70""",-17.46638888888889,-47.121027777777776
418,M6V2070,"S 17° 16' 51.30""","W 47° 13' 56.10""",-17.280916666666666,-47.23225
419,M6V2071,"S 17° 16' 15.50""","W 47° 14' 04.00""",-17.27097222222222,-47.23444444444444
420,M6V2072,"S 17° 16' 53.00""","W 47° 13' 18.90""",-17.281388888888888,-47.221916666666665
421,M6V2089,,,,
422,M6V2090,,,,
423,M7I2019,S 14° 23' 33.00'',W 47° 29' 38.00'',-14.3925,-47.49388888888889
424,M7I2020,"S 14° 24' 01.40""","W 47° 30' 06.00""",-14.40038888888889,-47.501666666666665
425,M7I2021,"S 14° 23' 25.80""","W 47° 30' 18.80""",-14.3905,-47.50522222222222
426,M7I2022,"S 14° 23' 50.30""","W 47° 30' 53.50""",-14.397305555555555,-47.51486111111111
427,M7I2079,"S 14° 22' 54.20""","W 47° 29' 00.70""",-14.381722222222223,-47.48352777777778
428,M7I2080,"S 14° 22' 14.20""","W 47° 28' 33.60""",-14.370611111111112,-47.476
429,M2I2005,"S 15° 18' 42.20""","W 55° 19' 38.80""",-15.311722222222222,-55.327444444444446
430,M2I2006,"S 15° 18' 19.60""","W 55° 20' 58.80""",-15.305444444444445,-55.34966666666667
431,M2I2007,"S 15° 18' 20.10""","W 55° 20' 57.90""",-15.305583333333335,-55.34941666666667
432,M2I2013,"S 15° 18' 19.10""","W 55° 20' 19.10""",-15.305305555555556,-55.338638888888894
433,M6I2073,"S 19° 09' 20.8""","W 47° 45' 37.10""",-19.155777777777775,-47.760305555555554
434,M6I2074,"S 19° 09' 20.80""","W 47° 45' 37.10""",-19.155777777777775,-47.760305555555554
435,M6I2076,"S 19° 08' 38.80""","W 47° 45' 10.00""",-19.144111111111112,-47.75277777777778
436,M6V2032,"S 19° 10' 44.10""","W 47° 45' 46.30""",-19.17891666666667,-47.762861111111114
437,M6V2033,"S 19° 10' 12.20""","W 47° 45' 45.70""",-19.170055555555557,-47.76269444444444
438,M6I2001,"S 17° 13' 52.90""","W 51° 14' 53.90""",-17.23136111111111,-51.248305555555554
439,M6I2002,"S 17° 13' 19.80""","W 51° 15' 15.40""",-17.222166666666666,-51.25427777777778
440,M6I2003,"S 17° 12' 44.60""","W 51° 14' 34.70""",-17.21238888888889,-51.24297222222222
441,M6I2004,"S 17° 13' 18.00""","W 51° 14' 07.80""",-17.221666666666664,-51.2355
442,M6I2077,"S 17° 13' 35.60""","W 51° 15' 50.40""",-17.226555555555553,-51.264
443,M6I2078,"S 17° 14' 02.70""","W 51° 15' 23.80""",-17.234083333333334,-51.25661111111111
444,M4V2029,S 22° 52' 46.00'',W 49° 18' 34.00'',-22.879444444444445,-49.309444444444445
445,M4V2030,"S 22° 52' 10.0""","W 49° 18' 07.0""",-22.869444444444444,-49.301944444444445
446,M4V2031,S 22° 52' 35.00'',W 49° 18' 08.00'',-22.87638888888889,-49.30222222222222
447,M6I20114,"S 19° 19' 52.30""","W 47° 20' 52.40""",-19.331194444444446,-47.34788888888889
448,M6V2057,"S 19° 20' 20.60""","W 47° 20' 50.50""",-19.339055555555554,-47.34736111111111
449,M7V2055,S 14° 50' 22.00'',W 47° 44' 24.00'',-14.839444444444444,-47.74
450,M7V2065,S 14° 47' 53.00'',W 47° 44' 55.00'',-14.798055555555555,-47.74861111111111
451,M7V2066,S 14° 49' 49.00'',W 47° 46' 46.00'',-14.830277777777777,-47.779444444444444
452,M4V2053,"S 23° 13' 06.0""","W 49° 10' 32.0""",-23.21833333333333,-49.175555555555555
453,M7V2050,S 16° 32' 08.00'',W 47° 16' 02.00'',-16.535555555555558,-47.26722222222222
454,M7V2051,S 16° 33' 04.00'',W 47° 15' 13.00'',-16.551111111111112,-47.25361111111111
455,M7V2052,S 16° 32' 25.00'',W 47° 14' 57.00'',-16.540277777777778,-47.24916666666667
456,M7V2062,S 16° 31' 26.00'',W 47° 13' 35.00'',-16.523888888888887,-47.22638888888889
457,M7V2071,S 16° 31' 03.00'',W 47° 15' 00.00'',-16.5175,-47.25
458,M7V2063,S 16° 13' 18.00'',W 46° 33' 47.00'',-16.221666666666664,-46.56305555555555
459,M7V2064,S 16° 13' 50.00'',W 46° 33' 30.00'',-16.230555555555554,-46.55833333333333
460,M4V2066,S 23° 39' 05.00'',W 48° 55' 49.00'',-23.65138888888889,-48.930277777777775
461,M7I2047,S 15° 58' 18.00'',W 46° 36' 38.00'',-15.971666666666668,-46.61055555555556
462,M7I2048,S 15° 55' 51.00'',W 46° 38' 00.00'',-15.930833333333332,-46.63333333333333
463,M7I2049,S 15° 55' 27.00'',W 46° 38' 19.00'',-15.924166666666666,-46.63861111111111
464,M7I2050,S 15° 54' 49.00'',W 46° 38' 01.00'',-15.913611111111111,-46.63361111111111
465,M7I2051,S 15° 55' 19.00'',W 46° 37' 31.00'',-15.921944444444444,-46.625277777777775
466,M4V2068,S 23° 31' 48.00'',W 48° 53' 16.00'',-23.529999999999998,-48.88777777777778
467,M4V2069,S 23° 50' 47.00'',W 49° 06' 07.00'',-23.84638888888889,-49.10194444444445
468,M4V2070,S 23° 51' 09.00'',W 49° 05' 13.00'',-23.852500000000003,-49.08694444444445
469,M6V2080,"S 17° 54' 16.30""","W 51° 36' 36.00""",-17.904527777777776,-51.61
470,M6V2081,"S 17° 54' 58.60""","W 51° 36' 18.70""",-17.916277777777776,-51.60519444444444
471,M6V2082,"S 17° 55' 42.10""","W 51° 36' 00.60""",-17.928361111111112,-51.60016666666667
472,M4V2060,"S 23° 50' 56.0""","W 48° 56' 55.0""",-23.848888888888887,-48.948611111111106
473,M2I2039,S 14° 55' 39.10'',W 53° 37' 03.87'',-14.927527777777778,-53.61774166666667
474,M7I2066,"S 14° 36' 09.20""","W 47° 42' 26.20""",-14.602555555555556,-47.70727777777778
475,M7I2067,"S 14° 37' 01.00""","W 47° 42' 49.00""",-14.616944444444444,-47.71361111111111
476,M6I20128,"S 18° 33' 49.30""","W 48° 45' 54.20""",-18.563694444444444,-48.765055555555556
477,M6I20121,"S 16° 19' 07.20""","W 47° 56' 42.40""",-16.318666666666665,-47.94511111111111
478,M6I20122,"S 16° 18' 34.80""","W 47° 56' 59.40""",-16.30966666666667,-47.94983333333333
479,M6I20123,"S 17° 23' 01.00""","W 50° 49' 38.00""",-17.38361111111111,-50.827222222222225
480,M6I20124,"S 16° 20' 42.40""","W 47° 56' 19.00""",-16.34511111111111,-47.93861111111111
481,M6I20125,"S 16° 18' 58.60""","W 47° 57' 44.00""",-16.316277777777778,-47.96222222222222
482,M6I20126,"S 16° 20' 06.30""","W 47° 56' 08.70""",-16.335083333333333,-47.93575
483,M6I20127,"S 16° 20' 03.60""","W 47° 56' 51.70""",-16.334333333333333,-47.947694444444444
484,M7I2087,"S 15° 34' 38.00""","W 47° 26' 43.00""",-15.577222222222222,-47.445277777777775
485,M7I2090,"S 15° 32' 57.00""","W 47° 25' 31.00""",-15.549166666666666,-47.42527777777777
486,M6I20164,"S 19° 24' 23.10""","W 47° 20' 09.20""",-19.406416666666665,-47.33588888888889
487,M2I2040,"S 15° 20' 30.80""","W 53° 37' 29.10""",-15.341888888888889,-53.62475
488,M2I2041,"S 15° 19' 54.40""","W 53° 37' 34.30""",-15.331777777777777,-53.626194444444444
489,M2I2042,"S 15° 19' 50.50""","W 53° 38' 14.20""",-15.330694444444445,-53.637277777777776
490,M2I2043,"S 15° 20' 47.00""","W 53° 37' 59.90""",-15.346388888888889,-53.63330555555556
491,M2I2044,"S 15° 21' 06.10""","W 53° 37' 29.30""",-15.351694444444444,-53.624805555555554
492,M7I2093,"S 14° 50' 52.65""","W 47° 42' 00.40""",-14.847958333333334,-47.70011111111111
493,M7I2094,"S 14° 51' 22.28""","W 47° 42' 20.45""",-14.856188888888889,-47.70568055555556
494,M7I2095,"S 14° 50' 25.00""","W 47° 42' 18.00""",-14.840277777777779,-47.705000000000005
495,M7I2096,"S 14° 52' 30.00""","W 47° 41' 03.00""",-14.875,-47.68416666666666
496,M7I2097,"S 14° 51' 32.75""","W 47° 41' 19.88""",-14.859097222222221,-47.688855555555556
497,M2I2045,"S 15° 19' 58.20""","W 54° 10' 10.90""",-15.332833333333333,-54.169694444444445
498,M6I20135,"S 16° 51' 07.50""","W 48° 31' 40.80""",-16.852083333333336,-48.528
499,M7I2091,"S 16° 01' 36.00""",W 47° 24' 59.00'',-16.026666666666667,-47.41638888888889
500,M7I2092,"S 16° 01' 45.00""",W 47° 25' 28.00'',-16.029166666666665,-47.42444444444444
501,M7I2084,"S 14° 49' 03.16""","W 47° 45' 38.44""",-14.817544444444444,-47.76067777777778
502,M7I2085,"S 14° 49' 18.42""","W 47° 46' 21.74""",-14.821783333333332,-47.772705555555554
503,M7I2086,"S 14° 49' 50.18""","W 47° 46' 45.44""",-14.830605555555556,-47.779288888888885
504,M6I20141,"S 16° 24' 37.20""","W 48° 51' 37.50""",-16.41033333333333,-48.860416666666666
505,M6I20171,"S 16° 24' 57.60""","W 48° 52' 02.70""",-16.415999999999997,-48.867416666666664
506,M2I2048,S 15° 11' 37.50'',W 54° 13' 29.75'',-15.19375,-54.22493055555556
507,M2I2049,S 15° 11' 04.81'',W 54° 12' 57.84'',-15.184669444444445,-54.21606666666667
508,M2I2050,S 15° 10' 59.50'',W 54° 13' 36.50'',-15.183194444444444,-54.22680555555556
509,M6I20147,"S 16° 44' 43.10""","W 48° 28' 52.20""",-16.745305555555557,-48.48116666666667
510,M6I20156,"S 19° 28' 26.50""","W 47° 18' 06.10""",-19.474027777777778,-47.30169444444444
511,M6I20177,"S 16° 42' 50.80""","W 48° 25' 23.20""",-16.71411111111111,-48.42311111111111
512,M6I20157,"S 17° 42' 28.40""","W 50° 48' 55.00""",-17.70788888888889,-50.81527777777777
513,M6I20158,"S 16° 26' 00.30""","W 48° 22' 23.80""",-16.433416666666666,-48.37327777777778
514,M6I20159,"S 18° 19' 50.30""","W 47° 40' 54.80""",-18.33063888888889,-47.681888888888885
515,M6I20161,"S 16° 24' 04.10""","W 47° 51' 48.40""",-16.401138888888887,-47.86344444444445
516,M6I20162,"S 16° 24' 32.00""","W 47° 51' 41.50""",-16.40888888888889,-47.86152777777778
517,M6I20163,"S 16° 24' 49.20""","W 47° 51' 14.30""",-16.413666666666664,-47.853972222222225
518,M6I20160,"S 16° 23' 16.4""","W 47° 52' 05.00""",-16.387888888888888,-47.86805555555556
519,M2I2051,"S 15° 13' 33.40""","W 53° 58' 54.90""",-15.225944444444444,-53.98191666666667
520,M6I20172,"S 18° 41' 32.20""","W 48° 50' 14.00""",-18.69227777777778,-48.83722222222222
521,M6I20173,"S 18° 41' 14.90""","W 48° 49' 40.90""",-18.687472222222222,-48.828027777777784
522,M6I20179,"S 16° 56' 54.60""","W 48° 19' 55.80""",-16.9485,-48.33216666666667
523,M7I2088,"S 15° 34' 15.00""","W 47° 25' 46.00""",-15.570833333333333,-47.42944444444444
524,M7I2089,"S 15° 33' 46.00""","W 47° 24' 56.00""",-15.562777777777779,-47.41555555555556
525,M6I2158,"S 19° 22' 22.20""","W 47° 20' 08.30""",-19.372833333333332,-47.335638888888894
526,M6I2159,"S 19° 21' 06.30""","W 47° 22' 27.90""",-19.351750000000003,-47.37441666666667
527,M6V2130,"S 19° 22' 43.00""","W 47° 23' 13.00""",-19.378611111111113,-47.386944444444445
528,M6V2131,"S 19° 21' 38.10""","W 47° 23' 21.10""",-19.360583333333334,-47.38919444444444
529,M6V2132,"S 19° 22' 08.30""","W 47° 23' 01.10""",-19.368972222222222,-47.38363888888889
530,M6V2133,"S 19° 22' 44.80""","W 47° 23' 46.70""",-19.37911111111111,-47.39630555555556
531,M6I2179,"S 16° 45' 57.50""","W 48° 40' 05.60""",-16.76597222222222,-48.66822222222222
532,M8V2122,"S 16° 23' 09.00""","W 48° 42' 22.60""",-16.385833333333334,-48.70627777777778
