,Field_Name,Latitude,Longitude,Latitude_decimal,Longitude_decimal
797,M6I2124,"S 20° 08' 27.90""","W 48° 13' 19.70""",-20.141083333333334,-48.22213888888889
798,M4V2116,S 23° 44¿ 18.00'',W 49° 00¿ 50.00'',-23.738333333333333,-49.013888888888886
799,M4V2117,"S 23° 43' 55.70""","W 49° 01' 04.00""",-23.732138888888887,-49.01777777777777
800,M4V2118,"S 23° 43' 58.70""","W 49° 00' 02.40""",-23.73297222222222,-49.00066666666667
801,M7I2109,S 17° 33' 34.00'',W 46° 46' 12.00'',-17.559444444444445,-46.769999999999996
802,M7I2110,S 17° 34' 29.00'',W 46° 47' 16.00'',-17.57472222222222,-46.78777777777778
803,M7I2111,S 17° 35' 05.00'',W 46° 47' 10.00'',-17.584722222222222,-46.78611111111111
804,M7I2112,S 17° 33' 52.00'',W 46° 46' 36.00'',-17.564444444444444,-46.776666666666664
805,M7I2113,"S 17° 33' 54.10""","W 46° 47' 15.70""",-17.56502777777778,-46.78769444444444
806,M2I2145,"S 15° 17' 56.40""","W 54° 29' 09.50""",-15.299,-54.48597222222222
807,M6V2124,"S 19° 08' 04.00""","W 47° 13' 51.10""",-19.134444444444444,-47.23086111111111
808,M6V2125,"S 19° 08' 25.20""","W 47° 14' 43.70"" ",-19.140333333333334,-47.245472222222226
809,M6V2126,"S 19° 07' 49.20""","W 47° 14' 41.50""",-19.130333333333333,-47.24486111111111
810,M2V2118,"S 15° 27' 47.89""","W 54° 31' 34.14""",-15.463302777777777,-54.52615
811,M8V2123,"S 16° 47' 18.80""","W 48° 39' 07.30""",-16.788555555555558,-48.652027777777775
812,M6V2150,"S 19° 28' 28.20""","W 47° 51' 13.40""",-19.4745,-47.853722222222224
813,M6V2151,"S 19° 28' 01.10""","W 47° 51' 22.00""",-19.46697222222222,-47.85611111111111
814,M6I2174,"S 17° 33' 32.20""","W 51° 02' 50.60""",-17.558944444444446,-51.04738888888889
815,M6I2175,"S 17° 31' 47.30""","W 51° 03' 09.30""",-17.529805555555555,-51.05258333333333
816,M6I2176,"S 17° 32' 26.70""","W 51° 03' 07.40""",-17.540750000000003,-51.052055555555555
817,M8V2101,"S 17° 32' 18.50""","W 51° 02' 33.20""",-17.538472222222225,-51.04255555555555
818,M8V2102,"S 17° 32' 58.00""","W 51° 02' 45.00"" ",-17.549444444444447,-51.045833333333334
819,M6V21103,"S 19° 24' 28.30""","W 47° 51' 58.20"" ",-19.40786111111111,-47.866166666666665
820,M6V21104,"S 19° 24' 47.60""","W 47° 52' 15.90"" ",-19.41322222222222,-47.87108333333333
821,M6V21105,"S 19° 24' 37.40""","W 47° 52' 37.80""",-19.41038888888889,-47.87716666666667
822,M6V21106,"S 19° 24' 15.10""","W 47° 52' 22.10""",-19.404194444444443,-47.87280555555556
823,M6I2163,"S 18° 31' 30.50""","W 48° 45' 52.10""",-18.52513888888889,-48.764472222222224
824,M2I2124,"S 15° 12' 27.80""","W 53° 59' 23.00""",-15.207722222222221,-53.98972222222222
825,M7I21108,"S 17° 30' 19.10""","W 46° 38' 40.70""",-17.505305555555555,-46.64463888888889
826,M2I2110,"S 13° 36' 01.10""","W 57° 53' 06.60""",-13.600305555555556,-57.88516666666666
827,M2I2111,"S 13° 36' 12.07""","W 57° 53' 59.59""",-13.603352777777777,-57.89988611111111
828,M2I2112,"S 13° 35' 09.071""","W 57° 53' 00.920""",-13.585853055555557,-57.88358888888889
829,M2I2113,"S 13° 35' 21.06""","W 57° 53' 53.119""",-13.589183333333335,-57.89808861111111
830,M2V2101,"S 13° 34' 51.24""","W 57° 52' 13.04""",-13.5809,-57.870288888888886
831,M2V2102,"S 13° 35' 43.11""","W 57° 51' 40.79""",-13.595308333333334,-57.861330555555554
832,M2V2103,"S 13° 35' 26.00""","W 57° 52' 15.00""",-13.590555555555556,-57.87083333333334
833,M2V2104,"S 13° 36' 00.90""","W 57° 53' 06.09""",-13.600249999999999,-57.885025
834,M2V2105,"S 13° 34' 59.41""","W 57° 51' 30.44""",-13.583169444444444,-57.85845555555556
835,M6I21209,"S 18° 59' 36.70""","W 47° 38' 41.60""",-18.99352777777778,-47.644888888888886
836,M6I2194,"S 19° 00' 01.90""","W 47° 39' 01.30""",-19.000527777777776,-47.65036111111111
837,M6I2195,"S 19° 00' 01.90""","W 47° 39' 01.30""",-19.000527777777776,-47.65036111111111
838,M6I2196,"S 19° 00' 36.10""","W 47° 39' 05.20""",-19.01002777777778,-47.651444444444444
839,M6I2198,"S 18° 59' 36.70""","W 47° 38' 41.60""",-18.99352777777778,-47.644888888888886
840,M2I2150,S 16° 47' 39.90'',W 53° 47' 09.60'',-16.794416666666667,-53.786
841,M2I2151,"S 16° 47' 39.60""","W 53° 47' 10.10""",-16.794333333333334,-53.786138888888885
842,M7I2124,S 16° 14' 57.00'',W 46° 30' 08.00'',-16.249166666666667,-46.50222222222222
843,M7I2125,S 16° 15' 30.00'',W 46° 28' 39.00'',-16.258333333333333,-46.4775
844,M7I2126,S 16° 15' 04.00'',W 46° 29' 10.00'',-16.25111111111111,-46.486111111111114
845,M7V2101,S 16° 14' 47.00'',W 46° 29' 18.00'',-16.24638888888889,-46.48833333333334
846,M7V2102,S 16° 17' 16.00'',W 46° 27' 44.00'',-16.28777777777778,-46.46222222222222
847,M7V2103,S 16° 14' 47.00'',W 46° 29' 18.00'',-16.24638888888889,-46.48833333333334
848,M7V2104,S 16° 17' 16.00'',W 46° 27' 44.00'',-16.28777777777778,-46.46222222222222
849,M7V2105,S 16° 17' 15.00'',W 46° 29' 32.00'',-16.2875,-46.492222222222225
850,M7V2108,S 16° 17' 45.00'',W 46° 28' 00.00'',-16.295833333333334,-46.46666666666667
851,M6I2162,"S 19° 29' 12.90""","W 47° 49' 19.90""",-19.48691666666667,-47.82219444444445
852,M6V2138,"S 19° 29' 22.30""","W 47° 50' 00.90""",-19.489527777777777,-47.83358333333334
853,M4V2122,S 23° 33¿ 08.00'',W 49° 04¿ 33.00'',-23.552222222222223,-49.075833333333335
854,M4V2123,S 23° 33¿ 02.00'',W 49° 06¿ 13.00'',-23.550555555555555,-49.103611111111114
855,M6I21113,"S 18° 47' 12.30""","W 47° 03' 14.00""",-18.78675,-47.053888888888885
856,M6V2118,"S 18° 55' 30.30""","W 48° 07' 02.60""",-18.925083333333333,-48.11738888888889
857,M7I2137,S 15° 49' 37.00'',W 46° 43' 04.00'',-15.826944444444445,-46.717777777777776
858,M7I2138,S 15° 49' 15.00'',W 46° 42' 33.00'',-15.820833333333333,-46.70916666666667
859,M7I2139,S 15° 51' 10.00'',W 46° 41' 31.00'',-15.852777777777778,-46.69194444444444
860,M7I2140,S 15° 51' 10.00'',W 46° 41' 31.00'',-15.852777777777778,-46.69194444444444
861,M7I2141,S 15° 51' 02.00'',W 46° 42' 10.00'',-15.850555555555555,-46.70277777777778
862,M7I2142,S 15° 50' 19.00'',W 46° 42' 42.00'',-15.838611111111112,-46.711666666666666
863,M7I2143,S 15° 49' 38.00'',W 46° 42' 05.00'',-15.827222222222222,-46.70138888888889
864,M7I2144,S 15° 50' 12.00'',W 46° 43' 19.00'',-15.836666666666668,-46.721944444444446
865,M7I2145,S 15° 51' 02.00'',W 46° 42' 50.00'',-15.850555555555555,-46.71388888888889
866,M7I2146,S 15° 50' 33.00'',W 46° 41' 26.00'',-15.842500000000001,-46.690555555555555
867,M7I2190,S 15° 48' 54.00'',W 46° 41' 51.00'',-15.815000000000001,-46.6975
868,M2I2107,"S 15° 06' 31.04""",W 54° 14' 38.56'',-15.108622222222222,-54.24404444444445
869,M2I2108,"S 15° 06' 50.93""","W 54° 14' 10.53""",-15.114147222222222,-54.23625833333333
870,M2I2109,"S 15° 07' 10.91""","W 54° 06' 27.31""",-15.119697222222223,-54.10758611111111
871,M2V2110,"S 15° 06' 19.00""","W 54° 13' 43.00""",-15.105277777777777,-54.228611111111114
872,M2V2111,"S 15° 06' 19.562""","W 54° 13' 45.07""",-15.10543388888889,-54.22918611111111
873,M6V2127,"S 19° 26' 44.30""","W 47° 23' 16.50"" ",-19.44563888888889,-47.38791666666667
874,M6V2128,"S 19° 26' 39.70""","W 47° 23' 50.30""",-19.44436111111111,-47.397305555555555
875,M6V2165,"S 19° 26' 20.60""","W 47° 24' 16.10"" ",-19.439055555555555,-47.40447222222222
876,M6I21170,"S 17° 25' 55.70""","W 47° 16' 00.90""",-17.43213888888889,-47.26691666666667
877,M6I21171,"S 17° 26' 10.00""","W 47° 18' 57.80""",-17.43611111111111,-47.31605555555555
878,M6I21172,"S 17° 26' 32.10""","W 47° 18' 22.50""",-17.44225,-47.30625
879,M6I21173,"S 17° 26' 04.40""","W 47° 16' 39.90""",-17.434555555555555,-47.27775
880,M6I21174,"S 17° 25' 25.20""","W 47° 19' 10.50""",-17.42366666666667,-47.319583333333334
881,M6I21175,"S 17° 25' 53.00""","W 47° 18' 11.30""",-17.43138888888889,-47.30313888888889
882,M6V21108,"S 17° 26' 28.40""","W 47° 17' 50.50""",-17.441222222222223,-47.29736111111111
883,M6V2152,"S 17° 24' 06.30""","W 47° 17' 20.50""",-17.40175,-47.289027777777775
884,M6V2153,"S 17° 25' 53.00""","W 47° 18' 11.30""",-17.43138888888889,-47.30313888888889
885,M6V2154,"S 17° 25' 26.10""","W 47° 16' 52.00""",-17.423916666666667,-47.28111111111111
886,M6V2134,"S 19° 32' 34.60""","W 47° 42' 54.40""",-19.542944444444448,-47.71511111111111
887,M6V2135,"S 19° 32' 34.90""","W 47° 42' 01.90"" ",-19.54302777777778,-47.70052777777778
888,M7V2148,S 17° 26' 51.00'',W 47° 15' 09.00'',-17.4475,-47.2525
889,M7V2149,S 17° 26' 11.00'',W 47° 15' 07.00'',-17.43638888888889,-47.25194444444445
890,M7V2150,S 17° 25' 23.00'',W 47° 14' 58.00'',-17.423055555555557,-47.24944444444444
891,M7V2156,S 17° 18' 02.00'',W 47° 12' 46.00'',-17.300555555555555,-47.21277777777778
892,M4V2159,S 23° 41¿ 35.00'',W 49° 00¿ 55.00'',-23.693055555555556,-49.015277777777776
893,M4V2160,S 23° 40¿ 48.00'',W 49° 00¿ 48.00'',-23.68,-49.013333333333335
894,M4V2119,S 23° 35' 41.00'',W 48° 59' 50.00'',-23.59472222222222,-48.99722222222222
895,M4V2120,S 23° 35¿ 01.00'',W 48° 59¿ 52.00'',-23.58361111111111,-48.99777777777778
896,M4V2121,S 23° 36¿ 01.00'',W 48° 59¿ 22.00'',-23.60027777777778,-48.989444444444445
897,M4V2151,S 23° 34¿ 55.00'',W 49° 02¿ 05.00'',-23.581944444444446,-49.03472222222222
898,M4V2125,S 23° 40¿ 40.00'',W 48° 58¿ 18.00'',-23.67777777777778,-48.97166666666667
899,M4V2172,S 23° 40¿ 40.00'',W 48° 58¿ 18.00'',-23.67777777777778,-48.97166666666667
900,M4V2173,S 23° 40¿ 48.00'',W 48° 57¿ 51.00'',-23.68,-48.96416666666667
901,M6I2125,"S 20° 09' 42.90""","W 48° 14' 15.70""",-20.161916666666666,-48.23769444444444
902,M6I2126,"S 20° 10' 17.80""","W 48° 14' 34.20""",-20.171611111111112,-48.24283333333334
903,M6I2127,"S 20° 10' 03.30""","W 48° 14' 09.10""",-20.167583333333333,-48.23586111111111
904,M6I2128,"S 20° 09' 55.90""","W 48° 14' 46.00""",-20.165527777777775,-48.24611111111111
905,M6I2129,"S 20° 10' 20.80""","W 48° 14' 09.90""",-20.172444444444444,-48.23608333333333
906,M7I21106,"S 16° 37' 42.20""","W 47° 11' 38.20""",-16.62838888888889,-47.19394444444444
907,M7I21107,S 16° 38' 24.00'',W 47° 12' 29.00'',-16.64,-47.20805555555556
908,M6I2156,"S 19° 27' 12.70""","W 47° 21' 21.60""",-19.453527777777776,-47.356
909,M6I2157,"S 19° 27' 12.70""","W 47° 21' 21.60""",-19.453527777777776,-47.356
910,M6V2104,"S 19° 25' 52.50""","W 47° 22' 13.60""",-19.431250000000002,-47.370444444444445
911,M6V2105,"S 19° 25' 48.20""","W 47° 22' 48.10""",-19.43005555555556,-47.38002777777778
912,M6V2106,"S 19° 26' 19.50""","W 47° 22' 52.80"" ",-19.43875,-47.38133333333333
913,M4V2165,"S 23° 27' 55.00""","W 48° 48' 51.50""",-23.46527777777778,-48.81430555555555
914,M4V2166,"S 23° 28' 29.00""","W 48° 47' 42.00""",-23.47472222222222,-48.794999999999995
915,M4V2167,"S 23° 28' 06.30""","W 48° 48' 23.70""",-23.468416666666666,-48.80658333333333
916,M4V2105,S 23° 40¿ 18.00'',W 49° 11¿ 48.00'',-23.671666666666667,-49.196666666666665
917,M4V2106,S 23° 39¿ 34.00'',W 49° 11¿ 41.00'',-23.659444444444443,-49.19472222222222
918,M4V2146,S 23° 39¿ 42.00'',W 49° 10¿ 22.00'',-23.661666666666665,-49.172777777777775
919,M2I2131,S 15° 04' 48.00'',W 53° 31' 46.00'',-15.08,-53.529444444444444
920,M2I2132,S 15° 04' 31.00'',W 53° 31' 10.00'',-15.075277777777778,-53.519444444444446
921,M2I2133,S 15° 04' 10.00'',W 53° 30' 08.00'',-15.069444444444445,-53.50222222222222
922,M7I21124,S 17° 39' 45.00'',W 46° 48' 29.00'',-17.662499999999998,-46.808055555555555
923,M7I21125,S 17° 40' 08.00'',W 46° 48' 26.00'',-17.66888888888889,-46.80722222222222
924,M7I21126,S 17° 38' 19.00'',W 46° 49' 15.00'',-17.63861111111111,-46.82083333333334
925,M7I21127,S 17° 38' 39.00'',W 46° 49' 05.00'',-17.644166666666667,-46.81805555555556
926,M7I21128,S 17° 37' 57.00'',W 46° 48' 41.00'',-17.6325,-46.811388888888885
927,M7I21129,S 17° 37' 07.00'',W 46° 48' 50.00'',-17.61861111111111,-46.81388888888888
928,M6V2114,"S 20° 20' 43.10""","W 47° 28' 37.20""",-20.345305555555555,-47.477000000000004
929,M6V2115,"S 20° 19' 29.60""","W 47° 28' 06.60"" ",-20.32488888888889,-47.4685
930,M6V2116,"S 20° 19' 01.00""","W 47° 27' 39.00""",-20.316944444444445,-47.46083333333333
931,M6V2167,"S 20° 20' 25.30""","W 47° 28' 31.50""",-20.34036111111111,-47.47541666666667
932,M7I2166,"S 15° 48' 36.70""","W 46° 39' 53.30""",-15.810194444444445,-46.66480555555555
933,M7I2167,S 15° 49' 13.00'',W 46° 40' 56.00'',-15.820277777777777,-46.68222222222222
934,M6V2117,"S 19° 37' 25.20""","W 47° 32' 31.40"" ",-19.62366666666667,-47.54205555555556
935,M4V2169,"S 24° 39' 45.70""","W 50° 18' 53.90""",-24.662694444444444,-50.31497222222222
936,M4V2170,"S 24° 40' 13.80""","W 50° 20' 29.10""",-24.6705,-50.34141666666667
937,M6I21206,"S 17° 43' 45.40""","W 47° 30' 47.60""",-17.729277777777774,-47.513222222222225
938,M6I2153,"S 17° 43' 34.90""","W 47° 30' 18.20""",-17.72636111111111,-47.50505555555556
939,M6I2154,"S 17° 43' 20.80""","W 47° 30' 35.90""",-17.72244444444444,-47.509972222222224
940,M6I2155,"S 17° 43' 45.40""","W 47° 30' 47.60""",-17.729277777777774,-47.513222222222225
941,M6V2161,"S 17° 44' 00.90""","W 47° 30' 31.10""",-17.733583333333335,-47.50863888888889
942,M6V2162,"S 17° 43' 41.50""","W 47° 31' 11.60""",-17.728194444444444,-47.519888888888886
943,M6V2163,"S 17° 43' 10.50""","W 47° 30' 56.70""",-17.719583333333333,-47.51575
944,M4V2142,S 24° 22¿ 43.00'',W 50° 14¿ 04.00'',-24.378611111111113,-50.23444444444444
945,M4V2143,S 24° 23¿ 34.00'',W 50° 14¿ 41.00'',-24.392777777777777,-50.24472222222222
946,M2V2107,"S 15° 30' 47.01""",W 54° 31' 37.52'',-15.513058333333333,-54.52708888888889
947,M7I21130,S 17° 38' 47.00'',W 46° 51' 41.00'',-17.64638888888889,-46.86138888888889
948,M6I21100,"S 19° 28' 44.70""","W 47° 42' 05.20""",-19.47908333333333,-47.70144444444445
949,M6I2199,"S 19° 28' 10.30""","W 47° 42' 57.80""",-19.469527777777778,-47.716055555555556
950,M6V21107,"S 19° 28' 10.30""","W 47° 42' 57.80""",-19.469527777777778,-47.716055555555556
951,M6I21142,"S 17° 44' 30.80""","W 51° 18' 58.10""",-17.74188888888889,-51.31613888888889
952,M4V2103,S 23° 38¿ 02.00'',W 49° 10¿ 17.00'',-23.633888888888887,-49.171388888888885
953,M7I2168,S 15° 22' 53.00'',W 46° 29' 01.00'',-15.381388888888889,-46.48361111111111
954,M7I2169,S 15° 23' 10.00'',W 46° 29' 11.00'',-15.386111111111111,-46.48638888888889
955,M7I2170,S 15° 22' 50.00'',W 46° 28' 09.00'',-15.380555555555556,-46.469166666666666
956,M7I2171,S 15° 22' 35.00'',W 46° 29' 13.00'',-15.37638888888889,-46.48694444444445
957,M7I2172,S 15° 49' 13.00'',W 46° 40' 56.00'',-15.820277777777777,-46.68222222222222
958,M7I2173,S 15° 20' 40.00'',W 46° 33' 31.00'',-15.344444444444445,-46.558611111111105
959,M4V2104,S 23° 38¿ 49.00'',W 49° 09¿ 19.00'',-23.646944444444443,-49.155277777777776
960,M4V2107,S 23° 38¿ 38.00'',W 49° 09¿ 49.00'',-23.64388888888889,-49.16361111111111
961,M4V2147,S 23° 37¿ 48.00'',W 49° 08¿ 46.00'',-23.63,-49.14611111111111
962,M6I21167,"S 17° 12' 44.60""","W 51° 14' 34.70""",-17.21238888888889,-51.24297222222222
963,M6I21168,"S 17° 13' 15.80""","W 51° 14' 07.20""",-17.221055555555555,-51.23533333333334
964,M6I21114,"S 16° 26' 48.50""","W 48° 24' 26.50""",-16.446805555555557,-48.40736111111111
965,M6I21115,"S 16° 27' 24.60""","W 48° 23' 56.20""",-16.456833333333332,-48.398944444444446
966,M6I21116,"S 16° 27' 51.70""","W 48° 25' 20.40""",-16.46436111111111,-48.422333333333334
967,M6I21117,"S 16° 28' 10.30""","W 48° 24' 48.90""",-16.469527777777778,-48.413583333333335
968,M6I21118,"S 16° 27' 54.60""","W 48° 24' 11.70""",-16.465166666666665,-48.40325
969,M6I21161,"S 16° 27' 51.00""","W 48° 13' 53.00""",-16.464166666666667,-48.231388888888894
970,M6I21162,"S 16° 28' 08.20""","W 48° 13' 08.30""",-16.468944444444443,-48.21897222222223
971,M6I21163,"S 16° 27' 47.00""","W 48° 13' 33.00""",-16.463055555555556,-48.225833333333334
972,M6I21164,"S 16° 27' 56.20""","W 48° 14' 21.50""",-16.46561111111111,-48.23930555555555
973,M6I21165,"S 16° 28' 06.10""","W 48° 13' 29.30""",-16.46836111111111,-48.224805555555555
974,M6I21166,"S 16° 27' 49.30""","W 48° 14' 49.60""",-16.463694444444442,-48.24711111111111
975,M4V2108,S 23° 03' 39.00'',W 49° 28' 02.00'',-23.060833333333335,-49.467222222222226
976,M4V2109,S 23° 04¿ 08.00'',W 49° 28¿ 12.00'',-23.06888888888889,-49.47
977,M4V2155,S 25° 04¿ 46.00'',W 50° 24¿ 46.00'',-25.079444444444444,-50.41277777777778
978,M4V2145,S 23° 07¿ 13.00'',W 49° 09¿ 29.00'',-23.12027777777778,-49.158055555555556
979,M8V2114,"S 17° 07' 05.50""","W 50° 54' 06.30""",-17.118194444444445,-50.90175
980,M8V2115,"S 17° 06' 36.30""","W 50° 54' 30.40"" ",-17.110083333333336,-50.90844444444444
981,M4V2114,S 23° 06¿ 15.00'',W 49° 28¿ 26.00'',-23.104166666666668,-49.473888888888894
982,M4V2115,S 23° 06¿ 13.00'',W 49° 27¿ 53.00'',-23.103611111111114,-49.46472222222223
983,M4V2113,S 22° 52¿ 13.00'',W 49° 19¿ 27.00'',-22.87027777777778,-49.32416666666667
984,M7I21110,"S 17° 26' 31.20""","W 47° 09' 06.70""",-17.442,-47.15186111111111
985,M7I21111,"S 17° 28' 48.70""","W 47° 06' 50.00""",-17.480194444444443,-47.11388888888889
986,M7I21112,"S 17° 27' 59.90""","W 47° 07' 15.00""",-17.466638888888887,-47.12083333333334
987,M7V2151,S 17° 17' 26.00'',W 47° 13' 42.00'',-17.290555555555557,-47.22833333333333
988,M7V2153,S 17° 18' 41.00'',W 47° 13' 08.00'',-17.31138888888889,-47.21888888888889
989,M7V2154,S 17° 17' 58.00'',W 47° 13' 25.00'',-17.299444444444447,-47.22361111111111
990,M7I21113,S 17° 22' 06.00'',W 47° 23' 52.00'',-17.368333333333332,-47.397777777777776
991,M7I21114,S 17° 22' 33.00'',W 47° 23' 17.00'',-17.375833333333333,-47.38805555555555
992,M7I21115,S 17° 22' 04.00'',W 47° 23' 23.00'',-17.36777777777778,-47.38972222222222
993,M7I21116,S 17° 22' 21.00'',W 47° 22' 18.00'',-17.3725,-47.37166666666667
994,M7I21117,S 17° 22' 13.00'',W 47° 22' 51.00'',-17.37027777777778,-47.380833333333335
995,M7I21118,S 17° 22' 39.00'',W 47° 23' 52.00'',-17.3775,-47.397777777777776
996,M6I21001,,,,
997,M6I21002,,,,
998,M6I21003,,,,
999,M8V2152,"S 16° 52' 12.40""","W 48° 25' 37.80""",-16.87011111111111,-48.427166666666665
1000,M8V2153,"S 16° 51' 58.80""","W 48° 25' 56.60""",-16.866333333333333,-48.43238888888889
1001,M7I2121,"S 14° 22' 54.00""","W 47° 28' 59.00""",-14.381666666666668,-47.48305555555556
1002,M7I2122,S 14° 22' 15.00'',W 47° 28' 42.00'',-14.370833333333334,-47.47833333333333
1003,M7I2123,S 14° 23' 33.00'',W 47° 29' 38.00'',-14.3925,-47.49388888888889
1004,M2I2125,"S 15° 18' 40.90""","W 55° 19' 40.00""",-15.311361111111111,-55.32777777777778
1005,M2I2126,"S 15° 21' 37.40""","W 55° 19' 14.90""",-15.360388888888888,-55.32080555555556
1006,M2I2127,"S 15° 18' 44.70""","W 55° 18' 53.90""",-15.312416666666667,-55.31497222222222
1007,M2I2128,"S 15° 19' 22.90""","W 55° 19' 18.60""",-15.323027777777778,-55.32183333333334
1008,M2I2129,"S 15° 18' 19.00""","W 55° 20' 57.50""",-15.305277777777778,-55.34930555555556
1009,M2I2130,"S 15° 19' 17.10""","W 55° 19' 27.50""",-15.321416666666666,-55.32430555555556
1010,M6I21126,"S 17° 13' 19.80""","W 51° 15' 15.40""",-17.222166666666666,-51.25427777777778
1011,M6I21127,"S 17° 13' 52.90""","W 51° 14' 53.90""",-17.23136111111111,-51.248305555555554
1012,M6I21128,"S 17° 14' 02.70""","W 51° 15' 23.80""",-17.234083333333334,-51.25661111111111
1013,M6I21129,"S 17° 13' 35.60""","W 51° 15' 50.40""",-17.226555555555553,-51.264
1014,M6I21198,"S 17° 13' 07.40""","W 51° 14' 50.30""",-17.21872222222222,-51.247305555555556
1015,M6I21203,"S 17° 14' 10.00""","W 17° 14' 10.00""",-17.23611111111111,-17.23611111111111
1016,M6I21204,"S 17° 13' 40.50""","W 51° 15' 58.20""",-17.227916666666665,-51.26616666666666
1017,M7I2154,"S 15° 53' 50.00""","W 47° 27' 48.00""",-15.897222222222222,-47.46333333333334
1018,M7I2155,"S 15° 53' 08.00""","W 47° 27' 47.00""",-15.885555555555555,-47.463055555555556
1019,M7V2157,S 15° 55' 24.00'',W 47° 23' 15.00'',-15.923333333333332,-47.3875
1020,M7V2158,S 15° 54' 43.00'',W 47° 23' 14.00'',-15.911944444444444,-47.38722222222222
1021,M4V2101,S 22° 52¿ 22.00'',W 49° 18¿ 30.00'',-22.872777777777777,-49.30833333333333
1022,M4V2102,S 22° 52¿ 40.00'',W 49° 18¿ 05.00'',-22.87777777777778,-49.30138888888889
1023,M6I21101,"S 19° 25' 02.80""","W 47° 21' 24.20""",-19.417444444444445,-47.356722222222224
1024,M6I2169,"S 19° 24' 26.90""","W 47° 22' 38.50""",-19.40747222222222,-47.377361111111114
1025,M6I2170,"S 19° 25' 07.20""","W 47° 23' 06.00""",-19.418666666666667,-47.385
1026,M6V2188,"S 19° 20' 20.60""","W 47° 20' 50.50""",-19.339055555555554,-47.34736111111111
1027,M4V2152,S 23° 11¿ 55.00'',W 49° 10¿ 00.00'',-23.198611111111113,-49.166666666666664
1028,M7I2159,"S 15° 59' 13.00""","W 46° 39' 27.00""",-15.986944444444443,-46.6575
1029,M7I2160,"S 15° 59' 04.00""","W 46° 39' 01.00""",-15.984444444444444,-46.650277777777774
1030,M7I2161,"S 15° 59' 01.00""","W 46° 38' 26.00""",-15.98361111111111,-46.64055555555556
1031,M7I2162,S 15° 58' 18.00'',W 46° 36' 38.00'',-15.971666666666668,-46.61055555555556
1032,M7I2163,"S 15° 58' 26.00""","W 46° 38' 06.00""",-15.973888888888888,-46.635
1033,M7V2111,S 15° 58¿ 22.00'',W 46° 37¿ 15.00'',-15.972777777777777,-46.62083333333334
1034,M7V2112,S 15° 58' 37.00'',W 46° 35' 34.00'',-15.976944444444445,-46.59277777777778
1035,M4V2129,S 23° 32¿ 01.00'',W 48° 53¿ 41.00'',-23.533611111111114,-48.89472222222222
1036,M4V2110,S 23° 50' 26.00'',W 48° 56' 55.00'',-23.840555555555554,-48.948611111111106
1037,M4V2111,S 23° 50' 41.00'',W 48° 57' 22.00'',-23.84472222222222,-48.95611111111111
1038,M4V2112,S 23° 52' 02.00'',W 48° 54' 55.00'',-23.86722222222222,-48.915277777777774
1039,M2I2101,"S 14° 55' 39.10""","W 53° 37' 03.87""",-14.927527777777778,-53.61774166666667
1040,M2I2138,"S 14° 55' 39.10""","W 53° 37' 03.87""",-14.927527777777778,-53.61774166666667
1041,M6I21110,"S 18° 34' 22.60""","W 48° 44' 01.20""",-18.572944444444445,-48.733666666666664
1042,M6I21111,"S 18° 33' 18.30""","W 48° 44' 18.30""",-18.555083333333336,-48.738416666666666
1043,M6I21112,"S 18° 33' 55.60""","W 48° 44' 16.20""",-18.565444444444445,-48.737833333333334
1044,M6I21134,"S 16° 20' 03.60""","W 47° 56' 51.70""",-16.334333333333333,-47.947694444444444
1045,M6I21135,"S 16° 19' 29.00""","W 47° 56' 49.00""",-16.32472222222222,-47.94694444444444
1046,M6I21136,"S 16° 20' 06.30""","W 47° 56' 08.70""",-16.335083333333333,-47.93575
1047,M6I21137,"S 16° 20' 42.40""","W 47° 56' 19.0""",-16.34511111111111,-47.93861111111111
1048,M6I21138,"S 16° 19' 07.20""","W 47° 56' 42.40""",-16.318666666666665,-47.94511111111111
1049,M6I21139,"S 16° 18' 58.60""","W 47° 57' 44.00""",-16.316277777777778,-47.96222222222222
1050,M6I21140,"S 16° 18' 34.80""","W 47° 56' 59.40""",-16.30966666666667,-47.94983333333333
1051,M7I2150,"S 15° 32' 57.00""","W 47° 25' 31.00""",-15.549166666666666,-47.42527777777777
1052,M7I2151,"S 15° 34' 38.00""","W 47° 26' 43.00""",-15.577222222222222,-47.445277777777775
1053,M7I2152,"S 15° 34' 15.00""","W 47° 25' 46.00""",-15.570833333333333,-47.42944444444444
1054,M7I2153,"S 15° 33' 46.00""","W 47° 24' 56.00""",-15.562777777777779,-47.41555555555556
1055,M6I21176,"S 19° 25' 14.40""","W 47° 21' 07.40""",-19.42066666666667,-47.35205555555556
1056,M6I21177,"S 19° 25' 26.90""","W 47° 16' 08.90""",-19.42413888888889,-47.26913888888889
1057,M6I21178,"S 19° 25' 32.10""","W 47° 15' 47.00""W",-19.425583333333336,-47.26305555555555
1058,M7I2114,"S 14° 50' 52.70""","W 47° 42' 00.30""",-14.847972222222223,-47.70008333333334
1059,M7I2115,"S 14° 51' 22.30""","W 47° 42' 20.40""",-14.856194444444444,-47.70566666666667
1060,M6I21141,"S 16° 51' 07.50""","W 48° 31' 40.80""",-16.852083333333336,-48.528
1061,M7I2127,"S 14° 49' 49.00""","W 47° 46' 46.10""",-14.830277777777777,-47.779472222222225
1062,M7I2128,"S 14° 49' 17.50""","W 47° 46' 22.00""",-14.821527777777778,-47.772777777777776
