,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,herbicide spraying,15,350,emissions_per_area,-53.86,kgCO2e/ha
14442,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,herbicide spraying,15,350,emissions_per_product,-0.02,kgCO2e/kg
14443,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,herbicide spraying,15,350,soil_organic_carbon,1.86,%
14444,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,herbicide spraying,15,350,machinery_fuel_usage,931.1,litre
14445,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,pneumatic drill,3,350,emissions_total,-1615.94,kgCO2e
14446,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,pneumatic drill,3,350,emissions_per_area,-53.86,kgCO2e/ha
14447,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,pneumatic drill,3,350,emissions_per_product,-0.02,kgCO2e/kg
14448,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,pneumatic drill,3,350,soil_organic_carbon,1.86,%
14449,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Monoammonium phosphate - 11% N / 52% P2O5,148.5,Incorporate,0,0,11,0,52,0,0,20,pneumatic drill,3,350,machinery_fuel_usage,931.1,litre
14450,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,herbicide spraying,15,350,emissions_total,-1615.94,kgCO2e
14451,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,herbicide spraying,15,350,emissions_per_area,-53.86,kgCO2e/ha
14452,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,herbicide spraying,15,350,emissions_per_product,-0.02,kgCO2e/kg
14453,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,herbicide spraying,15,350,soil_organic_carbon,1.86,%
14454,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,herbicide spraying,15,350,machinery_fuel_usage,931.1,litre
14455,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,pneumatic drill,3,350,emissions_total,-1615.94,kgCO2e
14456,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,pneumatic drill,3,350,emissions_per_area,-53.86,kgCO2e/ha
14457,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,pneumatic drill,3,350,emissions_per_product,-0.02,kgCO2e/kg
14458,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,pneumatic drill,3,350,soil_organic_carbon,1.86,%
14459,2021,M7I2196,"S 17Â° 30' 07,00""","W 46Â° 58' 57,70""",30,190350,99000,3.2,good,5.5,Muriate of potash / Potassium chloride - 60% K2O,183.3,Incorporate,0,0,0,0,0,0,60,20,pneumatic drill,3,350,machinery_fuel_usage,931.1,litre
