,yield per ha,CO2/ha,N_as_Urea_%,N_as_Nitrate_%,N_as_Ammonium_%,P_as_Phosphorus_%,P_as_P2O5_%,K_as_Potassium_%,K_as_K2O_%
7971,4163.414634146341,-276.05,0.0,0.0,0.0,0,0,0,60
7981,4289.583333333333,-122.66,0.0,16.0,0.0,16,0,16,0
7991,4289.583333333333,-122.66,0.0,13.5,13.5,0,0,0,0
8001,4289.583333333333,-122.66,0.0,0.0,0.0,0,0,0,60
8011,6193.333333333333,720.33,46.0,0.0,0.0,0,0,0,0
8021,6193.333333333333,720.33,46.0,0.0,0.0,0,0,0,0
8031,3871.28,61.97,0.0,5.0,0.0,37,0,0,0
8041,3871.28,61.97,0.0,0.0,0.0,0,0,0,60
8051,3871.28,61.97,46.0,0.0,0.0,0,0,0,0
8061,3964.72,59.15,0.0,5.0,0.0,37,0,0,0
8071,3964.72,59.15,0.0,0.0,0.0,0,0,0,60
8081,3964.72,59.15,46.0,0.0,0.0,0,0,0,0
8091,4584.25,1167.52,0.0,0.0,11.0,0,52,0,0
8101,4584.25,1167.52,0.0,0.0,0.0,0,0,0,60
8111,4584.25,1167.52,46.0,0.0,0.0,0,0,0,0
8121,4822.833333333333,796.11,0.0,5.0,0.0,37,0,0,0
8131,4822.833333333333,796.11,0.0,0.0,0.0,0,0,0,60
8141,4822.833333333333,796.11,46.0,0.0,0.0,0,0,0,0
8151,3593.0526315789475,731.08,0.0,5.0,0.0,37,0,0,0
8161,3593.0526315789475,731.08,0.0,0.0,0.0,0,0,0,60
8171,3593.0526315789475,731.08,46.0,0.0,0.0,0,0,0,0
8181,3221.36,-1611.75,0.0,5.0,0.0,37,0,0,0
8191,3202.923076923077,-1686.75,0.0,5.0,0.0,37,0,0,0
8201,3490.75,-2218.8,0.0,5.0,0.0,37,0,0,0
8211,4389.6,948.73,0.0,8.0,0.0,24,0,12,0
8221,4389.6,948.73,0.0,0.0,0.0,0,0,0,60
8231,4389.6,948.73,46.0,0.0,0.0,0,0,0,0
8241,3754.2,980.97,0.0,8.0,0.0,24,0,12,0
8251,3754.2,980.97,0.0,0.0,0.0,0,0,0,60
8261,3754.2,980.97,46.0,0.0,0.0,0,0,0,0
8271,4987.0,1236.15,0.0,8.0,0.0,28,0,16,0
8281,4987.0,1236.15,46.0,0.0,0.0,0,0,0,0
8291,4987.0,1236.15,46.0,0.0,0.0,0,0,0,0
8301,5456.4,-144.72,0.0,8.0,0.0,28,0,16,0
8311,5456.4,-144.72,46.0,0.0,0.0,0,0,0,0
8321,3917.375190756486,1420.09,0.0,0.0,21.0,0,0,0,0
8331,3917.375190756486,1420.09,0.0,0.0,11.0,0,52,0,0
8341,3917.375190756486,1420.09,0.0,0.0,0.0,0,0,0,60
8351,3917.375190756486,1420.09,46.0,0.0,0.0,0,0,0,0
8361,3917.375190756486,1420.09,46.0,0.0,0.0,0,0,0,0
8371,4323.611111111111,1363.35,0.0,0.0,21.0,0,0,0,0
8381,4323.611111111111,1363.35,0.0,0.0,11.0,0,52,0,0
8391,4323.611111111111,1363.35,0.0,0.0,0.0,0,0,0,60
8401,4323.611111111111,1363.35,46.0,0.0,0.0,0,0,0,0
8411,4323.611111111111,1363.35,46.0,0.0,0.0,0,0,0,0
8421,4323.611111111111,1363.35,46.0,0.0,0.0,0,0,0,0
8431,3380.5555555555557,712.36,0.0,0.0,21.0,0,0,0,0
8441,3380.5555555555557,712.36,0.0,0.0,11.0,0,52,0,0
8451,3380.5555555555557,712.36,46.0,0.0,0.0,0,0,0,0
8461,2965.3333333333335,-15.82,0.0,0.0,21.0,0,0,0,0
8471,2965.3333333333335,-15.82,0.0,0.0,11.0,0,52,0,0
8481,2965.3333333333335,-15.82,46.0,0.0,0.0,0,0,0,0
8491,2908.2,599.17,0.0,0.0,11.0,0,52,0,0
8501,2908.2,599.17,0.0,0.0,0.0,0,0,0,60
8511,2908.2,599.17,0.0,0.0,0.0,0,0,0,60
8521,2908.2,599.17,46.0,0.0,0.0,0,0,0,0
8531,2991.509433962264,609.35,0.0,0.0,11.0,0,52,0,0
8541,2991.509433962264,609.35,0.0,0.0,0.0,0,0,0,60
8551,2991.509433962264,609.35,46.0,0.0,0.0,0,0,0,0
8561,3521.714285714286,491.82,0.0,30.0,0.0,0,0,30,0
8571,3521.714285714286,491.82,0.0,0.0,0.0,0,0,0,60
8581,3521.714285714286,491.82,46.0,0.0,0.0,0,0,0,0
8591,5423.857142857143,1342.52,0.0,0.0,11.0,0,52,0,0
8601,5423.857142857143,1342.52,0.0,0.0,0.0,0,0,0,60
8611,5423.857142857143,1342.52,46.0,0.0,0.0,0,0,0,0
8621,4325.2,1014.71,0.0,0.0,0.0,0,0,0,60
8631,4325.2,1014.71,46.0,0.0,0.0,0,0,0,0
8641,4325.2,1014.71,46.0,0.0,0.0,0,0,0,0
8651,4297.578947368421,1068.16,0.0,0.0,0.0,0,0,0,60
8661,4297.578947368421,1068.16,46.0,0.0,0.0,0,0,0,0
8671,4297.578947368421,1068.16,46.0,0.0,0.0,0,0,0,0
8681,991.4634146341464,724.29,46.0,0.0,0.0,0,0,0,0
8691,2147.75,13.72,0.0,0.0,11.0,0,52,0,0
8701,2147.75,13.72,46.0,0.0,0.0,0,0,0,0
8711,2748.6666666666665,-1.02,46.0,0.0,0.0,0,0,0,0
8721,1796.820512820513,816.63,0.0,0.0,11.0,0,52,0,0
8731,1796.820512820513,816.63,46.0,0.0,0.0,0,0,0,0
8741,2980.3076923076924,-228.0,0.0,0.0,21.0,0,0,0,0
8751,2980.3076923076924,-228.0,46.0,0.0,0.0,0,0,0,0
8761,2520.25,701.71,0.0,0.0,21.0,0,0,0,0
8771,2520.25,701.71,46.0,0.0,0.0,0,0,0,0
8781,2520.25,701.71,46.0,0.0,0.0,0,0,0,0
8791,2022.25,652.23,0.0,0.0,21.0,0,0,0,0
8801,2022.25,652.23,46.0,0.0,0.0,0,0,0,0
8811,2022.25,652.23,46.0,0.0,0.0,0,0,0,0
8821,2028.5,-493.5,0.0,8.0,0.0,24,0,12,0
8831,2028.5,-493.5,0.0,36.0,0.0,0,0,15,0
8841,4433.218334154756,-42.83,0.0,45.0,0.0,0,0,0,0
8851,4433.218334154756,-42.83,0.0,45.0,0.0,0,0,0,0
8861,4433.218334154756,-42.83,0.0,0.0,0.0,0,0,0,60
8871,4414.5077720207255,-73.84,0.0,45.0,0.0,0,0,0,0
8881,4414.5077720207255,-73.84,0.0,45.0,0.0,0,0,0,0
8891,4414.5077720207255,-73.84,0.0,0.0,0.0,0,0,0,60
8901,1763.0,52.6,46.0,0.0,0.0,0,0,0,0
8911,2390.153846153846,811.5,0.0,4.0,0.0,24,0,12,0
8921,2390.153846153846,811.5,0.0,0.0,0.0,0,0,0,60
8931,2390.153846153846,811.5,46.0,0.0,0.0,0,0,0,0
8941,2664.4210526315787,783.94,0.0,4.0,0.0,24,0,12,0
8951,2664.4210526315787,783.94,0.0,0.0,0.0,0,0,0,60
8961,2664.4210526315787,783.94,46.0,0.0,0.0,0,0,0,0
8971,7152.0,876.91,0.0,8.0,0.0,40,0,0,0
8981,7152.0,876.91,0.0,0.0,11.0,0,52,0,0
8991,7152.0,876.91,0.0,0.0,0.0,0,0,0,60
9001,7152.0,876.91,46.0,0.0,0.0,0,0,0,0
9011,7152.0,876.91,46.0,0.0,0.0,0,0,0,0
9021,1951.8666666666666,557.01,0.0,8.0,0.0,40,0,0,0
9031,1951.8666666666666,557.01,0.0,0.0,11.0,0,52,0,0
9041,1951.8666666666666,557.01,0.0,0.0,0.0,0,0,0,60
9051,1951.8666666666666,557.01,46.0,0.0,0.0,0,0,0,0
9061,1951.8666666666666,557.01,46.0,0.0,0.0,0,0,0,0
9071,1172.1951219512196,-1727.93,46.0,0.0,0.0,0,0,0,0
9081,1517.857142857143,-670.44,46.0,0.0,0.0,0,0,0,0
9091,1326.7241379310344,754.15,46.0,0.0,0.0,0,0,0,0
9101,3197.9710144927535,296.23,0.0,0.0,21.0,0,0,0,0
9111,3197.9710144927535,296.23,0.0,0.0,0.0,0,0,0,60
9121,3197.9710144927535,296.23,46.0,0.0,0.0,0,0,0,0
9131,2576.5942028985505,-147.6,0.0,0.0,21.0,0,0,0,0
9141,2576.5942028985505,-147.6,0.0,0.0,0.0,0,0,0,60
9151,2576.5942028985505,-147.6,46.0,0.0,0.0,0,0,0,0
9161,3984.0707964601766,-107.58,0.0,6.0,0.0,30,0,10,0
9171,3984.0707964601766,-107.58,0.0,45.0,0.0,0,0,0,0
9181,3984.0707964601766,-107.58,0.0,0.0,0.0,0,0,0,60
9191,3366.4615384615386,-289.27,0.0,45.0,0.0,0,0,0,0
9201,3366.4615384615386,-289.27,0.0,0.0,11.0,0,52,0,0
9211,3366.4615384615386,-289.27,0.0,0.0,0.0,0,0,0,60
9221,3311.4285714285716,271.42,46.0,0.0,0.0,0,0,0,0
9231,3311.4285714285716,271.42,46.0,0.0,0.0,0,0,0,0
9241,3047.3958333333335,243.16,46.0,0.0,0.0,0,0,0,0
9251,3047.3958333333335,243.16,46.0,0.0,0.0,0,0,0,0
9261,3158.9622641509436,371.45,46.0,0.0,0.0,0,0,0,0
9271,3158.9622641509436,371.45,46.0,0.0,0.0,0,0,0,0
9281,2494.864864864865,876.85,0.0,5.0,0.0,37,0,0,0
9291,2494.864864864865,876.85,0.0,0.0,0.0,0,0,0,60
9301,2494.864864864865,876.85,46.0,0.0,0.0,0,0,0,0
9311,4044.266666666667,864.07,0.0,5.0,0.0,37,0,0,0
9321,4044.266666666667,864.07,0.0,0.0,0.0,0,0,0,60
9331,4044.266666666667,864.07,46.0,0.0,0.0,0,0,0,0
9341,2739.5238095238096,932.34,0.0,5.0,0.0,37,0,0,0
9351,2739.5238095238096,932.34,0.0,0.0,0.0,0,0,0,60
9361,2739.5238095238096,932.34,46.0,0.0,0.0,0,0,0,0
9371,4264.428571428572,-244.31,46.0,0.0,0.0,0,0,0,0
9381,3779.8709677419356,950.49,0.0,0.0,0.0,0,0,0,60
9391,3779.8709677419356,950.49,46.0,0.0,0.0,0,0,0,0
9401,3779.8709677419356,950.49,46.0,0.0,0.0,0,0,0,0
9411,3327.6,2098.82,0.0,0.0,11.0,0,52,0,0
9421,3327.6,2098.82,0.0,0.0,0.0,0,0,0,60
9431,3327.6,2098.82,46.0,0.0,0.0,0,0,0,0
9441,4268.4,1013.55,0.0,4.0,0.0,28,0,8,0
9451,4268.4,1013.55,0.0,0.0,0.0,0,0,0,60
9461,4268.4,1013.55,46.0,0.0,0.0,0,0,0,0
9471,2890.5,1099.29,0.0,4.0,0.0,28,0,8,0
9481,2890.5,1099.29,0.0,0.0,11.0,0,52,0,0
9491,2890.5,1099.29,0.0,0.0,0.0,0,0,0,60
9501,2890.5,1099.29,46.0,0.0,0.0,0,0,0,0
9511,2890.5,1099.29,46.0,0.0,0.0,0,0,0,0
9521,2890.5,1099.29,46.0,0.0,0.0,0,0,0,0
9531,6631.208791208791,874.87,0.0,4.0,0.0,28,0,8,0
9541,6631.208791208791,874.87,0.0,0.0,0.0,0,0,0,60
9551,6631.208791208791,874.87,46.0,0.0,0.0,0,0,0,0
9561,6631.208791208791,874.87,46.0,0.0,0.0,0,0,0,0
9571,6041.796875,996.76,46.0,0.0,0.0,0,0,0,0
9581,5181.12676056338,908.8,46.0,0.0,0.0,0,0,0,0
9591,5181.12676056338,908.8,46.0,0.0,0.0,0,0,0,0
9601,4672.826086956522,993.89,46.0,0.0,0.0,0,0,0,0
9611,4283.666666666667,1038.15,46.0,0.0,0.0,0,0,0,0
9621,4112.747252747253,834.37,46.0,0.0,0.0,0,0,0,0
9631,2666.1946902654868,266.63,46.0,0.0,0.0,0,0,0,0
9641,3862.222222222222,1025.8,0.0,8.0,0.0,24,0,12,0
9651,3862.222222222222,1025.8,0.0,0.0,0.0,0,0,0,60
9661,3862.222222222222,1025.8,46.0,0.0,0.0,0,0,0,0
9671,3383.3333333333335,1027.58,0.0,8.0,0.0,24,0,12,0
9681,3383.3333333333335,1027.58,0.0,0.0,0.0,0,0,0,60
9691,3383.3333333333335,1027.58,46.0,0.0,0.0,0,0,0,0
9701,2983.934426229508,1002.87,0.0,8.0,0.0,24,0,12,0
9711,2983.934426229508,1002.87,0.0,0.0,0.0,0,0,0,60
9721,2983.934426229508,1002.87,46.0,0.0,0.0,0,0,0,0
9731,3559.1608391608393,-704.43,0.0,0.0,11.0,0,52,0,0
9741,3559.1608391608393,-704.43,0.0,0.0,0.0,0,0,0,60
9751,3914.354066985646,-75.24,0.0,45.0,0.0,0,0,0,0
9761,3914.354066985646,-75.24,0.0,45.0,0.0,0,0,0,0
9771,3914.354066985646,-75.24,0.0,45.0,0.0,0,0,0,0
9781,3914.354066985646,-75.24,0.0,0.0,0.0,0,0,0,60
9791,5539.351851851851,76.09,0.0,45.0,0.0,0,0,0,0
9801,5539.351851851851,76.09,0.0,45.0,0.0,0,0,0,0
9811,5539.351851851851,76.09,0.0,0.0,0.0,0,0,0,60
9821,3080.96,-3.68,0.0,45.0,0.0,0,0,0,0
9831,3080.96,-3.68,0.0,45.0,0.0,0,0,0,0
9841,3080.96,-3.68,0.0,45.0,0.0,0,0,0,0
9851,3080.96,-3.68,0.0,0.0,0.0,0,0,0,60
9861,4692.566371681416,-16.24,0.0,45.0,0.0,0,0,0,0
9871,4692.566371681416,-16.24,0.0,45.0,0.0,0,0,0,0
9881,4692.566371681416,-16.24,0.0,45.0,0.0,0,0,0,0
9891,4692.566371681416,-16.24,0.0,0.0,0.0,0,0,0,60
9901,3412.2184894861266,792.55,0.0,5.0,0.0,37,0,0,0
9911,3412.2184894861266,792.55,0.0,0.0,11.0,0,52,0,0
9921,3412.2184894861266,792.55,0.0,0.0,0.0,0,0,0,60
9931,3412.2184894861266,792.55,46.0,0.0,0.0,0,0,0,0
9941,3276.563677467973,829.63,0.0,5.0,0.0,37,0,0,0
9951,3276.563677467973,829.63,0.0,0.0,11.0,0,52,0,0
9961,3276.563677467973,829.63,0.0,0.0,0.0,0,0,0,60
9971,3276.563677467973,829.63,46.0,0.0,0.0,0,0,0,0
9981,3276.563677467973,829.63,46.0,0.0,0.0,0,0,0,0
9991,3276.563677467973,829.63,46.0,0.0,0.0,0,0,0,0
10001,4065.565515157619,890.6,0.0,5.0,0.0,37,0,0,0
10011,4065.565515157619,890.6,0.0,0.0,11.0,0,52,0,0
10021,4065.565515157619,890.6,0.0,0.0,0.0,0,0,0,60
10031,4065.565515157619,890.6,46.0,0.0,0.0,0,0,0,0
10041,4065.565515157619,890.6,46.0,0.0,0.0,0,0,0,0
10051,4065.565515157619,890.6,46.0,0.0,0.0,0,0,0,0
10061,3510.6161841128437,969.56,0.0,5.0,0.0,37,0,0,0
10071,3510.6161841128437,969.56,0.0,0.0,11.0,0,52,0,0
10081,3510.6161841128437,969.56,0.0,0.0,0.0,0,0,0,60
10091,3510.6161841128437,969.56,46.0,0.0,0.0,0,0,0,0
10101,3915.9245678365637,899.78,0.0,5.0,0.0,37,0,0,0
10111,3915.9245678365637,899.78,0.0,0.0,11.0,0,52,0,0
10121,3915.9245678365637,899.78,0.0,0.0,11.0,0,52,0,0
10131,3915.9245678365637,899.78,0.0,0.0,0.0,0,0,0,60
10141,3915.9245678365637,899.78,46.0,0.0,0.0,0,0,0,0
10151,4225.208333333333,932.07,0.0,5.0,0.0,37,0,0,0
10161,4225.208333333333,932.07,0.0,0.0,11.0,0,52,0,0
10171,4225.208333333333,932.07,0.0,0.0,0.0,0,0,0,60
10181,4225.208333333333,932.07,46.0,0.0,0.0,0,0,0,0
10191,4225.208333333333,932.07,46.0,0.0,0.0,0,0,0,0
10201,4225.208333333333,932.07,46.0,0.0,0.0,0,0,0,0
10211,1753.6134453781513,76.92,0.0,0.0,21.0,0,0,0,0
10221,1753.6134453781513,76.92,0.0,0.0,11.0,0,52,0,0
10231,1753.6134453781513,76.92,46.0,0.0,0.0,0,0,0,0
10241,2494.7619047619046,261.41,0.0,24.0,0.0,0,0,10,0
10251,2494.7619047619046,261.41,0.0,0.0,21.0,0,0,0,0
10261,2494.7619047619046,261.41,0.0,0.0,11.0,0,52,0,0
10271,2494.7619047619046,261.41,0.0,0.0,11.0,0,52,0,0
10281,2494.7619047619046,261.41,46.0,0.0,0.0,0,0,0,0
10291,2494.7619047619046,261.41,46.0,0.0,0.0,0,0,0,0
10301,3106.7619047619046,-71.95,0.0,45.0,0.0,0,0,0,0
10311,3106.7619047619046,-71.95,0.0,45.0,0.0,0,0,0,0
10321,3106.7619047619046,-71.95,0.0,0.0,0.0,0,0,0,60
10331,2893.3333333333335,-171.78,0.0,45.0,0.0,0,0,0,0
10341,2893.3333333333335,-171.78,0.0,45.0,0.0,0,0,0,0
10351,2893.3333333333335,-171.78,0.0,0.0,0.0,0,0,0,60
10361,2215.5882352941176,703.84,0.0,0.0,11.0,0,52,0,0
10371,2215.5882352941176,703.84,0.0,0.0,0.0,0,0,0,60
10381,2215.5882352941176,703.84,46.0,0.0,0.0,0,0,0,0
10391,2074.0,581.43,0.0,0.0,11.0,0,52,0,0
10401,2074.0,581.43,46.0,0.0,0.0,0,0,0,0
10411,3486.6111111111113,1217.99,0.0,0.0,21.0,0,0,0,0
10421,3486.6111111111113,1217.99,0.0,0.0,11.0,0,52,0,0
10431,3486.6111111111113,1217.99,0.0,0.0,0.0,0,0,0,60
10441,3486.6111111111113,1217.99,46.0,0.0,0.0,0,0,0,0
10451,2605.815831987076,1109.08,0.0,0.0,11.0,0,52,0,0
10461,2605.815831987076,1109.08,0.0,0.0,0.0,0,0,0,60
10471,2605.815831987076,1109.08,46.0,0.0,0.0,0,0,0,0
10481,2240.8829174664106,1098.14,0.0,0.0,11.0,0,52,0,0
10491,2240.8829174664106,1098.14,0.0,0.0,0.0,0,0,0,60
10501,2240.8829174664106,1098.14,46.0,0.0,0.0,0,0,0,0
10511,2240.8829174664106,1098.14,46.0,0.0,0.0,0,0,0,0
10521,4087.0,1194.88,0.0,0.0,11.0,0,52,0,0
10531,4087.0,1194.88,0.0,0.0,0.0,0,0,0,60
10541,4087.0,1194.88,46.0,0.0,0.0,0,0,0,0
10551,3788.6746987951806,1192.08,0.0,0.0,11.0,0,52,0,0
10561,3788.6746987951806,1192.08,0.0,0.0,0.0,0,0,0,60
10571,3788.6746987951806,1192.08,46.0,0.0,0.0,0,0,0,0
10581,4695.857142857143,1950.48,0.0,0.0,11.0,0,52,0,0
10591,4695.857142857143,1950.48,0.0,0.0,0.0,0,0,0,60
10601,4695.857142857143,1950.48,46.0,0.0,0.0,0,0,0,0
10611,4695.857142857143,1950.48,46.0,0.0,0.0,0,0,0,0
10621,4695.857142857143,1950.48,46.0,0.0,0.0,0,0,0,0
10631,4505.652173913043,1935.19,0.0,0.0,11.0,0,52,0,0
10641,4505.652173913043,1935.19,0.0,0.0,0.0,0,0,0,60
10651,4505.652173913043,1935.19,46.0,0.0,0.0,0,0,0,0
10661,4505.652173913043,1935.19,46.0,0.0,0.0,0,0,0,0
10671,4505.652173913043,1935.19,46.0,0.0,0.0,0,0,0,0
10681,4648.5,2039.91,0.0,0.0,11.0,0,52,0,0
10691,4648.5,2039.91,0.0,0.0,0.0,0,0,0,60
10701,4648.5,2039.91,46.0,0.0,0.0,0,0,0,0
10711,4648.5,2039.91,46.0,0.0,0.0,0,0,0,0
10721,4648.5,2039.91,46.0,0.0,0.0,0,0,0,0
10731,4648.5,2039.91,46.0,0.0,0.0,0,0,0,0
10741,3731.4814814814813,2001.49,0.0,0.0,11.0,0,52,0,0
10751,3731.4814814814813,2001.49,0.0,0.0,0.0,0,0,0,60
10761,3731.4814814814813,2001.49,46.0,0.0,0.0,0,0,0,0
10771,3731.4814814814813,2001.49,46.0,0.0,0.0,0,0,0,0
10781,3731.4814814814813,2001.49,46.0,0.0,0.0,0,0,0,0
10791,3731.4814814814813,2001.49,46.0,0.0,0.0,0,0,0,0
10801,3586.875,2034.25,0.0,0.0,11.0,0,52,0,0
10811,3586.875,2034.25,0.0,0.0,0.0,0,0,0,60
10821,3586.875,2034.25,46.0,0.0,0.0,0,0,0,0
10831,3586.875,2034.25,46.0,0.0,0.0,0,0,0,0
10841,3586.875,2034.25,46.0,0.0,0.0,0,0,0,0
10851,4261.0,1274.52,0.0,0.0,11.0,0,52,0,0
10861,4261.0,1274.52,0.0,0.0,0.0,0,0,0,60
10871,4261.0,1274.52,46.0,0.0,0.0,0,0,0,0
10881,4261.0,1274.52,46.0,0.0,0.0,0,0,0,0
10891,6101.818181818182,512.23,0.0,4.0,0.0,30,0,10,0
10901,6101.818181818182,512.23,0.0,30.0,0.0,0,0,20,0
10911,6101.818181818182,512.23,0.0,0.0,0.0,0,0,0,60
10921,6101.818181818182,512.23,46.0,0.0,0.0,0,0,0,0
10931,5705.454545454545,1113.0,0.0,0.0,0.0,0,0,0,60
10941,5705.454545454545,1113.0,46.0,0.0,0.0,0,0,0,0
10951,5053.1506849315065,-760.82,0.0,0.0,0.0,0,0,0,60
10961,5053.1506849315065,-760.82,46.0,0.0,0.0,0,0,0,0
10971,2742.0833333333335,820.0,0.0,0.0,0.0,0,0,0,60
10981,2742.0833333333335,820.0,46.0,0.0,0.0,0,0,0,0
10991,2742.0833333333335,820.0,46.0,0.0,0.0,0,0,0,0
11001,3166.904761904762,474.06,0.0,0.0,0.0,0,0,0,60
11011,3166.904761904762,474.06,46.0,0.0,0.0,0,0,0,0
11021,3166.904761904762,474.06,46.0,0.0,0.0,0,0,0,0
11031,3148.846153846154,734.38,0.0,0.0,0.0,0,0,0,60
11041,3148.846153846154,734.38,46.0,0.0,0.0,0,0,0,0
11051,3148.846153846154,734.38,46.0,0.0,0.0,0,0,0,0
11061,4278.534031413612,-342.56,0.0,0.0,0.0,0,0,0,60
11071,4278.534031413612,-342.56,46.0,0.0,0.0,0,0,0,0
11081,4278.534031413612,-342.56,46.0,0.0,0.0,0,0,0,0
11091,4756.938603868797,1114.17,0.0,0.0,0.0,0,0,0,60
11101,4756.938603868797,1114.17,46.0,0.0,0.0,0,0,0,0
11111,4076.4,-1323.71,0.0,33.0,0.0,0,0,12,0
11131,4076.4,-1323.71,46.0,0.0,0.0,0,0,0,0
11141,4763.5,-750.58,0.0,33.0,0.0,0,0,15,0
11151,4763.5,-750.58,46.0,0.0,0.0,0,0,0,0
11161,4763.5,-750.58,46.0,0.0,0.0,0,0,0,0
11171,3686.875,993.24,0.0,0.0,11.0,0,52,0,0
11181,3686.875,993.24,0.0,0.0,0.0,0,0,0,60
11201,3686.875,993.24,46.0,0.0,0.0,0,0,0,0
11211,3686.875,993.24,46.0,0.0,0.0,0,0,0,0
11221,3876.0,1109.08,0.0,0.0,11.0,0,52,0,0
11231,3876.0,1109.08,0.0,0.0,0.0,0,0,0,60
11241,3876.0,1109.08,0.0,0.0,0.0,0,0,0,60
11251,3876.0,1109.08,46.0,0.0,0.0,0,0,0,0
11261,3876.0,1109.08,46.0,0.0,0.0,0,0,0,0
11271,4239.64705882353,1178.45,0.0,0.0,11.0,0,52,0,0
11281,4239.64705882353,1178.45,0.0,0.0,0.0,0,0,0,60
11291,4239.64705882353,1178.45,46.0,0.0,0.0,0,0,0,0
11301,4672.278481012659,1145.55,0.0,0.0,11.0,0,52,0,0
11311,4672.278481012659,1145.55,0.0,0.0,0.0,0,0,0,60
11321,4672.278481012659,1145.55,46.0,0.0,0.0,0,0,0,0
11331,3488.4615384615386,1035.35,0.0,0.0,11.0,0,52,0,0
11341,3488.4615384615386,1035.35,0.0,0.0,0.0,0,0,0,60
11351,3488.4615384615386,1035.35,46.0,0.0,0.0,0,0,0,0
11361,4313.888888888889,240.19,0.0,0.0,11.0,0,52,0,0
11371,4313.888888888889,240.19,46.0,0.0,0.0,0,0,0,0
11381,3905.777777777778,-58.27,0.0,0.0,11.0,0,52,0,0
11391,3905.777777777778,-58.27,46.0,0.0,0.0,0,0,0,0
11401,3202.5263157894738,113.04,0.0,0.0,11.0,0,52,0,0
11411,3202.5263157894738,113.04,46.0,0.0,0.0,0,0,0,0
11421,3073.779527559055,1107.87,0.0,0.0,11.0,0,52,0,0
11431,3073.779527559055,1107.87,0.0,0.0,0.0,0,0,0,60
11441,3073.779527559055,1107.87,46.0,0.0,0.0,0,0,0,0
11451,3246.6176470588234,1094.84,0.0,0.0,11.0,0,52,0,0
11461,3246.6176470588234,1094.84,0.0,0.0,0.0,0,0,0,60
11471,3246.6176470588234,1094.84,46.0,0.0,0.0,0,0,0,0
11481,3684.5833333333335,1150.63,0.0,0.0,11.0,0,52,0,0
11491,3684.5833333333335,1150.63,0.0,0.0,0.0,0,0,0,60
11501,3684.5833333333335,1150.63,46.0,0.0,0.0,0,0,0,0
11511,3536.3414634146343,1119.66,0.0,0.0,11.0,0,52,0,0
11521,3536.3414634146343,1119.66,0.0,0.0,0.0,0,0,0,60
11531,3536.3414634146343,1119.66,46.0,0.0,0.0,0,0,0,0
11541,3553.2183908045977,1057.6,0.0,0.0,11.0,0,52,0,0
11551,3553.2183908045977,1057.6,0.0,0.0,0.0,0,0,0,60
11561,3553.2183908045977,1057.6,46.0,0.0,0.0,0,0,0,0
11571,3831.6,1134.51,0.0,0.0,11.0,0,52,0,0
11581,3831.6,1134.51,0.0,0.0,0.0,0,0,0,60
11591,3831.6,1134.51,46.0,0.0,0.0,0,0,0,0
11601,3400.4,409.14,0.0,0.0,21.0,0,0,0,0
11611,3400.4,409.14,0.0,0.0,0.0,0,0,0,60
11621,3400.4,409.14,46.0,0.0,0.0,0,0,0,0
11631,3033.0,261.38,0.0,0.0,0.0,0,0,0,60
11641,3033.0,261.38,46.0,0.0,0.0,0,0,0,0
11651,3077.6296296296296,359.71,0.0,0.0,21.0,0,0,0,0
11661,3077.6296296296296,359.71,0.0,0.0,0.0,0,0,0,60
11671,3077.6296296296296,359.71,46.0,0.0,0.0,0,0,0,0
11681,4309.304347826087,-553.55,0.0,0.0,21.0,0,0,0,0
11691,4309.304347826087,-553.55,0.0,0.0,0.0,0,0,0,60
11701,3718.640776699029,1131.96,0.0,0.0,11.0,0,52,0,0
11711,3718.640776699029,1131.96,0.0,0.0,0.0,0,0,0,60
11721,3718.640776699029,1131.96,46.0,0.0,0.0,0,0,0,0
11731,4037.669902912621,1091.1,0.0,0.0,11.0,0,52,0,0
11741,4037.669902912621,1091.1,0.0,0.0,0.0,0,0,0,60
11751,4037.669902912621,1091.1,46.0,0.0,0.0,0,0,0,0
11761,1997.0212765957447,1040.93,0.0,0.0,11.0,0,52,0,0
11771,1997.0212765957447,1040.93,0.0,0.0,0.0,0,0,0,60
11781,1997.0212765957447,1040.93,46.0,0.0,0.0,0,0,0,0
11791,5091.395348837209,-1403.76,46.0,0.0,0.0,0,0,0,0
11801,4792.5,-454.09,46.0,0.0,0.0,0,0,0,0
11811,4464.583333333333,-400.21,0.0,9.0,0.0,46,0,0,0
11821,4464.583333333333,-400.21,0.0,45.0,0.0,0,0,0,0
11831,4412.5,-80.93,0.0,10.0,0.0,50,0,0,0
11841,4412.5,-80.93,0.0,45.0,0.0,0,0,0,0
11851,4197.8,-61.75,0.0,9.0,0.0,46,0,0,0
11861,4197.8,-61.75,0.0,45.0,0.0,0,0,0,0
11881,5153.4,-393.52,0.0,9.0,0.0,46,0,0,0
11891,5153.4,-393.52,0.0,45.0,0.0,0,0,0,0
11901,3456.6153846153848,854.53,0.0,0.0,0.0,0,0,0,60
11911,3456.6153846153848,854.53,46.0,0.0,0.0,0,0,0,0
11921,3456.6153846153848,854.53,46.0,0.0,0.0,0,0,0,0
11931,3921.0810810810813,972.93,0.0,0.0,0.0,0,0,0,60
11941,3921.0810810810813,972.93,46.0,0.0,0.0,0,0,0,0
11951,3768.75,936.96,0.0,0.0,0.0,0,0,0,60
