,yield per ha,CO2/ha,N_as_Urea_%,N_as_Nitrate_%,N_as_Ammonium_%,P_as_Phosphorus_%,P_as_P2O5_%,K_as_Potassium_%,K_as_K2O_%
3951,4845.555555555556,198.65,0.0,0.0,21.0,0,0,0,0
3961,4845.555555555556,198.65,0.0,0.0,11.0,0,52,0,0
3971,1112.5,-917.13,46.0,0.0,0.0,0,0,0,0
3981,2051.276595744681,-900.04,0.0,10.0,0.0,25,0,10,0
3991,2051.276595744681,-900.04,0.0,25.0,0.0,0,0,25,0
4001,2051.276595744681,-900.04,0.0,46.0,0.0,0,0,0,0
4021,4986.866666666667,786.73,0.0,0.0,11.0,0,52,0,0
4031,4986.866666666667,786.73,46.0,0.0,0.0,0,0,0,0
4041,4986.866666666667,786.73,46.0,0.0,0.0,0,0,0,0
4051,5081.8125,793.47,0.0,0.0,11.0,0,52,0,0
4061,5081.8125,793.47,46.0,0.0,0.0,0,0,0,0
4071,5081.8125,793.47,46.0,0.0,0.0,0,0,0,0
4081,4409.770114942528,706.08,0.0,0.0,11.0,0,52,0,0
4091,4409.770114942528,706.08,46.0,0.0,0.0,0,0,0,0
4101,3812.621951219512,657.14,46.0,0.0,0.0,0,0,0,0
4111,4800.896551724138,194.58,0.0,46.0,0.0,0,0,0,0
4121,4800.896551724138,194.58,46.0,0.0,0.0,0,0,0,0
4131,6087.083333333333,985.51,0.0,0.0,0.0,0,0,0,60
4141,6087.083333333333,985.51,46.0,0.0,0.0,0,0,0,0
4151,6087.083333333333,985.51,46.0,0.0,0.0,0,0,0,0
4161,709.080459770115,363.12,46.0,0.0,0.0,0,0,0,0
4171,709.080459770115,363.12,46.0,0.0,0.0,0,0,0,0
4181,659.2592592592592,-162.48,46.0,0.0,0.0,0,0,0,0
4191,659.2592592592592,-162.48,46.0,0.0,0.0,0,0,0,0
4201,1753.4193548387098,1640.06,46.0,0.0,0.0,0,0,0,0
4211,1753.4193548387098,1640.06,46.0,0.0,0.0,0,0,0,0
4221,4907.058823529412,295.28,46.0,0.0,0.0,0,0,0,0
4231,5416.976744186047,218.81,46.0,0.0,0.0,0,0,0,0
4241,4159.75,996.19,0.0,0.0,0.0,0,0,0,60
4251,4159.75,996.19,46.0,0.0,0.0,0,0,0,0
4261,4159.75,996.19,46.0,0.0,0.0,0,0,0,0
4271,4323.0,-476.89,0.0,0.0,0.0,0,0,0,60
4281,4323.0,-476.89,46.0,0.0,0.0,0,0,0,0
4291,4323.0,-476.89,46.0,0.0,0.0,0,0,0,0
4301,4161.029411764706,-152.04,0.0,0.0,0.0,0,0,0,60
4311,4161.029411764706,-152.04,46.0,0.0,0.0,0,0,0,0
4321,4161.029411764706,-152.04,46.0,0.0,0.0,0,0,0,0
4331,4053.6666666666665,-204.65,0.0,0.0,0.0,0,0,0,60
4341,4053.6666666666665,-204.65,46.0,0.0,0.0,0,0,0,0
4351,4053.6666666666665,-204.65,46.0,0.0,0.0,0,0,0,0
4361,4053.6666666666665,-204.65,46.0,0.0,0.0,0,0,0,0
4371,3784.7311827956987,-181.11,46.0,0.0,0.0,0,0,0,0
4381,4243.192488262911,-8.44,0.0,0.0,11.0,0,52,0,0
4391,4243.192488262911,-8.44,0.0,0.0,0.0,0,0,0,60
4401,4243.192488262911,-8.44,46.0,0.0,0.0,0,0,0,0
4411,4243.192488262911,-8.44,46.0,0.0,0.0,0,0,0,0
4421,4243.192488262911,-8.44,46.0,0.0,0.0,0,0,0,0
4431,3820.276497695853,304.35,0.0,0.0,11.0,0,52,0,0
4441,3820.276497695853,304.35,0.0,0.0,0.0,0,0,0,60
4451,3820.276497695853,304.35,46.0,0.0,0.0,0,0,0,0
4461,3820.276497695853,304.35,46.0,0.0,0.0,0,0,0,0
4471,3820.276497695853,304.35,46.0,0.0,0.0,0,0,0,0
4481,4241.517857142858,795.7,0.0,0.0,0.0,0,0,0,60
4491,4241.517857142858,795.7,46.0,0.0,0.0,0,0,0,0
4501,4241.517857142858,795.7,46.0,0.0,0.0,0,0,0,0
4511,4241.517857142858,795.7,46.0,0.0,0.0,0,0,0,0
4521,2788.101983002833,122.23,0.0,0.0,0.0,0,0,0,60
4531,2788.101983002833,122.23,46.0,0.0,0.0,0,0,0,0
4541,2788.101983002833,122.23,46.0,0.0,0.0,0,0,0,0
4551,2788.101983002833,122.23,46.0,0.0,0.0,0,0,0,0
4561,3455.367231638418,247.1,0.0,0.0,0.0,0,0,0,60
4571,3455.367231638418,247.1,46.0,0.0,0.0,0,0,0,0
4581,3455.367231638418,247.1,46.0,0.0,0.0,0,0,0,0
4591,3455.367231638418,247.1,46.0,0.0,0.0,0,0,0,0
4601,3214.2105263157896,-380.29,0.0,0.0,0.0,0,0,0,60
4611,3214.2105263157896,-380.29,46.0,0.0,0.0,0,0,0,0
4621,3214.2105263157896,-380.29,46.0,0.0,0.0,0,0,0,0
4631,3214.2105263157896,-380.29,46.0,0.0,0.0,0,0,0,0
4641,4127.46365105008,763.64,0.0,0.0,0.0,0,0,0,60
4651,4127.46365105008,763.64,46.0,0.0,0.0,0,0,0,0
4661,4127.46365105008,763.64,46.0,0.0,0.0,0,0,0,0
4671,4127.46365105008,763.64,46.0,0.0,0.0,0,0,0,0
4681,3290.3394255874678,742.03,0.0,0.0,0.0,0,0,0,60
4691,3290.3394255874678,742.03,46.0,0.0,0.0,0,0,0,0
4701,3290.3394255874678,742.03,46.0,0.0,0.0,0,0,0,0
4711,3290.3394255874678,742.03,46.0,0.0,0.0,0,0,0,0
4721,2536.6463414634145,-271.76,0.0,0.0,0.0,0,0,0,60
4731,2536.6463414634145,-271.76,46.0,0.0,0.0,0,0,0,0
4741,2415.3571428571427,-704.27,0.0,0.0,11.0,0,52,0,0
4751,2415.3571428571427,-704.27,0.0,0.0,11.0,0,52,0,0
4761,4377.4358974358975,-358.9,0.0,9.0,0.0,44,0,0,0
4771,4377.4358974358975,-358.9,0.0,0.0,0.0,0,0,0,60
4781,4377.4358974358975,-358.9,46.0,0.0,0.0,0,0,0,0
4791,4377.4358974358975,-358.9,46.0,0.0,0.0,0,0,0,0
4801,3544.74358974359,973.03,0.0,9.0,0.0,44,0,0,0
4811,3544.74358974359,973.03,0.0,0.0,11.0,0,52,0,0
4821,3544.74358974359,973.03,0.0,0.0,0.0,0,0,0,60
4831,3544.74358974359,973.03,46.0,0.0,0.0,0,0,0,0
4841,3544.74358974359,973.03,46.0,0.0,0.0,0,0,0,0
4851,3543.2051282051284,-551.39,0.0,9.0,0.0,44,0,0,0
4861,3543.2051282051284,-551.39,0.0,0.0,0.0,0,0,0,60
4871,3543.2051282051284,-551.39,46.0,0.0,0.0,0,0,0,0
4881,3943.076923076923,748.4,0.0,9.0,0.0,44,0,0,0
4891,3943.076923076923,748.4,0.0,0.0,0.0,0,0,0,60
4901,3943.076923076923,748.4,46.0,0.0,0.0,0,0,0,0
4911,3943.076923076923,748.4,46.0,0.0,0.0,0,0,0,0
4921,4960.0,1060.97,0.0,10.0,0.0,46,0,0,0
4931,4960.0,1060.97,0.0,0.0,0.0,0,0,0,60
4941,4960.0,1060.97,46.0,0.0,0.0,0,0,0,0
4951,4960.0,1060.97,46.0,0.0,0.0,0,0,0,0
4961,4477.614678899083,490.6,0.0,10.0,0.0,46,0,0,0
4971,4477.614678899083,490.6,0.0,0.0,0.0,0,0,0,60
4981,4477.614678899083,490.6,46.0,0.0,0.0,0,0,0,0
4991,4445.221238938053,-85.83,0.0,10.0,0.0,46,0,0,0
5001,4445.221238938053,-85.83,0.0,0.0,0.0,0,0,0,60
5011,4445.221238938053,-85.83,46.0,0.0,0.0,0,0,0,0
5021,4844.298245614035,-213.99,0.0,0.0,0.0,0,0,0,60
5031,4844.298245614035,-213.99,46.0,0.0,0.0,0,0,0,0
5041,5228.347826086957,-534.9,0.0,10.0,0.0,46,0,0,0
5051,5228.347826086957,-534.9,0.0,0.0,0.0,0,0,0,60
5061,2450.0,1497.96,0.0,10.0,0.0,46,0,0,0
5071,2450.0,1497.96,0.0,0.0,0.0,0,0,0,60
5081,2450.0,1497.96,46.0,0.0,0.0,0,0,0,0
5091,2450.0,1497.96,46.0,0.0,0.0,0,0,0,0
5101,2763.78640776699,790.11,0.0,10.0,0.0,46,0,0,0
5111,2763.78640776699,790.11,0.0,0.0,0.0,0,0,0,60
5121,2763.78640776699,790.11,46.0,0.0,0.0,0,0,0,0
5131,2763.78640776699,790.11,46.0,0.0,0.0,0,0,0,0
5151,1865.5128205128206,79.62,0.0,10.0,0.0,46,0,0,0
5161,1865.5128205128206,79.62,0.0,0.0,0.0,0,0,0,60
5171,1865.5128205128206,79.62,46.0,0.0,0.0,0,0,0,0
5191,2172.3376623376626,218.76,0.0,10.0,0.0,46,0,0,0
5201,2172.3376623376626,218.76,0.0,0.0,0.0,0,0,0,60
5211,2172.3376623376626,218.76,46.0,0.0,0.0,0,0,0,0
5231,3411.0344827586205,905.01,0.0,10.0,0.0,46,0,0,0
5241,3411.0344827586205,905.01,0.0,0.0,0.0,0,0,0,60
5251,3411.0344827586205,905.01,46.0,0.0,0.0,0,0,0,0
5261,3411.0344827586205,905.01,46.0,0.0,0.0,0,0,0,0
5281,2852.751677852349,988.22,0.0,10.0,0.0,46,0,0,0
5291,2852.751677852349,988.22,0.0,0.0,0.0,0,0,0,60
5301,2852.751677852349,988.22,46.0,0.0,0.0,0,0,0,0
5321,3452.3863636363635,-623.14,0.0,10.0,0.0,30,0,0,0
5331,3452.3863636363635,-623.14,0.0,0.0,0.0,0,0,0,60
5341,3364.6153846153848,-59.9,0.0,0.0,0.0,0,0,60,0
5351,3364.6153846153848,-59.9,0.0,10.0,0.0,30,0,0,0
5361,3364.6153846153848,-59.9,0.0,45.0,0.0,0,0,0,0
5371,2826.6666666666665,-666.04,0.0,10.0,0.0,30,0,0,0
5381,2826.6666666666665,-666.04,0.0,0.0,0.0,0,0,0,60
5391,3543.846153846154,-621.57,0.0,10.0,0.0,30,0,0,0
5401,3543.846153846154,-621.57,0.0,0.0,0.0,0,0,0,60
5411,3157.7049180327867,-631.81,0.0,10.0,0.0,30,0,0,0
5421,3157.7049180327867,-631.81,0.0,0.0,0.0,0,0,0,60
5431,3660.714285714286,-649.24,0.0,10.0,0.0,30,0,0,0
5441,3166.0,-645.24,0.0,10.0,0.0,30,0,0,0
5451,3166.0,-645.24,0.0,0.0,0.0,0,0,0,60
5461,2351.5555555555557,649.19,0.0,0.0,0.0,0,0,0,60
5471,2351.5555555555557,649.19,46.0,0.0,0.0,0,0,0,0
5481,3188.269230769231,674.23,0.0,0.0,0.0,0,0,0,60
5491,3188.269230769231,674.23,46.0,0.0,0.0,0,0,0,0
5501,2461.772151898734,-1225.34,0.0,0.0,0.0,0,0,0,60
5511,2461.772151898734,-1225.34,46.0,0.0,0.0,0,0,0,0
5521,4103.9655172413795,-1563.34,0.0,0.0,0.0,0,0,0,60
5531,4607.333333333333,56.49,0.0,0.0,0.0,0,0,0,60
5541,4607.333333333333,56.49,46.0,0.0,0.0,0,0,0,0
5551,4607.333333333333,56.49,46.0,0.0,0.0,0,0,0,0
5561,3625.135135135135,1184.99,0.0,0.0,11.0,0,52,0,0
5571,3625.135135135135,1184.99,0.0,0.0,0.0,0,0,0,60
5581,3625.135135135135,1184.99,46.0,0.0,0.0,0,0,0,0
5591,3625.135135135135,1184.99,46.0,0.0,0.0,0,0,0,0
5601,4447.5675675675675,-208.48,0.0,0.0,0.0,60,0,0,0
5611,4447.5675675675675,-208.48,0.0,11.0,0.0,51,0,0,0
5621,4180.9876543209875,233.08,0.0,45.0,0.0,0,0,0,0
5631,4180.9876543209875,233.08,0.0,0.0,11.0,0,52,0,0
5641,4180.9876543209875,233.08,0.0,0.0,0.0,0,0,0,60
5651,4938.780487804878,44.18,0.0,0.0,11.0,0,52,0,0
5661,4938.780487804878,44.18,0.0,0.0,0.0,0,0,0,60
5671,4937.333333333333,-558.69,0.0,0.0,0.0,0,0,0,60
5681,4937.333333333333,-558.69,46.0,0.0,0.0,0,0,0,0
5691,4937.333333333333,-558.69,46.0,0.0,0.0,0,0,0,0
5701,4631.818181818182,-689.42,0.0,0.0,0.0,0,0,0,60
5711,4631.818181818182,-689.42,46.0,0.0,0.0,0,0,0,0
5721,4631.818181818182,-689.42,46.0,0.0,0.0,0,0,0,0
5731,4561.25,-679.33,46.0,0.0,0.0,0,0,0,0
5741,1858.6363636363637,-624.06,0.0,0.0,0.0,0,0,0,60
5751,1858.6363636363637,-624.06,46.0,0.0,0.0,0,0,0,0
5761,1858.6363636363637,-624.06,46.0,0.0,0.0,0,0,0,0
5771,1828.0,238.65,0.0,0.0,0.0,0,0,60,0
5781,1828.0,238.65,0.0,0.0,11.0,0,52,0,0
5791,1828.0,238.65,46.0,0.0,0.0,0,0,0,0
5801,3654.75,495.01,46.0,0.0,0.0,0,0,0,0
5811,3654.75,495.01,46.0,0.0,0.0,0,0,0,0
5821,3614.3333333333335,953.79,46.0,0.0,0.0,0,0,0,0
5831,3464.4186046511627,797.78,46.0,0.0,0.0,0,0,0,0
5841,5816.346153846154,1069.84,0.0,5.0,0.0,37,0,0,0
5851,5816.346153846154,1069.84,0.0,0.0,0.0,0,0,0,60
5861,5816.346153846154,1069.84,46.0,0.0,0.0,0,0,0,0
5871,5816.346153846154,1069.84,46.0,0.0,0.0,0,0,0,0
5881,4171.764705882353,1088.29,0.0,5.0,0.0,37,0,0,0
5891,4171.764705882353,1088.29,0.0,0.0,0.0,0,0,0,60
5901,4171.764705882353,1088.29,46.0,0.0,0.0,0,0,0,0
5911,4171.764705882353,1088.29,46.0,0.0,0.0,0,0,0,0
5921,3343.246073298429,593.5,0.0,0.0,11.0,0,52,0,0
5931,3343.246073298429,593.5,0.0,0.0,0.0,0,0,0,60
5941,3343.246073298429,593.5,46.0,0.0,0.0,0,0,0,0
5951,1999.1588785046729,361.95,0.0,0.0,11.0,0,52,0,0
5961,1999.1588785046729,361.95,0.0,0.0,0.0,0,0,0,60
5971,1999.1588785046729,361.95,46.0,0.0,0.0,0,0,0,0
5981,2140.8333333333335,389.23,0.0,0.0,11.0,0,52,0,0
5991,2140.8333333333335,389.23,0.0,0.0,0.0,0,0,0,60
6001,2140.8333333333335,389.23,46.0,0.0,0.0,0,0,0,0
6011,2811.090909090909,2634.56,0.0,0.0,11.0,0,52,0,0
6021,2811.090909090909,2634.56,0.0,0.0,0.0,0,0,0,60
6031,2811.090909090909,2634.56,46.0,0.0,0.0,0,0,0,0
6041,2942.682926829268,536.26,0.0,0.0,11.0,0,52,0,0
6051,2942.682926829268,536.26,0.0,0.0,0.0,0,0,0,60
6061,2942.682926829268,536.26,46.0,0.0,0.0,0,0,0,0
6071,3511.413043478261,788.37,0.0,0.0,11.0,0,52,0,0
6081,3511.413043478261,788.37,46.0,0.0,0.0,0,0,0,0
6091,2860.3030303030305,755.18,0.0,0.0,11.0,0,52,0,0
6101,2860.3030303030305,755.18,46.0,0.0,0.0,0,0,0,0
6111,3961.309523809524,786.2,46.0,0.0,0.0,0,0,0,0
6121,6176.0,205.85,0.0,13.5,13.5,0,0,0,0
6131,5896.8,72.04,0.0,13.5,13.5,0,0,0,0
6141,6322.222222222223,363.87,0.0,13.5,13.5,0,0,0,0
6151,4753.053892215569,-62.67,0.0,20.0,0.0,0,0,20,0
6161,4753.053892215569,-62.67,46.0,0.0,0.0,0,0,0,0
6171,2234.84375,1275.25,0.0,0.0,0.0,0,0,0,60
6181,2234.84375,1275.25,46.0,0.0,0.0,0,0,0,0
6191,2234.84375,1275.25,46.0,0.0,0.0,0,0,0,0
6201,4166.615384615385,562.77,0.0,8.0,0.0,28,0,16,0
6211,4166.615384615385,562.77,46.0,0.0,0.0,0,0,0,0
6221,4952.2,-83.87,46.0,0.0,0.0,0,0,0,0
6231,3834.494382022472,750.63,0.0,5.0,0.0,30,0,10,0
6241,3834.494382022472,750.63,0.0,0.0,0.0,0,0,0,60
6251,3834.494382022472,750.63,46.0,0.0,0.0,0,0,0,0
6261,4153.220338983051,854.15,0.0,5.0,0.0,30,0,10,0
6271,4153.220338983051,854.15,0.0,0.0,0.0,0,0,0,60
6281,4153.220338983051,854.15,46.0,0.0,0.0,0,0,0,0
6291,3612.962962962963,814.24,0.0,5.0,0.0,30,0,10,0
6301,3612.962962962963,814.24,0.0,0.0,0.0,0,0,0,60
6311,3612.962962962963,814.24,46.0,0.0,0.0,0,0,0,0
6321,2226.875,-469.06,0.0,27.0,0.0,0,0,0,0
6331,2226.875,-469.06,0.0,0.0,11.0,0,52,0,0
6341,2226.875,-469.06,0.0,0.0,0.0,0,0,0,60
6351,2600.689655172414,-714.94,0.0,27.0,0.0,0,0,0,0
6361,2600.689655172414,-714.94,0.0,0.0,0.0,0,0,0,60
6371,2695.5,-679.61,0.0,27.0,0.0,0,0,0,0
6381,2695.5,-679.61,0.0,0.0,0.0,0,0,0,60
6391,2625.1612903225805,-619.52,0.0,27.0,0.0,0,0,0,0
6401,2625.1612903225805,-619.52,0.0,0.0,0.0,0,0,0,60
6411,1909.1156462585034,-708.67,0.0,0.0,11.0,0,52,0,0
6421,1805.4666666666667,910.12,0.0,0.0,11.0,0,52,0,0
6431,1805.4666666666667,910.12,0.0,0.0,11.0,0,52,0,0
6441,1805.4666666666667,910.12,0.0,0.0,0.0,0,0,0,60
6451,1805.4666666666667,910.12,46.0,0.0,0.0,0,0,0,0
6461,3460.8333333333335,1076.07,0.0,0.0,11.0,0,52,0,0
6471,3460.8333333333335,1076.07,0.0,0.0,11.0,0,52,0,0
6481,3460.8333333333335,1076.07,0.0,0.0,0.0,0,0,0,60
6491,3460.8333333333335,1076.07,46.0,0.0,0.0,0,0,0,0
6501,3525.5833333333335,1060.16,0.0,0.0,11.0,0,52,0,0
6511,3525.5833333333335,1060.16,0.0,0.0,11.0,0,52,0,0
6521,3525.5833333333335,1060.16,0.0,0.0,0.0,0,0,0,60
6531,3525.5833333333335,1060.16,46.0,0.0,0.0,0,0,0,0
6541,4786.9,349.85,0.0,20.0,0.0,0,0,20,0
6551,4786.9,349.85,0.0,0.0,0.0,0,0,0,60
6561,4786.9,349.85,46.0,0.0,0.0,0,0,0,0
6571,5234.476190476191,488.41,0.0,20.0,0.0,0,0,20,0
6581,5234.476190476191,488.41,0.0,0.0,0.0,0,0,0,60
6591,5234.476190476191,488.41,46.0,0.0,0.0,0,0,0,0
6601,4358.380952380952,462.26,0.0,20.0,0.0,0,0,20,0
6611,4358.380952380952,462.26,0.0,0.0,0.0,0,0,0,60
6621,4358.380952380952,462.26,46.0,0.0,0.0,0,0,0,0
6631,3546.0,334.79,0.0,5.0,0.0,37,0,0,0
6641,3546.0,334.79,0.0,13.5,13.5,0,0,0,0
6651,3546.0,334.79,0.0,0.0,11.0,0,52,0,0
6661,3546.0,334.79,0.0,0.0,11.0,0,52,0,0
6671,3546.0,334.79,0.0,0.0,0.0,0,0,0,60
6681,2173.214285714286,352.49,0.0,5.0,0.0,37,0,0,0
6691,2173.214285714286,352.49,0.0,13.5,13.5,0,0,0,0
6701,2173.214285714286,352.49,0.0,0.0,11.0,0,52,0,0
6711,2173.214285714286,352.49,0.0,0.0,11.0,0,52,0,0
6721,2173.214285714286,352.49,0.0,0.0,0.0,0,0,0,60
6731,986.6666666666666,358.37,0.0,5.0,0.0,37,0,0,0
6741,986.6666666666666,358.37,0.0,13.5,13.5,0,0,0,0
6751,986.6666666666666,358.37,0.0,13.5,13.5,0,0,0,0
6771,986.6666666666666,358.37,0.0,0.0,11.0,0,52,0,0
6781,986.6666666666666,358.37,0.0,0.0,0.0,0,0,0,60
6791,1495.4285714285713,375.07,0.0,5.0,0.0,37,0,0,0
6801,1495.4285714285713,375.07,0.0,13.5,13.5,0,0,0,0
6811,1495.4285714285713,375.07,0.0,13.5,13.5,0,0,0,0
6831,1495.4285714285713,375.07,0.0,0.0,11.0,0,52,0,0
6841,1495.4285714285713,375.07,0.0,0.0,0.0,0,0,0,60
6851,1485.531914893617,300.12,0.0,5.0,0.0,37,0,0,0
6861,1485.531914893617,300.12,0.0,13.5,13.5,0,0,0,0
6871,1485.531914893617,300.12,0.0,0.0,11.0,0,52,0,0
6891,1485.531914893617,300.12,0.0,0.0,0.0,0,0,0,60
6901,1156.9565217391305,275.9,0.0,5.0,0.0,37,0,0,0
6911,1156.9565217391305,275.9,0.0,13.5,13.5,0,0,0,0
6921,1156.9565217391305,275.9,0.0,0.0,11.0,0,52,0,0
6931,1156.9565217391305,275.9,0.0,0.0,11.0,0,52,0,0
6941,1156.9565217391305,275.9,0.0,0.0,0.0,0,0,0,60
6951,3663.3333333333335,266.88,0.0,13.5,13.5,0,0,0,0
6961,3663.3333333333335,266.88,0.0,0.0,11.0,0,52,0,0
6971,3663.3333333333335,266.88,0.0,0.0,0.0,0,0,0,60
6981,2593.846153846154,-90.65,0.0,13.5,13.5,0,0,0,0
6991,2593.846153846154,-90.65,0.0,0.0,11.0,0,52,0,0
7001,2593.846153846154,-90.65,0.0,0.0,0.0,0,0,0,60
7011,4148.231292517007,364.96,0.0,13.5,13.5,0,0,0,0
7021,4148.231292517007,364.96,0.0,0.0,11.0,0,52,0,0
7031,4148.231292517007,364.96,0.0,0.0,0.0,0,0,0,60
7041,3708.5227272727275,162.44,0.0,13.5,13.5,0,0,0,0
7051,3708.5227272727275,162.44,0.0,0.0,11.0,0,52,0,0
7061,3708.5227272727275,162.44,0.0,0.0,0.0,0,0,0,60
7071,3708.5227272727275,162.44,46.0,0.0,0.0,0,0,0,0
7081,1740.7692307692307,-46.05,0.0,13.5,13.5,0,0,0,0
7091,1740.7692307692307,-46.05,0.0,0.0,0.0,0,0,0,60
7101,3025.6923076923076,735.25,0.0,0.0,11.0,0,52,0,0
7111,3025.6923076923076,735.25,0.0,0.0,0.0,0,0,0,60
7121,3025.6923076923076,735.25,46.0,0.0,0.0,0,0,0,0
7131,4370.566037735849,955.36,0.0,0.0,11.0,0,52,0,0
7141,4370.566037735849,955.36,46.0,0.0,0.0,0,0,0,0
7151,4370.566037735849,955.36,46.0,0.0,0.0,0,0,0,0
7161,5355.567010309278,1747.49,0.0,0.0,21.0,0,0,0,0
7171,5355.567010309278,1747.49,0.0,0.0,11.0,0,52,0,0
7181,5355.567010309278,1747.49,0.0,0.0,0.0,0,0,0,60
7191,5355.567010309278,1747.49,46.0,0.0,0.0,0,0,0,0
7201,5355.567010309278,1747.49,46.0,0.0,0.0,0,0,0,0
7211,5355.567010309278,1747.49,46.0,0.0,0.0,0,0,0,0
7221,4194.358974358975,-311.7,46.0,0.0,0.0,0,0,0,0
7231,3716.3120567375886,1940.39,0.0,0.0,11.0,0,52,0,0
7241,3716.3120567375886,1940.39,0.0,0.0,0.0,0,0,0,60
7251,3716.3120567375886,1940.39,46.0,0.0,0.0,0,0,0,0
7261,3716.3120567375886,1940.39,46.0,0.0,0.0,0,0,0,0
7271,3716.3120567375886,1940.39,46.0,0.0,0.0,0,0,0,0
7281,3388.6666666666665,555.93,0.0,0.0,21.0,0,0,0,0
7291,3388.6666666666665,555.93,46.0,0.0,0.0,0,0,0,0
7301,3597.153846153846,536.12,0.0,0.0,21.0,0,0,0,0
7311,3597.153846153846,536.12,46.0,0.0,0.0,0,0,0,0
7321,5675.272727272727,675.28,0.0,0.0,21.0,0,0,0,0
7331,5675.272727272727,675.28,46.0,0.0,0.0,0,0,0,0
7341,3871.818181818182,620.22,0.0,0.0,21.0,0,0,0,0
7351,3871.818181818182,620.22,46.0,0.0,0.0,0,0,0,0
7361,3647.3529411764707,602.91,0.0,0.0,21.0,0,0,0,0
7371,3647.3529411764707,602.91,46.0,0.0,0.0,0,0,0,0
7381,3883.177570093458,564.37,0.0,0.0,21.0,0,0,0,0
7391,3883.177570093458,564.37,46.0,0.0,0.0,0,0,0,0
7401,4068.5714285714284,728.41,0.0,0.0,0.0,0,0,0,60
7411,4068.5714285714284,728.41,46.0,0.0,0.0,0,0,0,0
7421,4068.5714285714284,728.41,46.0,0.0,0.0,0,0,0,0
7431,4068.5714285714284,728.41,46.0,0.0,0.0,0,0,0,0
7441,4560.428571428572,950.38,0.0,0.0,0.0,0,0,60,0
7451,4560.428571428572,950.38,0.0,45.0,0.0,0,0,0,0
7461,4560.428571428572,950.38,0.0,45.0,0.0,0,0,0,0
7471,4560.428571428572,950.38,0.0,0.0,11.0,0,52,0,0
7481,4560.428571428572,950.38,46.0,0.0,0.0,0,0,0,0
7491,3651.875,46.64,0.0,0.0,0.0,0,0,60,0
7501,3651.875,46.64,0.0,45.0,0.0,0,0,0,0
7511,3651.875,46.64,0.0,45.0,0.0,0,0,0,0
7521,3651.875,46.64,0.0,0.0,11.0,0,52,0,0
7531,2936.818181818182,23.35,0.0,0.0,0.0,0,0,60,0
7541,2936.818181818182,23.35,0.0,45.0,0.0,0,0,0,0
7551,2936.818181818182,23.35,0.0,45.0,0.0,0,0,0,0
7561,2936.818181818182,23.35,0.0,0.0,11.0,0,52,0,0
7571,1850.4736842105262,-590.36,46.0,0.0,0.0,0,0,0,0
7581,3447.222222222222,-153.03,0.0,16.0,0.0,16,0,16,0
7591,3447.222222222222,-153.03,0.0,13.5,13.5,0,0,0,0
7601,3447.222222222222,-153.03,0.0,0.0,0.0,0,0,0,60
7611,3261.6666666666665,-170.33,0.0,16.0,0.0,16,0,16,0
7621,3261.6666666666665,-170.33,0.0,13.5,13.5,0,0,0,0
7631,3261.6666666666665,-170.33,0.0,0.0,0.0,0,0,0,60
7641,4075.6,-125.84,0.0,16.0,0.0,16,0,16,0
7651,4075.6,-125.84,0.0,13.5,13.5,0,0,0,0
7661,4075.6,-125.84,0.0,0.0,0.0,0,0,0,60
7671,3445.6,167.6,0.0,16.0,0.0,16,0,16,0
7681,3445.6,167.6,0.0,13.5,13.5,0,0,0,0
7691,3445.6,167.6,0.0,0.0,0.0,0,0,0,60
7701,3782.4137931034484,-130.78,0.0,16.0,0.0,16,0,16,0
7711,3782.4137931034484,-130.78,0.0,13.5,13.5,0,0,0,0
7721,3782.4137931034484,-130.78,0.0,0.0,0.0,0,0,0,60
7731,4185.833333333333,-124.07,0.0,16.0,0.0,16,0,16,0
7741,4185.833333333333,-124.07,0.0,13.5,13.5,0,0,0,0
7751,4185.833333333333,-124.07,0.0,0.0,0.0,0,0,0,60
7761,4595.896266742661,1961.23,0.0,0.0,0.0,0,0,60,0
7771,4595.896266742661,1961.23,0.0,16.0,0.0,16,0,16,0
7781,4595.896266742661,1961.23,0.0,13.5,13.5,0,0,0,0
7791,4595.896266742661,1961.23,46.0,0.0,0.0,0,0,0,0
7801,4595.896266742661,1961.23,46.0,0.0,0.0,0,0,0,0
7811,4851.866666666667,761.95,0.0,16.0,0.0,16,0,16,0
7821,4851.866666666667,761.95,0.0,13.5,13.5,0,0,0,0
7831,4851.866666666667,761.95,0.0,0.0,0.0,0,0,0,60
7841,4851.866666666667,761.95,46.0,0.0,0.0,0,0,0,0
7851,4938.333333333333,807.55,0.0,0.0,0.0,0,0,60,0
7861,4938.333333333333,807.55,0.0,16.0,0.0,16,0,16,0
7871,4938.333333333333,807.55,0.0,13.5,13.5,0,0,0,0
7881,4938.333333333333,807.55,46.0,0.0,0.0,0,0,0,0
7891,3663.8888888888887,-133.61,0.0,16.0,0.0,16,0,16,0
7901,3663.8888888888887,-133.61,0.0,13.5,13.5,0,0,0,0
7911,3663.8888888888887,-133.61,0.0,0.0,0.0,0,0,0,60
7921,3012.6315789473683,-175.62,0.0,16.0,0.0,16,0,16,0
7931,3012.6315789473683,-175.62,0.0,13.5,13.5,0,0,0,0
7941,3012.6315789473683,-175.62,0.0,0.0,0.0,0,0,0,60
7951,4163.414634146341,-276.05,0.0,16.0,0.0,16,0,16,0
7961,4163.414634146341,-276.05,0.0,13.5,13.5,0,0,0,0
