,N_as_Nitrate_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,K_as_Potassium_kg_per_Ha,Field_Name,Soil_Organic_Matter,Yield_Mass_kg_Per_Ha,CO2_kg_Emissions_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses
633,0.0,0.0,0.0,M7I2008,2.5,2811.090909090909,2634.56,350,46
634,0.0,0.0,0.0,M7I2009,2.5,2942.682926829268,536.26,350,18
635,0.0,0.0,0.0,M7I2010,2.5,2908.2,599.17,350,15
636,0.0,0.0,0.0,M7I20100,2.5,3388.6666666666665,555.93,350,15
637,0.0,0.0,0.0,M7I20101,2.5,3597.153846153846,536.12,350,13
638,0.0,0.0,0.0,M7I2011,2.5,2991.509433962264,609.35,350,16
639,0.0,0.0,0.0,M7I2012,2.5,4794.625,1102.21,350,20
640,0.0,0.0,0.0,M7I2013,2.5,4817.906976744186,1018.44,350,16
641,0.0,0.0,0.0,M7I2014,2.5,3685.222222222222,1009.29,350,16
642,0.0,0.0,0.0,M7I2015,2.5,3783.0,961.43,350,13
643,0.0,0.0,0.0,M7I2016,2.5,4267.2307692307695,1064.11,350,15
644,0.0,0.0,0.0,M7I2017,2.5,4260.0,1038.79,350,15
645,0.0,0.0,0.0,M7I2018,2.5,3112.769230769231,876.16,350,12
646,0.0,0.0,0.0,M7I2019,2.5,3073.779527559055,1107.87,350,24
647,0.0,0.0,0.0,M7I2020,2.5,3246.6176470588234,1094.84,350,24
648,0.0,0.0,0.0,M7I2021,2.5,3684.5833333333335,1150.63,350,24
649,0.0,0.0,0.0,M7I2022,2.5,3536.3414634146343,1119.66,350,24
650,0.0,0.0,0.0,M7I2024,2.5,2918.974358974359,870.74,350,20
651,0.0,0.0,0.0,M7I2025,2.5,3232.1428571428573,976.89,350,20
652,0.0,0.0,0.0,M7I2026,2.5,4033.2075471698113,881.41,350,18
653,0.0,0.0,0.0,M7I2027,2.5,3489.0243902439024,1238.38,350,23
654,0.0,0.0,0.0,M7I2028,2.5,2788.2291666666665,1107.38,350,19
655,0.0,0.0,0.0,M7I2029,2.5,3055.8,1084.94,350,19
656,0.0,0.0,0.0,M7I2030,2.5,3741.0227272727275,1048.51,350,15
657,0.0,0.0,0.0,M7I2031,2.5,2910.576923076923,965.63,350,17
658,3500.0,8500.0,0.0,M7I2032,2.5,3487.9411764705883,1019.04,350,20
659,0.0,0.0,0.0,M7I2033,2.5,3452.3333333333335,1034.53,350,19
660,0.0,0.0,0.0,M7I2034,2.5,3098.3333333333335,1211.95,350,16
661,0.0,0.0,0.0,M7I2035,2.5,4696.222222222223,1058.31,350,15
662,1100.0,8140.0,0.0,M7I2040,2.5,3546.0,334.79,350,21
663,1100.0,8140.0,0.0,M7I2041,2.5,2173.214285714286,352.49,350,25
664,1100.0,8140.0,0.0,M7I2042,2.5,986.6666666666666,358.37,350,21
665,1100.0,8140.0,0.0,M7I2043,2.5,1495.4285714285713,375.07,350,21
666,1400.0,10360.0,0.0,M7I2044,2.5,1485.531914893617,300.12,350,25
667,1560.0,11544.0,0.0,M7I2045,2.5,5816.346153846154,1069.84,350,20
668,1100.0,8140.0,0.0,M7I2046,2.5,1156.9565217391305,275.9,350,25
669,2000.0,10800.0,3200.0,M7I2047,2.5,2097.92,785.26,350,23
670,4000.0,10800.0,3200.0,M7I2048,2.5,3279.52,1050.97,350,19
671,4000.0,10800.0,3200.0,M7I2049,2.5,3314.4,1153.82,350,24
672,2000.0,10800.0,3200.0,M7I2050,2.5,3390.0,1549.26,350,24
673,2000.0,10800.0,3200.0,M7I2051,2.5,4465.52,1085.45,350,22
674,0.0,0.0,0.0,M7I2052,2.5,1805.4666666666667,910.12,350,17
675,0.0,0.0,0.0,M7I2053,2.5,3460.8333333333335,1076.07,350,18
676,0.0,0.0,0.0,M7I2054,2.5,3525.5833333333335,1060.16,350,17
677,0.0,0.0,0.0,M7I2055,2.5,3311.4285714285716,271.42,350,13
678,0.0,0.0,0.0,M7I2056,2.5,3047.3958333333335,243.16,350,12
679,0.0,0.0,0.0,M7I2057,2.5,3158.9622641509436,371.45,350,18
680,0.0,0.0,0.0,M7I2058,2.5,5675.272727272727,675.28,350,15
681,0.0,0.0,0.0,M7I2059,2.5,3871.818181818182,620.22,350,16
682,0.0,0.0,0.0,M7I2060,2.5,3647.3529411764707,602.91,350,16
683,0.0,0.0,0.0,M7I2061,2.5,3883.177570093458,564.37,350,13
684,0.0,0.0,0.0,M7I2066,2.5,4339.193548387097,1116.66,350,21
685,0.0,0.0,0.0,M7I2067,2.5,5818.813559322034,1040.41,350,15
686,0.0,0.0,0.0,M7I2068,2.5,3486.6111111111113,1217.99,350,23
687,1500.0,11100.0,0.0,M7I2069,2.5,3412.2184894861266,792.55,350,12
688,1400.0,10360.0,0.0,M7I2070,2.5,3276.563677467973,829.63,350,15
689,1400.0,10360.0,0.0,M7I2071,2.5,4065.565515157619,890.6,350,16
690,1550.0,11470.0,0.0,M7I2072,2.5,3510.6161841128437,969.56,350,20
691,1550.0,11470.0,0.0,M7I2073,2.5,3915.9245678365637,899.78,350,16
692,1400.0,10360.0,0.0,M7I2074,2.5,4225.208333333333,932.07,350,18
693,0.0,0.0,0.0,M7I2076,2.5,2054.3529411764707,866.61,350,15
694,0.0,0.0,0.0,M7I2077,2.5,2698.4745762711864,1129.61,350,19
695,0.0,0.0,0.0,M7I2078,2.5,4224.0,1070.73,350,21
696,0.0,0.0,0.0,M7I2079,2.5,3553.2183908045977,1057.6,350,21
697,0.0,0.0,0.0,M7I2080,2.5,3831.6,1134.51,350,23
698,0.0,0.0,0.0,M7I2084,2.5,2527.8,1057.15,350,20
699,0.0,0.0,0.0,M7I2085,2.5,2915.9848484848485,1036.88,350,19
700,0.0,0.0,0.0,M7I2086,2.5,2395.1063829787236,1011.75,350,23
701,1050.0,7350.0,0.0,M7I2087,2.5,3815.4,824.26,350,24
702,1050.0,7350.0,0.0,M7I2088,2.5,3974.375,865.97,350,26
703,1100.0,7700.0,0.0,M7I2089,2.5,3680.4,870.72,350,26
704,1050.0,7350.0,0.0,M7I2090,2.5,2612.5,727.1,350,21
705,0.0,0.0,0.0,M7I2091,2.5,3324.0,1001.87,350,20
706,0.0,0.0,0.0,M7I2092,2.5,3720.0,1038.38,350,20
707,0.0,0.0,0.0,M7I2093,2.5,2943.030303030303,1092.64,350,24
708,0.0,0.0,0.0,M7I2094,2.5,2694.607843137255,1070.82,350,21
709,0.0,0.0,0.0,M7I2095,2.5,3039.457831325301,1114.04,350,22
710,1450.0,10730.0,0.0,M7I2096,2.5,2464.8,960.06,350,26
711,0.0,0.0,0.0,M7I2097,2.5,2120.9523809523807,1072.26,350,22
712,3120.0,23088.0,0.0,M7I2098,2.5,4171.764705882353,1088.29,350,16
713,0.0,0.0,0.0,M7I2101,3.4,4957.25,486.58,350,17
714,0.0,0.0,0.0,M7I2102,1.6620000000000001,2400.0,67.82,350,22
715,0.0,0.0,0.0,M7I2103,3.7,3540.0,-677.41,350,20
716,0.0,0.0,0.0,M7I2104,2.5,3144.6511627906975,1029.05,350,15
717,0.0,0.0,0.0,M7I2105,3.6,3894.0,245.89,350,21
718,0.0,0.0,0.0,M7I2106,3.5,3720.0,216.15,350,17
719,0.0,0.0,0.0,M7I2107,2.0926829268292684,3256.75,1629.12,350,19
720,0.0,0.0,0.0,M7I2108,3.5,5315.384615384615,359.61,350,16
721,0.0,0.0,0.0,M7I2109,2.6,1680.0,306.89,350,19
722,0.0,0.0,0.0,M7I2110,2.7,1980.0,283.84,350,21
723,0.0,0.0,0.0,M7I21101,3.3333333333333335,3060.0,373.55,350,19
724,0.0,0.0,0.0,M7I21102,3.2583333333333337,3060.0,470.26,350,21
725,0.0,0.0,0.0,M7I21103,2.89375,3060.0,784.98,350,22
726,0.0,0.0,0.0,M7I21104,3.18125,4235.405405405405,327.29,350,21
727,0.0,0.0,0.0,M7I21105,2.8129032258064517,3060.0,505.31,350,19
728,0.0,0.0,0.0,M7I21106,3.6484848484848484,3240.0,-121.4,350,15
729,2420.0,11220.0,0.0,M7I21107,3.574647887323944,3660.0,-140.26,350,15
730,0.0,0.0,0.0,M7I21108,2.7826666666666666,3480.0,945.65,350,24
731,0.0,0.0,0.0,M7I2111,3.4,1500.0,-293.4,350,19
732,0.0,0.0,0.0,M7I21110,2.5,3000.0,1104.08,350,22
733,0.0,0.0,0.0,M7I21111,2.5,2460.0,1091.39,350,23
734,0.0,0.0,0.0,M7I21112,2.5,2460.0,1029.89,350,20
735,0.0,0.0,0.0,M7I21113,4.9,3480.0,-561.2,350,23
736,0.0,0.0,0.0,M7I21114,5.746666666666667,2771.3846153846152,-644.77,350,21
737,0.0,0.0,0.0,M7I21115,5.63,3392.923076923077,-486.74,350,23
738,0.0,0.0,0.0,M7I21116,5.58,2089.2,-553.42,350,22
739,0.0,0.0,0.0,M7I21117,5.46,2661.625,-510.27,350,18
740,0.0,0.0,0.0,M7I21118,5.430769230769231,2580.0,-430.58,350,21
741,0.0,0.0,0.0,M7I2112,2.9,900.0,78.75,350,20
742,2500.0,7000.0,2500.0,M7I21124,1.8857142857142857,1980.0,1363.32,350,16
743,2500.0,7000.0,2500.0,M7I21125,1.7,1500.0,1199.44,350,15
744,1265.0,7084.0,0.0,M7I21126,2.20625,1206.0869565217392,949.9,350,15
745,1265.0,9361.0,0.0,M7I21127,1.586111111111111,1740.0,1283.56,350,11
746,2500.0,7000.0,2500.0,M7I21128,1.9933333333333334,1980.0,1303.87,350,17
747,2500.0,7000.0,2500.0,M7I21129,2.225,2100.0,890.51,350,12
748,0.0,0.0,0.0,M7I2113,3.1,1080.0,14.22,350,20
749,2500.0,7000.0,2500.0,M7I21130,1.5,2100.0,1306.64,350,12
750,0.0,0.0,0.0,M7I21131,3.950561797752809,3600.0,-398.67,350,20
751,0.0,0.0,0.0,M7I2114,3.4595238095238097,2400.0,192.63,350,14
752,0.0,0.0,0.0,M7I2115,3.9057692307692307,2400.0,2902.12,350,15
753,0.0,0.0,0.0,M7I2118,4.104878048780488,3998.3739837398375,-126.15,350,25
754,0.0,0.0,0.0,M7I2119,3.9499999999999984,1920.0,-540.66,350,16
755,0.0,0.0,0.0,M7I2120,4.0344827586206895,3240.0,-594.29,350,18
756,0.0,0.0,0.0,M7I2121,3.7258061608602837,4228.16091954023,-567.71,350,13
757,0.0,0.0,0.0,M7I2122,3.641414141414141,2520.0,-410.53,350,22
758,0.0,0.0,0.0,M7I2123,2.5,3960.0,383.8,350,13
759,2205.0,9800.0,0.0,M7I2124,2.2,2904.0047405066416,1256.69,350,23
760,2205.0,9800.0,0.0,M7I2125,3.1,2729.873772791024,525.31,350,20
761,2205.0,9800.0,0.0,M7I2126,2.6,2730.0527240773285,917.24,350,21
762,0.0,0.0,0.0,M7I2127,3.325,3600.0,-360.06,350,20
763,0.0,0.0,0.0,M7I2128,3.4477611940298507,4320.0,354.65,350,16
764,2240.0,11200.0,0.0,M7I2129,3.2,2963.9473684210525,354.92,350,15
765,1920.0,9600.0,0.0,M7I2130,4.2,3840.0,-355.63,350,15
766,1920.0,9600.0,0.0,M7I2131,3.5,3312.0833333333335,131.19,350,15
767,1920.0,9600.0,0.0,M7I2132,3.6,3311.978021978022,109.16,350,15
768,1920.0,9600.0,0.0,M7I2133,4.4,3834.0,-504.55,350,15
769,1920.0,9600.0,0.0,M7I2134,2.3,3834.0,1055.45,350,15
770,1920.0,9600.0,0.0,M7I2135,2.7071428571428573,3140.990990990991,848.81,350,22
771,1920.0,9600.0,0.0,M7I2136,2.4,2915.3571428571427,995.0,350,19
772,0.0,0.0,0.0,M7I2137,2.8705882352941177,4403.398058252427,1070.86,350,20
773,0.0,0.0,0.0,M7I2138,3.2375,3900.0,-161.42,350,14
774,0.0,0.0,0.0,M7I2139,2.803125,4500.0,1079.74,350,18
775,0.0,0.0,0.0,M7I2140,2.34375,4560.0,1470.48,350,20
776,0.0,0.0,0.0,M7I2141,2.771875,4305.588235294118,1054.28,350,17
777,0.0,0.0,0.0,M7I2142,2.8657142857142857,3900.0,161.83,350,15
778,0.0,0.0,0.0,M7I2143,2.9611111111111112,4642.761904761905,995.21,350,19
779,0.0,0.0,0.0,M7I2144,2.1638888888888888,3900.0,1525.87,350,18
780,0.0,0.0,0.0,M7I2145,3.203333333333333,3000.0,652.68,350,16
781,0.0,0.0,0.0,M7I2146,3.55625,4680.0,553.37,350,19
782,0.0,0.0,0.0,M7I2147,2.988888889,4037.9411764705883,904.21,350,22
783,0.0,0.0,0.0,M7I2148,1.982222222,3000.0,2003.94,350,17
784,0.0,0.0,0.0,M7I2149,3.2851851850000005,3000.0,486.93,350,15
785,1050.0,7770.0,0.0,M7I2150,3.3,2400.0,83.5,350,17
786,1050.0,7770.0,0.0,M7I2151,3.1,3717.0,349.32,350,29
787,1050.0,7770.0,0.0,M7I2152,3.35,3540.0,116.95,350,27
788,1050.0,7770.0,0.0,M7I2153,3.05,3540.0,401.31,350,30
789,1050.0,7770.0,0.0,M7I2154,2.8,2400.0,567.91,350,27
790,1050.0,7770.0,0.0,M7I2155,3.5,2340.0,56.43,350,27
791,0.0,0.0,0.0,M7I2156,3.8,3580.1901257283043,-43.81,350,21
792,0.0,0.0,0.0,M7I2157,3.4,4053.714285714286,295.39,350,21
793,0.0,0.0,0.0,M7I2158,3.6,4288.301886792453,120.65,350,24
794,0.0,0.0,0.0,M7I2159,1.6800000000000002,5377.222222222223,1327.21,350,23
795,0.0,0.0,0.0,M7I2160,1.5666666666666667,5274.074074074074,1293.0,350,17
796,0.0,0.0,0.0,M7I2161,2.4511111111111115,3780.0,835.69,350,26
797,2000.0,9200.0,0.0,M7I2162,2.542222222222222,2640.0,571.3,350,24
798,0.0,0.0,0.0,M7I2163,1.551923076923077,3960.0,1420.99,350,25
799,1400.0,10360.0,0.0,M7I2166,2.5,4200.0,1038.11,350,21
800,1400.0,10360.0,0.0,M7I2167,2.5,4410.0,205.61,350,19
801,1175.0,8695.0,0.0,M7I2168,2.1875,3779.982418686425,1210.74,350,23
802,1175.0,8695.0,0.0,M7I2169,1.8125,3780.0174194351125,1448.31,350,21
803,1400.0,10360.0,0.0,M7I2170,2.2399999999999998,2700.0,1373.13,350,21
804,1175.0,8695.0,0.0,M7I2171,1.988888888888889,3780.0382717292778,1351.55,350,22
805,1175.0,8695.0,0.0,M7I2172,1.776923076923077,3959.9851521900523,1638.82,350,21
806,1300.0,9620.0,0.0,M7I2173,1.6933333333333334,3959.989522624582,1721.33,350,21
807,0.0,0.0,0.0,M7I2174,2.43,5098.984771573604,1284.24,350,25
808,0.0,0.0,0.0,M7I2175,2.59,5215.217391304348,1132.28,350,20
809,0.0,0.0,0.0,M7I2176,2,4264.202657807309,1461.29,350,21
810,0.0,0.0,0.0,M7I2177,2.459999918937683,4283.90243902439,1125.68,350,20
811,0.0,0.0,0.0,M7I2178,2.8375000158945722,3075.0,106.79,350,25
812,0.0,0.0,0.0,M7I2179,3.4375,4283.958333333333,-1147.02,350,20
813,0.0,0.0,0.0,M7I2180,2.23,3840.0,1290.53,350,17
814,0.0,0.0,0.0,M7I2182,2.6862500000000002,2220.0,947.94,350,20
815,0.0,0.0,0.0,M7I2183,3.8146874999999993,4500.0,330.49,350,24
816,0.0,0.0,0.0,M7I2184,3.5370000000000004,2220.0,315.95,350,20
817,0.0,0.0,0.0,M7I2185,3.5774999999999997,3468.0,360.39,350,19
818,0.0,0.0,0.0,M7I2186,1.5891891891891892,4653.6,2525.0,350,24
819,0.0,0.0,0.0,M7I2187,1.5192307692307692,5291.4,2560.11,350,21
820,0.0,0.0,0.0,M7I2188,2.1115384615384616,3655.8,1974.12,350,20
821,0.0,0.0,0.0,M7I2189,1.4675675675675675,3750.6666666666665,2562.38,350,24
822,0.0,0.0,0.0,M7I2190,3.17,3600.0,826.22,350,21
823,0.0,0.0,0.0,M7I2192,2.8,2760.00702247191,-113.13,350,15
824,0.0,0.0,0.0,M7I2193,3.1818181818181817,4320.0,689.97,350,25
825,0.0,0.0,0.0,M7I2194,1.825,3780.0,-7.88,350,17
826,0.0,0.0,0.0,M7I2195,1.5182795698924731,3780.0,157.5,350,17
827,0.0,0.0,0.0,M7I2196,3.2,3300.0,-53.86,350,20
828,0.0,0.0,0.0,M7I2198,3.4,3000.0,-550.94,350,22
829,0.0,0.0,0.0,M7I2199,3,2760.0,158.85,350,23
830,0.0,0.0,0.0,M7V2001,2.6719999999999997,3663.3333333333335,266.88,450,21
831,0.0,0.0,0.0,M7V2002,2.973170731707317,2593.846153846154,-90.65,450,21
832,0.0,0.0,0.0,M7V2003,2.5142857142857142,4148.231292517007,364.96,450,22
833,0.0,0.0,0.0,M7V2004,3.0808988764044942,3708.5227272727275,162.44,450,21
834,0.0,0.0,0.0,M7V2005,2.8587499999999997,1740.7692307692307,-46.05,450,22
835,0.0,0.0,0.0,M7V2006,2.5,1162.375,1056.86,450,20
836,0.0,0.0,0.0,M7V2007,4.6,3018.2,-1373.27,450,14
837,0.0,0.0,0.0,M7V2008,3.5487804878048776,2620.0,222.16,450,13
838,0.0,0.0,0.0,M7V2009,4.5285714285714285,2134.5,-510.9,450,16
839,0.0,0.0,0.0,M7V2010,5,2763.0,-811.34,450,16
840,0.0,0.0,0.0,M7V2011,4.6,3497.4418604651164,-1247.12,450,17
841,0.0,0.0,0.0,M7V2012,4.8,4758.4,-519.56,450,19
842,0.0,0.0,0.0,M7V2013,5.5,1647.4615384615386,-577.56,450,14
843,0.0,0.0,0.0,M7V2014,3.4,2910.8571428571427,561.83,450,24
844,0.0,0.0,0.0,M7V2015,2.5,6041.796875,996.76,450,21
845,0.0,0.0,0.0,M7V2016,2.5,5181.12676056338,908.8,450,19
846,0.0,0.0,0.0,M7V2017,2.551489361702128,4672.826086956522,993.89,450,24
847,0.0,0.0,0.0,M7V2018,2.3996666666666657,4283.666666666667,1038.15,450,23
848,0.0,0.0,0.0,M7V2019,2.80340909090909,4112.747252747253,834.37,450,28
849,0.0,0.0,0.0,M7V2023,4.5,3685.6190476190477,-493.88,450,13
850,0.0,0.0,0.0,M7V2024,2.5,5446.666666666667,1135.37,450,16
851,0.0,0.0,0.0,M7V2025,4.5,3197.3333333333335,-1146.97,450,23
852,0.0,0.0,0.0,M7V2026,4.8,4785.333333333333,-665.73,450,15
853,0.0,0.0,0.0,M7V2027,5.3,4104.833333333333,-1427.07,450,19
854,0.0,0.0,0.0,M7V2028,4.6,3308.9166666666665,-1074.05,450,28
855,0.0,0.0,0.0,M7V2029,2.5,4416.88,1255.56,450,25
856,0.0,0.0,0.0,M7V2030,2.5,4351.727272727273,914.34,450,23
857,0.0,0.0,0.0,M7V2031,2.5,3427.2727272727275,820.02,450,21
858,0.0,0.0,0.0,M7V2032,2.5,2931.276595744681,689.96,450,15
859,0.0,0.0,0.0,M7V2033,2.5,4662.738095238095,-194.42,450,18
860,0.0,0.0,0.0,M7V2034,2.5,4016.076923076923,1248.87,450,26
861,0.0,0.0,0.0,M7V2036,2.3162500000000006,4349.313725490196,1426.97,450,25
862,0.0,0.0,0.0,M7V2037,3.5,4907.058823529412,295.28,450,24
863,0.0,0.0,0.0,M7V2038,3.65,5416.976744186047,218.81,450,24
864,0.0,0.0,0.0,M7V2042,4.5,1172.1951219512196,-1727.93,450,11
865,0.0,0.0,0.0,M7V2043,4.5,1517.857142857143,-670.44,450,21
866,0.0,0.0,0.0,M7V2044,2.5,1326.7241379310344,754.15,450,19
867,0.0,0.0,0.0,M7V2047,4.5,1112.5,-917.13,450,10
868,0.0,0.0,0.0,M7V2050,4.5,4338.064516129032,-270.7,450,16
869,0.0,0.0,0.0,M7V2051,4.015,4040.9836065573772,78.11,450,22
870,0.0,0.0,0.0,M7V2052,3.505,3475.0819672131147,498.02,450,25
871,0.0,0.0,0.0,M7V2055,2.9016666666666664,5914.347826086957,1119.41,450,21
872,0.0,0.0,0.0,M7V2059,2.8,709.080459770115,363.12,450,14
873,0.0,0.0,0.0,M7V2060,3.4,659.2592592592592,-162.48,450,10
874,0.0,0.0,0.0,M7V2061,0.95,1753.4193548387098,1640.06,450,12
875,0.0,0.0,0.0,M7V2062,3.4274509803921567,3134.266666666667,675.88,450,28
876,0.0,0.0,0.0,M7V2063,3.254545455,3002.2,518.34,450,18
877,0.0,0.0,0.0,M7V2064,3.25,1616.8,-65.3,450,21
878,0.0,0.0,0.0,M7V2065,3.727576923076923,1947.625,183.82,450,19
879,0.0,0.0,0.0,M7V2066,2.8793666666666664,5128.16,887.96,450,14
880,0.0,0.0,0.0,M7V2067,2.5,3306.0,1106.38,450,17
881,0.0,0.0,0.0,M7V2071,2.5,4511.190476190476,1260.4,450,22
882,0.0,0.0,0.0,M7V2072,2.5,2666.1946902654868,266.63,450,20
883,0.0,0.0,0.0,M7V2101,2.5,3772.0,1094.49,450,37
884,0.0,0.0,0.0,M7V2102,2.5,2601.6666666666665,635.65,450,26
885,0.0,0.0,0.0,M7V2103,2.5,3053.269230769231,1501.11,450,34
886,0.0,0.0,0.0,M7V2104,2.5,4177.278911564626,1610.33,450,27
887,0.0,0.0,0.0,M7V2105,2.5,5090.795454545455,1598.43,450,23
888,0.0,0.0,0.0,M7V2108,2.5,5512.4358974358975,1063.82,450,18
889,0.0,0.0,0.0,M7V2109,3.1,4983.529411764706,889.29,450,25
890,2400.0,12000.0,0.0,M7V2110,2.3,3888.235294117647,1379.92,450,29
891,4000.0,10800.0,3200.0,M7V2111,2.5,3704.0,995.51,450,27
892,4000.0,10800.0,3200.0,M7V2112,2.5,3497.28,932.95,450,24
893,0.0,0.0,0.0,M7V2115,2.9285714285714284,4616.96,1131.2,450,20
894,0.0,0.0,0.0,M7V2116,3.9,3886.2727272727275,183.79,450,18
895,0.0,0.0,0.0,M7V2117,3.54,3330.909090909091,497.31,450,18
896,0.0,0.0,0.0,M7V2118,3.657142857142857,3255.531914893617,567.74,450,18
897,0.0,0.0,0.0,M7V2119,3.3125,3063.214285714286,742.46,450,19
898,0.0,0.0,0.0,M7V2120,2.5,4475.555555555556,2027.96,450,27
899,0.0,0.0,0.0,M7V2121,2.5,5371.75,434.41,450,23
900,0.0,0.0,0.0,M7V2122,2.5,2817.2,1367.99,450,36
901,0.0,0.0,0.0,M7V2123,2.5,2083.6363636363635,1269.01,450,31
902,0.0,0.0,0.0,M7V2124,2.5,3650.0,-402.67,450,22
903,0.0,0.0,0.0,M7V2125,2.5,3275.1162790697676,1324.09,450,30
904,0.0,0.0,0.0,M7V2126,2.5,1897.0666666666666,-408.64,450,25
905,0.0,0.0,0.0,M7V2127,2.5,4888.307692307692,-346.99,450,20
906,0.0,0.0,0.0,M7V2128,2.5,4826.285714285715,384.3,450,21
907,0.0,0.0,0.0,M7V2129,3.671951219512195,4457.802197802198,333.95,450,19
908,0.0,0.0,0.0,M7V2130,3.3425,4876.25,727.1,450,25
909,0.0,0.0,0.0,M7V2131,3.2488549618320612,3373.90625,764.59,450,27
910,0.0,0.0,0.0,M7V2132,3.479710144927536,4218.732394366197,563.84,450,22
911,0.0,0.0,0.0,M7V2133,2.5,3576.0833333333335,1189.74,450,17
912,0.0,0.0,0.0,M7V2134,2.5,4474.75,695.54,450,37
913,0.0,0.0,0.0,M7V2137,3.2700000000000005,2789.3865030674847,1626.4,450,31
914,0.0,0.0,0.0,M7V2138,2.5,2333.3333333333335,1198.62,450,27
915,0.0,0.0,0.0,M7V2139,2.5,2713.217391304348,1555.52,450,37
916,0.0,0.0,0.0,M7V2140,2.5,3573.9622641509436,1550.66,450,33
917,0.0,0.0,0.0,M7V2141,2.5,2113.3333333333335,1198.42,450,32
918,0.0,0.0,0.0,M7V2142,2.5,4063.2380952380954,654.06,450,18
919,0.0,0.0,0.0,M7V2143,2.5,3128.9166666666665,-499.54,450,16
920,0.0,0.0,0.0,M7V2144,2.5,5575.166666666667,62.84,450,21
921,0.0,0.0,0.0,M7V2145,2.5,4855.428571428572,922.66,450,18
922,0.0,0.0,0.0,M7V2146,2.5,2928.6153846153848,687.7,450,21
923,0.0,0.0,0.0,M7V2147,2.5,5445.166666666667,1101.12,450,26
924,0.0,0.0,0.0,M7V2148,4.3575,1979.6,-238.45,450,21
925,0.0,0.0,0.0,M7V2149,4.404999999999999,2234.8837209302324,-258.51,450,23
926,0.0,0.0,0.0,M7V2150,4.154999999999999,2264.8888888888887,-54.1,450,22
927,0.0,0.0,0.0,M7V2151,1.8,3133.4,1597.46,450,19
928,0.0,0.0,0.0,M7V2153,3,2660.764705882353,749.88,450,22
929,0.0,0.0,0.0,M7V2154,3.5,4833.777777777777,432.04,450,19
930,0.0,0.0,0.0,M7V2155,4.3,3062.7118644067796,-1917.69,450,10
931,0.0,0.0,0.0,M7V2156,2.3,5243.2,1469.79,450,25
932,0.0,0.0,0.0,M7V2157,1.78,2749.181818181818,1645.88,450,24
933,0.0,0.0,0.0,M7V2158,1.7100000000000002,2321.1111111111113,1615.81,450,27
934,0.0,0.0,0.0,M7V2159,4,3037.1666666666665,211.31,450,25
935,1028.0,7710.0,11150.0,M8V2101,2.006896551724138,3013.9823008849557,1563.34,450,23
936,1028.0,7710.0,11150.0,M8V2102,1.9853658536585368,2443.9024390243903,1375.42,450,18
937,0.0,0.0,0.0,M8V2112,2.7416666666666667,1769.91452991453,836.03,450,13
938,0.0,0.0,0.0,M8V2113,2.665,2681.101694915254,532.7,450,15
939,0.0,0.0,0.0,M8V2114,1.5399999999999987,4786.795626576955,-30.27,450,13
940,0.0,0.0,0.0,M8V2115,2.02,6155.9255631733595,-384.02,450,8
941,0.0,0.0,0.0,M8V2116,3.166666666666667,4390.25641025641,358.07,450,15
942,0.0,0.0,0.0,M8V2117,3.9115384615384614,3988.2051282051284,-356.59,450,14
943,0.0,0.0,0.0,M8V2118,4.202857142857143,5072.5641025641025,-388.75,450,14
944,0.0,0.0,0.0,M8V2119,3.832,3622.1794871794873,-324.7,450,14
945,0.0,0.0,0.0,M8V2120,3.033333333333333,3947.4358974358975,371.26,450,13
946,0.0,0.0,0.0,M8V2123,2.5,1901.2676056338028,798.82,450,30
947,0.0,0.0,0.0,M8V2124,2.1864285714285714,3103.0434782608695,1417.4,450,28
948,0.0,0.0,0.0,M8V2125,2.4337999999999997,2567.4,1180.36,450,25
949,0.0,0.0,0.0,M8V2126,3.068571428571428,2592.8571428571427,780.88,450,25
950,0.0,0.0,0.0,M8V2127,2.563913043478261,1744.375,765.19,450,14
951,0.0,0.0,0.0,M8V2128,2.717777777777777,3425.8333333333335,871.47,450,17
952,0.0,0.0,0.0,M8V2129,2.5357142857142856,1985.3424657534247,1031.5,450,25
953,0.0,0.0,0.0,M8V2130,2.5846153846153843,2561.5789473684213,1705.3,450,16
954,1700.0,12580.0,0.0,M8V2131,4.611764705882353,5823.725490196079,-148.62,450,22
955,0.0,0.0,0.0,M8V2132,2.5,3183.6190476190477,175.9,450,14
956,2400.0,12000.0,0.0,M8V2138,4.1125,3032.3,-1866.87,450,15
957,0.0,0.0,0.0,M8V2139,2.5,4651.111111111111,1876.18,450,27
958,0.0,0.0,0.0,M8V2140,2.5,2872.0,1625.27,450,18
959,0.0,0.0,0.0,M8V2141,2.5,3122.7027027027025,1770.6,450,27
960,0.0,0.0,0.0,M8V2142,2.5,2338.75,1742.96,450,25
961,0.0,0.0,0.0,M8V2143,2.5,1939.7777777777778,1764.19,450,27
962,0.0,0.0,0.0,M8V2144,2.6,2013.25,562.63,450,12
963,0.0,0.0,0.0,M8V2145,2.4,2140.206896551724,1044.24,450,26
964,1700.0,12580.0,0.0,M8V2146,3.7,3327.5,456.16,450,23
965,1700.0,12580.0,0.0,M8V2148,4.88125,2681.75,-350.22,450,17
966,0.0,0.0,0.0,M8V2149,2.4337999999999997,1699.8,1076.78,450,24
