,CO2_kg_per_Ha,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,N_total_kg_per_ha,P_total_kg_per_ha,K_total_kg_per_ha
377,911.44,20.0,3.628457142857143,8162.790697674418,309.3,124.8,105.0
378,-350.22,17.0,4.88125,5594.0,201.0,125.8,90.0
379,-233.82,21.0,5.907407407407407,6168.831168831169,201.0,125.8,90.0
380,-1866.87,15.0,4.1125,6279.3,24.0,120.0,0.0
381,-131.55,15.0,3.922118181818182,10040.5,212.0,126.0,54.0
382,-148.62,22.0,4.611764705882353,10596.372549019608,201.0,125.8,90.0
383,1876.18,27.0,2.5,8937.222222222223,257.5,130.0,90.0
384,1625.27,18.0,2.5,6294.666666666667,211.5,130.0,90.0
385,1770.6,27.0,2.5,5607.2972972972975,257.5,130.0,90.0
386,1742.96,25.0,2.5,4330.25,119.5,130.0,90.0
387,1764.19,27.0,2.5,3699.777777777778,119.5,130.0,90.0
388,456.16,23.0,3.7,7326.041666666667,178.0,125.8,96.0
389,-998.34,15.0,2.95,5226.086956521739,16.5,78.0,0.0
390,-582.69,15.0,2.5708333333333333,7885.238095238095,16.5,78.0,120.0
391,-606.88,15.0,2.5278260869565217,6110.6349206349205,16.5,78.0,120.0
392,-16.35,15.0,2.5,7518.214285714285,70.5,78.0,120.0
393,-716.67,15.0,2.5,3560.9523809523807,16.5,78.0,0.0
394,333.95,19.0,3.671951219512195,8920.87912087912,210.29,124.28,102.0
395,727.1,25.0,3.3425,9819.166666666666,209.96,122.72,102.0
396,764.59,27.0,3.248854961832061,7313.59375,210.62,125.84,102.0
397,563.84,22.0,3.479710144927536,9149.154929577464,211.9125,131.95,108.0
398,1189.74,17.0,2.5,9190.75,211.82999999999998,131.56,108.0
399,-1169.08,15.0,3.2221463414634144,6212.0,16.5,78.0,0.0
400,-695.83,15.0,2.5,4221.263157894737,16.5,78.0,0.0
401,-665.62,15.0,2.5,5333.75,16.0,128.0,126.0
402,-643.96,15.0,3.2,7576.382978723404,180.0,0.0,180.0
403,-399.78,15.0,2.8,5906.981132075472,180.0,0.0,180.0
404,32.85,10.0,3.5,8383.939393939394,186.3,0.0,100.2
405,-1145.98,8.0,3.6,7419.192546583851,62.1,0.0,181.2
406,-0.97,15.0,2.5,8201.75,92.0,0.0,0.0
407,-337.4,15.0,3.1,6407.142857142857,128.0,63.0,150.0
408,438.65,15.0,2.1,7456.0,128.0,126.0,150.0
409,848.98,15.0,2.5,7693.066666666667,201.6,63.0,150.0
410,449.67,16.0,2.69,8992.923076923076,153.0,114.4,78.0
411,-1035.15,15.0,5.38,11044.670658682637,153.0,114.4,78.0
412,-1092.21,13.0,5.38,10502.634730538924,153.0,114.4,81.0
413,-427.99,15.0,3.75,6746.72268907563,153.0,114.4,81.0
414,417.6,20.0,2.86,9145.333333333334,153.55,117.0,84.0
