,Harvest_Year,Field_Name,Latitude,Longitude,Crop_Area_ha,Total_Wet_Mass_Harvested_kg,Dry_Finished_Yield_Mass_kg,Soil_Organic_Matter,Soil_Drainage,Soil_pH,Fertilizer_Type,Application_Rate_Unit_kg/ha,Application_Method,N_as_Urea_%,N_as_Nitrate_%,N_as_Ammonium_%,P_as_Phosphorus_%,P_as_P2O5_%,K_as_Potassium_%,K_as_K2O_%,Crop_Protection_Application_Doses,Machine,Num_Passes,Total_Water_Applied_mm,result,value,unit
0,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,herbicide spraying,15,350,emissions_total,-13221.26,kgCO2e
1,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,herbicide spraying,15,350,emissions_per_area,-220.35,kgCO2e/ha
2,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,herbicide spraying,15,350,emissions_per_product,-0.07,kgCO2e/kg
3,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,herbicide spraying,15,350,soil_organic_carbon,1.45,%
4,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,herbicide spraying,15,350,machinery_fuel_usage,1862.2,litre
5,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,pneumatic drill,3,350,emissions_total,-13221.26,kgCO2e
6,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,pneumatic drill,3,350,emissions_per_area,-220.35,kgCO2e/ha
7,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,pneumatic drill,3,350,emissions_per_product,-0.07,kgCO2e/kg
8,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,pneumatic drill,3,350,soil_organic_carbon,1.45,%
9,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,14,pneumatic drill,3,350,machinery_fuel_usage,1862.2,litre
10,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,emissions_total,-13221.26,kgCO2e
11,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,emissions_per_area,-220.35,kgCO2e/ha
12,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,emissions_per_product,-0.07,kgCO2e/kg
13,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,soil_organic_carbon,1.45,%
14,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,machinery_fuel_usage,1862.2,litre
15,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,emissions_total,-13221.26,kgCO2e
16,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,emissions_per_area,-220.35,kgCO2e/ha
17,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,emissions_per_product,-0.07,kgCO2e/kg
18,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,soil_organic_carbon,1.45,%
19,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,200,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,machinery_fuel_usage,1862.2,litre
20,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,emissions_total,-13221.26,kgCO2e
21,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,emissions_per_area,-220.35,kgCO2e/ha
22,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,emissions_per_product,-0.07,kgCO2e/kg
23,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,soil_organic_carbon,1.45,%
24,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,herbicide spraying,15,350,machinery_fuel_usage,1862.2,litre
25,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,emissions_total,-13221.26,kgCO2e
26,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,emissions_per_area,-220.35,kgCO2e/ha
27,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,emissions_per_product,-0.07,kgCO2e/kg
28,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,soil_organic_carbon,1.45,%
29,2020,M6I2035,"S 19Â° 23' 25,00""","W 47Â° 27' 01,70""",60,182960,180200,2.5,good,5.5,Compose your own NPK,150,Incorporate,0,45,0,0,0,0,0,14,pneumatic drill,3,350,machinery_fuel_usage,1862.2,litre
30,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,herbicide spraying,15,350,emissions_total,692498.39,kgCO2e
31,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,herbicide spraying,15,350,emissions_per_area,3847.21,kgCO2e/ha
32,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,herbicide spraying,15,350,emissions_per_product,1.65,kgCO2e/kg
33,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,herbicide spraying,15,350,soil_organic_carbon,1.45,%
34,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,herbicide spraying,15,350,machinery_fuel_usage,5586.59,litre
35,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,pneumatic drill,3,350,emissions_total,692498.39,kgCO2e
36,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,pneumatic drill,3,350,emissions_per_area,3847.21,kgCO2e/ha
37,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,pneumatic drill,3,350,emissions_per_product,1.65,kgCO2e/kg
38,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,pneumatic drill,3,350,soil_organic_carbon,1.45,%
39,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,16,0,16,0,16,0,18,pneumatic drill,3,350,machinery_fuel_usage,5586.59,litre
40,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,herbicide spraying,15,350,emissions_total,692498.39,kgCO2e
41,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,herbicide spraying,15,350,emissions_per_area,3847.21,kgCO2e/ha
42,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,herbicide spraying,15,350,emissions_per_product,1.65,kgCO2e/kg
43,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,herbicide spraying,15,350,soil_organic_carbon,1.45,%
44,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,herbicide spraying,15,350,machinery_fuel_usage,5586.59,litre
45,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,pneumatic drill,3,350,emissions_total,692498.39,kgCO2e
46,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,pneumatic drill,3,350,emissions_per_area,3847.21,kgCO2e/ha
47,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,pneumatic drill,3,350,emissions_per_product,1.65,kgCO2e/kg
48,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,pneumatic drill,3,350,soil_organic_carbon,1.45,%
49,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,18,pneumatic drill,3,350,machinery_fuel_usage,5586.59,litre
50,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,herbicide spraying,15,350,emissions_total,692498.39,kgCO2e
51,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,herbicide spraying,15,350,emissions_per_area,3847.21,kgCO2e/ha
52,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,herbicide spraying,15,350,emissions_per_product,1.65,kgCO2e/kg
53,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,herbicide spraying,15,350,soil_organic_carbon,1.45,%
54,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,herbicide spraying,15,350,machinery_fuel_usage,5586.59,litre
55,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,pneumatic drill,3,350,emissions_total,692498.39,kgCO2e
56,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,pneumatic drill,3,350,emissions_per_area,3847.21,kgCO2e/ha
57,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,pneumatic drill,3,350,emissions_per_product,1.65,kgCO2e/kg
58,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,pneumatic drill,3,350,soil_organic_carbon,1.45,%
59,2020,M6I2036,"S 19Â° 24' 33,10""","W 47Â° 25' 10,90""",180,643510,418990,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,18,pneumatic drill,3,350,machinery_fuel_usage,5586.59,litre
60,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,herbicide spraying,15,350,emissions_total,41551.73,kgCO2e
61,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,herbicide spraying,15,350,emissions_per_area,415.52,kgCO2e/ha
62,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,herbicide spraying,15,350,emissions_per_product,0.14,kgCO2e/kg
63,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,herbicide spraying,15,350,soil_organic_carbon,1.45,%
64,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,herbicide spraying,15,350,machinery_fuel_usage,3103.66,litre
65,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,pneumatic drill,3,350,emissions_total,41551.73,kgCO2e
66,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,pneumatic drill,3,350,emissions_per_area,415.52,kgCO2e/ha
67,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,pneumatic drill,3,350,emissions_per_product,0.14,kgCO2e/kg
68,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,pneumatic drill,3,350,soil_organic_carbon,1.45,%
69,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Compose your own NPK,300,Incorporate,0,20,0,20,0,20,0,13,pneumatic drill,3,350,machinery_fuel_usage,3103.66,litre
70,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,herbicide spraying,15,350,emissions_total,41551.73,kgCO2e
71,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,herbicide spraying,15,350,emissions_per_area,415.52,kgCO2e/ha
72,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,herbicide spraying,15,350,emissions_per_product,0.14,kgCO2e/kg
73,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,herbicide spraying,15,350,soil_organic_carbon,1.45,%
74,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,herbicide spraying,15,350,machinery_fuel_usage,3103.66,litre
75,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,pneumatic drill,3,350,emissions_total,41551.73,kgCO2e
76,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,pneumatic drill,3,350,emissions_per_area,415.52,kgCO2e/ha
77,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,pneumatic drill,3,350,emissions_per_product,0.14,kgCO2e/kg
78,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,pneumatic drill,3,350,soil_organic_carbon,1.45,%
79,2020,M6I2037,"S 19Â° 21' 54,70""","W 47Â° 27' 05,60""",100,311620,305180,2.5,good,5.5,Urea - 46% N,300,Incorporate,46,0,0,0,0,0,0,13,pneumatic drill,3,350,machinery_fuel_usage,3103.66,litre
80,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,herbicide spraying,15,450,emissions_total,-177917.58,kgCO2e
81,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,herbicide spraying,15,450,emissions_per_area,-936.41,kgCO2e/ha
82,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,herbicide spraying,15,450,emissions_per_product,-0.39,kgCO2e/kg
83,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,herbicide spraying,15,450,soil_organic_carbon,1.74,%
84,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,herbicide spraying,15,450,machinery_fuel_usage,5896.96,litre
85,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,pneumatic drill,3,450,emissions_total,-177917.58,kgCO2e
86,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,pneumatic drill,3,450,emissions_per_area,-936.41,kgCO2e/ha
87,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,pneumatic drill,3,450,emissions_per_product,-0.39,kgCO2e/kg
88,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,pneumatic drill,3,450,soil_organic_carbon,1.74,%
89,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Monoammonium phosphate - 11% N / 52% P2O5,110,Incorporate,0,0,11,0,52,0,0,19,pneumatic drill,3,450,machinery_fuel_usage,5896.96,litre
90,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,herbicide spraying,15,450,emissions_total,-177917.58,kgCO2e
91,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,herbicide spraying,15,450,emissions_per_area,-936.41,kgCO2e/ha
92,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,herbicide spraying,15,450,emissions_per_product,-0.39,kgCO2e/kg
93,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,herbicide spraying,15,450,soil_organic_carbon,1.74,%
94,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,herbicide spraying,15,450,machinery_fuel_usage,5896.96,litre
95,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,pneumatic drill,3,450,emissions_total,-177917.58,kgCO2e
96,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,pneumatic drill,3,450,emissions_per_area,-936.41,kgCO2e/ha
97,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,pneumatic drill,3,450,emissions_per_product,-0.39,kgCO2e/kg
98,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,pneumatic drill,3,450,soil_organic_carbon,1.74,%
99,2020,M6V2027,"S 19Â° 19' 07,80""","W 47Â° 22' 36,80""",190,926550,461330,3,good,6.258762887,Muriate of potash / Potassium chloride - 60% K2O,80,Incorporate,0,0,0,0,0,0,60,19,pneumatic drill,3,450,machinery_fuel_usage,5896.96,litre
100,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,herbicide spraying,15,450,emissions_total,82476.64,kgCO2e
101,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,herbicide spraying,15,450,emissions_per_area,824.77,kgCO2e/ha
102,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,herbicide spraying,15,450,emissions_per_product,0.17,kgCO2e/kg
103,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,herbicide spraying,15,450,soil_organic_carbon,1.74,%
104,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,herbicide spraying,15,450,machinery_fuel_usage,3103.66,litre
105,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,pneumatic drill,3,450,emissions_total,82476.64,kgCO2e
106,2020,M6V2067,"S 19Â° 20' 12,20""","W 47Â° 26' 57,90""",100,1005840,493570,3,good,6.492307692,Urea - 46% N,220,Incorporate,46,0,0,0,0,0,0,21,pneumatic drill,3,450,emissions_per_area,824.77,kgCO2e/ha
