,yield per ha,CO2/ha,Soil_Organic_Matter,Application_Rate_Unit_kg/ha,Crop_Protection_Application_Doses,Total_Water_Applied_mm,Soil_pH
22111,5512.4358974358975,1063.82,2.5,85.0,18,450,5.5
22121,2400.0,155.08,2.5,270.0,15,350,5.5
22131,2400.0,155.08,2.5,230.0,15,350,5.5
22141,2400.0,155.08,2.5,200.0,15,350,5.5
22151,3031.3207547169814,-916.27,3.3,270.0,15,450,5.5
22161,3245.4761904761904,372.01,2.15,160.0,21,450,5.5
22171,3245.4761904761904,372.01,2.15,205.0,21,450,5.5
22181,3245.4761904761904,372.01,2.15,142.0,21,450,5.5
22191,3245.4761904761904,372.01,2.15,125.0,21,450,5.5
22201,3245.4761904761904,372.01,2.15,157.0,21,450,5.5
22211,308.3333333333333,808.53,1.85,150.0,27,450,5.5
22221,308.3333333333333,808.53,1.85,172.0,27,450,5.5
22231,308.3333333333333,808.53,1.85,208.0,27,450,5.5
22241,308.3333333333333,808.53,1.85,163.0,27,450,5.5
22251,308.3333333333333,808.53,1.85,80.0,27,450,5.5
22261,3120.0,1291.91,2.5,400.0,19,350,5.5
22281,3120.0,1291.91,2.5,150.0,19,350,5.5
22291,3120.0,1291.91,2.5,80.0,19,350,5.5
22301,3120.0,1291.91,2.5,100.0,19,350,5.5
22311,4403.398058252427,1070.86,2.8705882352941177,200.0,20,350,5.5
22321,4403.398058252427,1070.86,2.8705882352941177,230.0,20,350,5.5
22331,4403.398058252427,1070.86,2.8705882352941177,2.0,20,350,5.5
22341,4403.398058252427,1070.86,2.8705882352941177,220.0,20,350,5.5
22351,4403.398058252427,1070.86,2.8705882352941177,175.0,20,350,5.5
22361,3900.0,-161.42,3.2375,200.0,14,350,5.5
22371,3900.0,-161.42,3.2375,200.0,14,350,5.5
22381,3900.0,-161.42,3.2375,2.0,14,350,5.5
22391,3900.0,-161.42,3.2375,200.0,14,350,5.5
22401,3900.0,-161.42,3.2375,175.0,14,350,5.5
22411,4500.0,1079.74,2.803125,200.0,18,350,5.5
22421,4500.0,1079.74,2.803125,230.0,18,350,5.5
22431,4500.0,1079.74,2.803125,2.5,18,350,5.5
22441,4500.0,1079.74,2.803125,200.0,18,350,5.5
22451,4500.0,1079.74,2.803125,175.0,18,350,5.5
22461,4560.0,1470.48,2.34375,200.0,20,350,5.5
22471,4560.0,1470.48,2.34375,230.0,20,350,5.5
22481,4560.0,1470.48,2.34375,3.0,20,350,5.5
22491,4560.0,1470.48,2.34375,2.0,20,350,5.5
22501,4560.0,1470.48,2.34375,220.0,20,350,5.5
22511,4560.0,1470.48,2.34375,175.0,20,350,5.5
22521,4305.588235294118,1054.28,2.771875,200.0,17,350,5.5
22531,4305.588235294118,1054.28,2.771875,220.0,17,350,5.5
22541,4305.588235294118,1054.28,2.771875,200.0,17,350,5.5
22551,4305.588235294118,1054.28,2.771875,175.0,17,350,5.5
22561,3900.0,161.83,2.8657142857142857,200.0,15,350,5.5
22571,3900.0,161.83,2.8657142857142857,230.0,15,350,5.5
22581,3900.0,161.83,2.8657142857142857,200.0,15,350,5.5
22591,3900.0,161.83,2.8657142857142857,175.0,15,350,5.5
22601,4642.761904761905,995.21,2.9611111111111112,200.0,19,350,5.5
22611,4642.761904761905,995.21,2.9611111111111112,230.0,19,350,5.5
22621,4642.761904761905,995.21,2.9611111111111112,2.0,19,350,5.5
22631,4642.761904761905,995.21,2.9611111111111112,220.0,19,350,5.5
22641,4642.761904761905,995.21,2.9611111111111112,175.0,19,350,5.5
22651,3900.0,1525.87,2.1638888888888888,200.0,18,350,5.5
22661,3900.0,1525.87,2.1638888888888888,230.0,18,350,5.5
22671,3900.0,1525.87,2.1638888888888888,2.0,18,350,5.5
22681,3900.0,1525.87,2.1638888888888888,200.0,18,350,5.5
22691,3900.0,1525.87,2.1638888888888888,175.0,18,350,5.5
22701,3000.0,652.68,3.203333333333333,200.0,16,350,5.5
22711,3000.0,652.68,3.203333333333333,230.0,16,350,5.5
22721,3000.0,652.68,3.203333333333333,2.0,16,350,5.5
22731,3000.0,652.68,3.203333333333333,200.0,16,350,5.5
22741,3000.0,652.68,3.203333333333333,175.0,16,350,5.5
22751,4680.0,553.37,3.55625,200.0,19,350,5.5
22761,4680.0,553.37,3.55625,230.0,19,350,5.5
22771,4680.0,553.37,3.55625,2.0,19,350,5.5
22781,4680.0,553.37,3.55625,220.0,19,350,5.5
22791,4680.0,553.37,3.55625,175.0,19,350,5.5
22801,3600.0,826.22,3.17,200.0,21,350,5.5
22811,3600.0,826.22,3.17,230.0,21,350,5.5
22821,3600.0,826.22,3.17,2.0,21,350,5.5
22831,3600.0,826.22,3.17,220.0,21,350,5.5
22841,3600.0,826.22,3.17,175.0,21,350,5.5
22851,2853.0158730158732,239.54,2.6387363038714398,250.0,17,350,6.651935719503285
22871,2853.0158730158732,239.54,2.6387363038714398,180.0,17,350,6.651935719503285
22881,3682.205882352941,393.43,2.60996584605058,250.0,22,350,6.305998262689277
22901,3682.205882352941,393.43,2.60996584605058,180.0,22,350,6.305998262689277
22911,3414.6363636363635,-473.88,3.6932432432432423,250.0,18,350,6.021621621621621
22931,3414.6363636363635,-473.88,3.6932432432432423,180.0,18,350,6.021621621621621
22941,1865.2631578947369,464.19,2.990923076923077,250.0,20,450,5.5
22951,1865.2631578947369,464.19,2.990923076923077,120.0,20,450,5.5
22961,1865.2631578947369,464.19,2.990923076923077,180.0,20,450,5.5
22971,2578.777777777778,632.52,2.9569565217391305,250.0,25,450,5.5
22981,2578.777777777778,632.52,2.9569565217391305,120.0,25,450,5.5
22991,2578.777777777778,632.52,2.9569565217391305,180.0,25,450,5.5
23001,2660.9473684210525,-109.83,3.6208333333333336,200.0,11,350,5.5
23011,2660.9473684210525,-109.83,3.6208333333333336,320.0,11,350,5.5
23021,2660.9473684210525,-109.83,3.6208333333333336,200.0,11,350,5.5
23031,4368.0,-113.96,3.6583333333333337,200.0,14,350,5.5
23041,4368.0,-113.96,3.6583333333333337,320.0,14,350,5.5
23051,4368.0,-113.96,3.6583333333333337,200.0,14,350,5.5
23061,5049.666666666667,4.76,3.6125,200.0,11,350,5.5
23071,5049.666666666667,4.76,3.6125,320.0,11,350,5.5
23081,5049.666666666667,4.76,3.6125,200.0,11,350,5.5
23091,2661.0,201.58,3.201639344262295,200.0,11,350,5.5
23101,2661.0,201.58,3.201639344262295,320.0,11,350,5.5
23111,2661.0,201.58,3.201639344262295,200.0,11,350,5.5
23121,4468.16,-199.84,3.778688524590164,200.0,14,350,5.5
23131,4468.16,-199.84,3.778688524590164,320.0,14,350,5.5
23141,4468.16,-199.84,3.778688524590164,200.0,14,350,5.5
23151,3978.0,-219.87,3.756666666666667,200.0,13,350,5.5
23161,3978.0,-219.87,3.756666666666667,320.0,13,350,5.5
23171,3978.0,-219.87,3.756666666666667,200.0,13,350,5.5
23181,5134.3,-302.4,4.241269841269841,320.0,16,450,5.5
23191,5134.3,-302.4,4.241269841269841,2.0,16,450,5.5
23201,5134.3,-302.4,4.241269841269841,140.0,16,450,5.5
23211,5134.3,-302.4,4.241269841269841,130.0,16,450,5.5
23221,2887.8688524590166,901.63,2.501639344262295,320.0,16,450,5.5
23231,2887.8688524590166,901.63,2.501639344262295,2.0,16,450,5.5
23241,2887.8688524590166,901.63,2.501639344262295,140.0,16,450,5.5
23251,2887.8688524590166,901.63,2.501639344262295,130.0,16,450,5.5
23261,4369.538461538462,865.69,2.5,320.0,12,450,5.5
23271,4369.538461538462,865.69,2.5,2.0,12,450,5.5
23281,4369.538461538462,865.69,2.5,130.0,12,450,5.5
23291,4369.538461538462,865.69,2.5,140.0,12,450,5.5
23301,2043.851851851852,508.42,2.963235294117647,270.0,17,450,5.5
23311,2043.851851851852,508.42,2.963235294117647,2.0,17,450,5.5
23321,2043.851851851852,508.42,2.963235294117647,140.0,17,450,5.5
23331,2043.851851851852,508.42,2.963235294117647,130.0,17,450,5.5
23341,5810.75,-615.47,3.01,450.0,15,450,5.5
23351,5810.75,-615.47,3.01,200.0,15,450,5.5
23361,1979.6,-238.45,4.3575,200.0,21,450,5.5
23371,1979.6,-238.45,4.3575,4.0,21,450,5.5
23381,1979.6,-238.45,4.3575,200.0,21,450,5.5
23391,1979.6,-238.45,4.3575,200.0,21,450,5.5
23401,2234.8837209302324,-258.51,4.404999999999999,200.0,23,450,5.5
23411,2234.8837209302324,-258.51,4.404999999999999,4.0,23,450,5.5
23421,2234.8837209302324,-258.51,4.404999999999999,200.0,23,450,5.5
23431,2234.8837209302324,-258.51,4.404999999999999,200.0,23,450,5.5
23441,2264.8888888888887,-54.1,4.154999999999999,200.0,22,450,5.5
23451,2264.8888888888887,-54.1,4.154999999999999,4.0,22,450,5.5
23461,2264.8888888888887,-54.1,4.154999999999999,200.0,22,450,5.5
23471,2264.8888888888887,-54.1,4.154999999999999,200.0,22,450,5.5
23481,5243.2,1469.79,2.3,200.0,25,450,5.5
23491,5243.2,1469.79,2.3,4.0,25,450,5.5
23501,5243.2,1469.79,2.3,200.0,25,450,5.5
23511,5243.2,1469.79,2.3,200.0,25,450,5.5
23521,5395.076923076923,587.82,3.196551724137931,185.0,26,450,5.5
23531,5395.076923076923,587.82,3.196551724137931,100.0,26,450,5.5
23541,5395.076923076923,587.82,3.196551724137931,30.0,26,450,5.5
23551,5395.076923076923,587.82,3.196551724137931,200.0,26,450,5.5
23561,5395.076923076923,587.82,3.196551724137931,150.0,26,450,5.5
23571,5373.0,1700.85,2.01,290.0,19,450,5.5
23581,5373.0,1700.85,2.01,100.0,19,450,5.5
23591,5373.0,1700.85,2.01,100.0,19,450,5.5
23601,5373.0,1700.85,2.01,200.0,19,450,5.5
23611,5373.0,1700.85,2.01,150.0,19,450,5.5
23621,5373.0,1700.85,2.01,30.0,19,450,5.5
23631,5075.684210526316,-172.76,2.8991625,165.0,17,450,5.5
23641,5075.684210526316,-172.76,2.8991625,205.0,17,450,5.5
23651,5075.684210526316,-172.76,2.8991625,170.0,17,450,5.5
23661,5075.684210526316,-172.76,2.8991625,105.0,17,450,5.5
23671,5075.684210526316,-172.76,2.8991625,150.0,17,450,5.5
23681,5157.798165137615,-545.77,3.4415333333333336,130.0,22,450,5.5
23691,5157.798165137615,-545.77,3.4415333333333336,205.0,22,450,5.5
23701,5157.798165137615,-545.77,3.4415333333333336,102.0,22,450,5.5
23711,5157.798165137615,-545.77,3.4415333333333336,151.0,22,450,5.5
23721,5157.798165137615,-545.77,3.4415333333333336,150.0,22,450,5.5
23731,4042.8,403.06,2.0653,142.0,19,450,5.5
23741,4042.8,403.06,2.0653,205.0,19,450,5.5
23751,4042.8,403.06,2.0653,130.0,19,450,5.5
23761,4042.8,403.06,2.0653,140.0,19,450,5.5
23771,4042.8,403.06,2.0653,150.0,19,450,5.5
23781,4042.8,403.06,2.0653,3.0,19,450,5.5
23791,5603.1,-269.84,3.068792307692308,140.0,22,450,5.5
23801,5603.1,-269.84,3.068792307692308,150.0,22,450,5.5
23811,5603.1,-269.84,3.068792307692308,130.0,22,450,5.5
23821,3593.5555555555557,1619.65,2.3,30.0,23,450,5.5
23831,3593.5555555555557,1619.65,2.3,184.44,23,450,5.5
23841,3593.5555555555557,1619.65,2.3,177.77,23,450,5.5
23851,3593.5555555555557,1619.65,2.3,48.38,23,450,5.5
23861,3593.5555555555557,1619.65,2.3,50.0,23,450,5.5
23871,3593.5555555555557,1619.65,2.3,200.0,23,450,5.5
23881,3593.5555555555557,1619.65,2.3,188.88,23,450,5.5
23891,5787.555555555556,1701.88,2.3,77.77,18,450,5.5
23901,5787.555555555556,1701.88,2.3,168.88,18,450,5.5
23911,5787.555555555556,1701.88,2.3,150.0,18,450,5.5
23921,5787.555555555556,1701.88,2.3,88.88,18,450,5.5
23931,5787.555555555556,1701.88,2.3,30.0,18,450,5.5
23941,5787.555555555556,1701.88,2.3,182.85,18,450,5.5
23951,5787.555555555556,1701.88,2.3,200.0,18,450,5.5
23961,5503.333333333333,1796.67,2.23,175.0,17,450,5.5
23971,5503.333333333333,1796.67,2.23,100.0,17,450,5.5
23981,5503.333333333333,1796.67,2.23,102.5,17,450,5.5
23991,5503.333333333333,1796.67,2.23,182.85,17,450,5.5
24001,5503.333333333333,1796.67,2.23,30.0,17,450,5.5
24011,5503.333333333333,1796.67,2.23,200.0,17,450,5.5
24021,5503.333333333333,1796.67,2.23,50.0,17,450,5.5
24031,2700.058241118229,74.28,2.55,120.0,13,350,5.5
24041,2700.058241118229,74.28,2.55,350.0,13,350,5.5
24051,2700.058241118229,74.28,2.55,240.0,13,350,5.5
24061,2700.058241118229,74.28,2.55,150.0,13,350,5.5
24071,2719.196428571429,127.18,2.55,128.0,15,350,5.5
24081,2719.196428571429,127.18,2.55,350.0,15,350,5.5
24091,2719.196428571429,127.18,2.55,240.0,15,350,5.5
24101,2719.196428571429,127.18,2.55,150.0,15,350,5.5
24111,2719.251336898396,193.44,2.46,120.0,15,350,5.5
24121,2719.251336898396,193.44,2.46,350.0,15,350,5.5
24131,2719.251336898396,193.44,2.46,240.0,15,350,5.5
24141,2719.251336898396,193.44,2.46,150.0,15,350,5.5
24151,2719.310344827586,215.73,2.43,120.0,15,350,5.5
24161,2719.310344827586,215.73,2.43,350.0,15,350,5.5
24171,2719.310344827586,215.73,2.43,240.0,15,350,5.5
24181,2719.310344827586,215.73,2.43,150.0,15,350,5.5
24191,2640.2966625463537,128.99,2.375,120.0,9,350,5.5
24201,2640.2966625463537,128.99,2.375,350.0,9,350,5.5
24211,2640.2966625463537,128.99,2.375,240.0,9,350,5.5
24221,2640.2966625463537,128.99,2.375,150.0,9,350,5.5
24231,3240.0,-121.4,3.648484848484848,330.0,15,350,5.5
24241,3240.0,-121.4,3.648484848484848,220.0,15,350,5.5
24251,3240.0,-121.4,3.648484848484848,190.0,15,350,5.5
24261,3240.0,-121.4,3.648484848484848,100.0,15,350,5.5
24271,3660.0,-140.26,3.574647887323944,220.0,15,350,5.5
24281,3660.0,-140.26,3.574647887323944,330.0,15,350,5.5
24291,3660.0,-140.26,3.574647887323944,190.0,15,350,5.5
24301,3660.0,-140.26,3.574647887323944,100.0,15,350,5.5
24311,5872.166666666667,265.5,2.5,220.0,15,350,5.5
24321,5872.166666666667,265.5,2.5,200.0,15,350,5.5
24331,5700.0,250.86,2.5,220.0,15,350,5.5
24341,5700.0,250.86,2.5,220.0,15,350,5.5
24351,2720.2105263157896,487.25,2.8,180.0,20,450,5.5
24361,2720.2105263157896,487.25,2.8,200.0,20,450,5.5
24371,3353.75,710.23,1.7,125.0,21,450,5.5
24381,3353.75,710.23,1.7,450.0,21,450,5.5
24391,3353.75,710.23,1.7,150.0,21,450,5.5
24401,3353.75,710.23,1.7,130.0,21,450,5.5
24411,3353.75,710.23,1.7,210.0,21,450,5.5
24421,3145.5550437586367,201.1,2.45,105.0,21,450,5.5
24431,3145.5550437586367,201.1,2.45,305.0,21,450,5.5
24441,3145.5550437586367,201.1,2.45,104.0,21,450,5.5
24451,3145.5550437586367,201.1,2.45,200.0,21,450,5.5
24461,3145.5550437586367,201.1,2.45,150.0,21,450,5.5
24471,3773.75,830.19,1.6,105.0,27,450,5.5
24481,3773.75,830.19,1.6,322.0,27,450,5.5
24491,3773.75,830.19,1.6,160.0,27,450,5.5
24501,3773.75,830.19,1.6,200.0,27,450,5.5
24511,3773.75,830.19,1.6,90.0,27,450,5.5
24521,2272.2141823444285,1334.24,2.371428571428572,5.0,14,450,5.5
24531,2272.2141823444285,1334.24,2.371428571428572,217.1,14,450,5.5
24541,2272.2141823444285,1334.24,2.371428571428572,5.0,14,450,5.5
24551,2272.2141823444285,1334.24,2.371428571428572,231.6,14,450,5.5
24561,2272.2141823444285,1334.24,2.371428571428572,217.1,14,450,5.5
24571,2272.2141823444285,1334.24,2.371428571428572,151.9,14,450,5.5
24581,2272.2141823444285,1334.24,2.371428571428572,30.0,14,450,5.5
24591,2272.2141823444285,1334.24,2.371428571428572,141.0,14,450,5.5
24601,2272.2141823444285,1334.24,2.371428571428572,5.0,14,450,5.5
24611,4124.553224553225,1544.63,2.129169230769231,5.0,12,450,5.5
24621,4124.553224553225,1544.63,2.129169230769231,195.8,12,450,5.5
24631,4124.553224553225,1544.63,2.129169230769231,225.0,12,450,5.5
24641,4124.553224553225,1544.63,2.129169230769231,202.0,12,450,5.5
24651,4124.553224553225,1544.63,2.129169230769231,151.3,12,450,5.5
24661,4124.553224553225,1544.63,2.129169230769231,30.0,12,450,5.5
24671,4124.553224553225,1544.63,2.129169230769231,155.0,12,450,5.5
24681,4124.553224553225,1544.63,2.129169230769231,5.0,12,450,5.5
24691,3339.549180327869,291.22,3.5431200000000005,204.0,14,450,5.5
24701,3339.549180327869,291.22,3.5431200000000005,5.0,14,450,5.5
24711,3339.549180327869,291.22,3.5431200000000005,184.2,14,450,5.5
24721,3339.549180327869,291.22,3.5431200000000005,225.4,14,450,5.5
24731,3339.549180327869,291.22,3.5431200000000005,153.7,14,450,5.5
24741,3339.549180327869,291.22,3.5431200000000005,30.0,14,450,5.5
24751,3960.4,-395.02,2.275294117647059,200.0,9,350,5.5
24761,3960.4,-395.02,2.275294117647059,165.0,9,350,5.5
24771,2870.9166666666665,-503.51,2.132941176470588,200.0,15,350,5.5
24781,4823.289473684211,-1218.33,3.245,165.0,15,350,5.5
24791,1980.0,1363.32,1.8857142857142857,250.0,16,350,5.5
24801,1980.0,1363.32,1.8857142857142857,120.0,16,350,5.5
24811,1980.0,1363.32,1.8857142857142857,300.0,16,350,5.5
24821,1980.0,1363.32,1.8857142857142857,100.0,16,350,5.5
24831,1500.0,1199.44,1.7,250.0,15,350,5.5
24841,1500.0,1199.44,1.7,120.0,15,350,5.5
24851,1500.0,1199.44,1.7,100.0,15,350,5.5
24861,1500.0,1199.44,1.7,300.0,15,350,5.5
24871,1206.0869565217392,949.9,2.20625,253.0,15,350,5.5
24881,1206.0869565217392,949.9,2.20625,120.0,15,350,5.5
24891,1206.0869565217392,949.9,2.20625,200.0,15,350,5.5
24901,1740.0,1283.56,1.586111111111111,253.0,11,350,5.5
24911,1740.0,1283.56,1.586111111111111,120.0,11,350,5.5
24921,1740.0,1283.56,1.586111111111111,200.0,11,350,5.5
24931,1980.0,1303.87,1.9933333333333332,250.0,17,350,5.5
24941,1980.0,1303.87,1.9933333333333332,120.0,17,350,5.5
24951,1980.0,1303.87,1.9933333333333332,200.0,17,350,5.5
24961,2100.0,890.51,2.225,250.0,12,350,5.5
24971,2100.0,890.51,2.225,120.0,12,350,5.5
24981,2100.0,890.51,2.225,100.0,12,350,5.5
24991,2100.0,890.51,2.225,300.0,12,350,5.5
25001,4226.8421052631575,75.63,1.5,200.0,15,450,5.5
25011,4226.8421052631575,75.63,1.5,180.0,15,450,5.5
25021,4521.5625,53.55,1.9,200.0,8,450,5.5
25031,4521.5625,53.55,1.9,200.0,8,450,5.5
25041,4521.5625,53.55,1.9,180.0,8,450,5.5
25051,3201.714285714286,382.73,2.0,200.0,15,450,5.5
25061,3201.714285714286,382.73,2.0,200.0,15,450,5.5
25071,3201.714285714286,382.73,2.0,200.0,15,450,5.5
25081,3201.714285714286,382.73,2.0,180.0,15,450,5.5
25091,4201.111111111111,-251.63,2.0,200.0,15,450,5.5
25101,4201.111111111111,-251.63,2.0,180.0,15,450,5.5
25111,4200.0,1038.11,2.5,280.0,21,350,5.5
25121,4200.0,1038.11,2.5,3.0,21,350,5.5
25131,4200.0,1038.11,2.5,200.0,21,350,5.5
25141,4200.0,1038.11,2.5,200.0,21,350,5.5
25151,4410.0,205.61,2.5,280.0,19,350,5.5
25161,4410.0,205.61,2.5,200.0,19,350,5.5
25171,4410.0,205.61,2.5,207.0,19,350,5.5
25181,3088.214285714286,-382.54,2.2,400.0,15,450,5.5
25191,2100.0,-1167.11,2.750270276456266,2.0,8,350,5.5
25201,2706.153846153846,108.08,3.4420000076293946,320.0,14,450,5.5
25211,2706.153846153846,108.08,3.4420000076293946,200.0,14,450,5.5
25221,2663.913043478261,168.08,3.322222179836697,320.0,13,450,5.5
25231,2663.913043478261,168.08,3.322222179836697,200.0,13,450,5.5
25241,2391.8571428571427,167.67,3.3119999980926518,320.0,13,450,5.5
25251,2391.8571428571427,167.67,3.3119999980926518,10.0,13,450,5.5
25261,2391.8571428571427,167.67,3.3119999980926518,200.0,13,450,5.5
25271,991.2258064516129,78.64,3.047962962962964,250.0,18,450,5.5
25281,991.2258064516129,78.64,3.047962962962964,250.0,18,450,5.5
25291,991.2258064516129,78.64,3.047962962962964,170.0,18,450,5.5
25301,991.2258064516129,78.64,3.047962962962964,170.0,18,450,5.5
25311,991.2258064516129,78.64,3.047962962962964,180.0,18,450,5.5
25321,2100.0,1306.64,1.5,250.0,12,350,5.5
25331,2100.0,1306.64,1.5,120.0,12,350,5.5
25341,2100.0,1306.64,1.5,200.0,12,350,5.5
25351,4844.262295081967,595.45,3.1,450.0,19,350,5.5
25361,4844.262295081967,595.45,3.1,180.0,19,350,5.5
25371,4844.262295081967,595.45,3.1,180.0,19,350,5.5
25381,4844.262295081967,595.45,3.1,200.0,19,350,5.5
25391,4913.333333333333,661.0,3.1,450.0,18,350,5.5
25401,4913.333333333333,661.0,3.1,180.0,18,350,5.5
25411,4913.333333333333,661.0,3.1,200.0,18,350,5.5
25421,3728.3333333333335,-434.81,2.3,450.0,15,450,5.5
25431,3728.3333333333335,-434.81,2.3,160.0,15,450,5.5
25441,3159.020979020979,-844.46,2.5,150.0,15,350,5.5
25451,4126.333333333333,939.66,2.3788,200.0,15,450,5.5
25461,4126.333333333333,939.66,2.3788,166.7,15,450,5.5
25471,4126.333333333333,939.66,2.3788,5.0,15,450,5.5
25481,4126.333333333333,939.66,2.3788,200.0,15,450,5.5
25491,4126.333333333333,939.66,2.3788,5.0,15,450,5.5
25501,4126.333333333333,939.66,2.3788,220.0,15,450,5.5
25511,4126.333333333333,939.66,2.3788,4.0,15,450,5.5
25521,4126.333333333333,939.66,2.3788,30.0,15,450,5.5
25531,4126.333333333333,939.66,2.3788,160.0,15,450,5.5
25541,4126.333333333333,939.66,2.3788,30.0,15,450,5.5
25551,3779.982418686425,1210.74,2.1875,235.0,23,350,5.5
25561,3779.982418686425,1210.74,2.1875,3.0,23,350,5.5
25571,3779.982418686425,1210.74,2.1875,200.0,23,350,5.5
25581,3780.0174194351125,1448.31,1.8125,235.0,21,350,5.5
25591,3780.0174194351125,1448.31,1.8125,3.0,21,350,5.5
25601,3780.0174194351125,1448.31,1.8125,200.0,21,350,5.5
25611,2700.0,1373.13,2.24,280.0,21,350,5.5
25621,2700.0,1373.13,2.24,3.0,21,350,5.5
25631,2700.0,1373.13,2.24,230.0,21,350,5.5
25641,3780.0382717292778,1351.55,1.988888888888889,235.0,22,350,5.5
25651,3780.0382717292778,1351.55,1.988888888888889,3.0,22,350,5.5
25661,3780.0382717292778,1351.55,1.988888888888889,200.0,22,350,5.5
25671,3959.9851521900523,1638.82,1.776923076923077,235.0,21,350,5.5
25681,3959.9851521900523,1638.82,1.776923076923077,3.0,21,350,5.5
25691,3959.9851521900523,1638.82,1.776923076923077,200.0,21,350,5.5
25701,3959.9851521900523,1638.82,1.776923076923077,230.0,21,350,5.5
25711,3959.989522624582,1721.33,1.6933333333333334,260.0,21,350,5.5
25721,3959.989522624582,1721.33,1.6933333333333334,3.0,21,350,5.5
25731,3959.989522624582,1721.33,1.6933333333333334,230.0,21,350,5.5
25741,4735.25,1683.85,2.055,5.0,15,450,5.5
25751,4735.25,1683.85,2.055,200.0,15,450,5.5
25761,4735.25,1683.85,2.055,5.0,15,450,5.5
25771,4735.25,1683.85,2.055,229.0,15,450,5.5
25781,4735.25,1683.85,2.055,200.0,15,450,5.5
25791,4735.25,1683.85,2.055,150.0,15,450,5.5
25801,4735.25,1683.85,2.055,30.0,15,450,5.5
25811,4735.25,1683.85,2.055,5.0,15,450,5.5
25821,5028.8,1155.81,2.3166666666666678,206.7,17,450,5.5
25831,5028.8,1155.81,2.3166666666666678,5.0,17,450,5.5
25841,5028.8,1155.81,2.3166666666666678,206.7,17,450,5.5
25851,5028.8,1155.81,2.3166666666666678,153.3,17,450,5.5
25861,5028.8,1155.81,2.3166666666666678,30.0,17,450,5.5
25871,5028.8,1155.81,2.3166666666666678,149.8,17,450,5.5
25881,5028.8,1155.81,2.3166666666666678,5.0,17,450,5.5
25891,2914.75,1522.96,1.9209,205.0,16,450,5.5
25901,2914.75,1522.96,1.9209,200.0,16,450,5.5
25911,2914.75,1522.96,1.9209,5.0,16,450,5.5
25921,2914.75,1522.96,1.9209,225.0,16,450,5.5
25931,2914.75,1522.96,1.9209,150.0,16,450,5.5
25941,2914.75,1522.96,1.9209,30.0,16,450,5.5
25951,2914.75,1522.96,1.9209,5.0,16,450,5.5
25961,4942.797202797203,805.19,2.275,280.0,20,450,5.5
25971,4942.797202797203,805.19,2.275,200.0,20,450,5.5
25981,4942.797202797203,805.19,2.275,200.0,20,450,5.5
25991,4942.797202797203,805.19,2.275,190.0,20,450,5.5
26001,4295.598349381018,558.08,3.0,278.0,13,450,5.5
26011,4295.598349381018,558.08,3.0,180.0,13,450,5.5
26021,4295.598349381018,558.08,3.0,190.0,13,450,5.5
26031,4295.598349381018,558.08,3.0,200.0,13,450,5.5
26041,2474.8888888888887,864.86,2.543229166666667,190.0,20,450,5.5
26051,2474.8888888888887,864.86,2.543229166666667,280.0,20,450,5.5
26061,2474.8888888888887,864.86,2.543229166666667,200.0,20,450,5.5
26071,2474.8888888888887,864.86,2.543229166666667,70.0,20,450,5.5
26081,2474.8888888888887,864.86,2.543229166666667,180.0,20,450,5.5
26111,2790.0,228.94,2.5,350.0,20,450,5.5
26121,2790.0,228.94,2.5,250.0,20,450,5.5
26131,2790.0,228.94,2.5,120.0,20,450,5.5
26141,2790.0,228.94,2.5,200.0,20,450,5.5
26151,3827.5653923541245,-216.25,3.642635294117648,350.0,17,450,5.5
26161,3827.5653923541245,-216.25,3.642635294117648,250.0,17,450,5.5
26171,3827.5653923541245,-216.25,3.642635294117648,200.0,17,450,5.5
26181,3827.5653923541245,-216.25,3.642635294117648,150.0,17,450,5.5
26191,5967.142857142857,1609.77,2.040909090909091,255.0,18,450,5.5
26201,5967.142857142857,1609.77,2.040909090909091,208.0,18,450,5.5
26211,5967.142857142857,1609.77,2.040909090909091,150.0,18,450,5.5
26221,5967.142857142857,1609.77,2.040909090909091,120.0,18,450,5.5
26231,3000.0,1104.08,2.5,200.0,22,350,5.5
26241,3000.0,1104.08,2.5,4.0,22,350,5.5
26251,3000.0,1104.08,2.5,200.0,22,350,5.5
26261,3000.0,1104.08,2.5,200.0,22,350,5.5
26271,2460.0,1091.39,2.5,200.0,23,350,5.5
26281,2460.0,1091.39,2.5,4.0,23,350,5.5
26291,2460.0,1091.39,2.5,200.0,23,350,5.5
26301,2460.0,1091.39,2.5,200.0,23,350,5.5
26311,2460.0,1029.89,2.5,200.0,20,350,5.5
26321,2460.0,1029.89,2.5,4.0,20,350,5.5
26331,2460.0,1029.89,2.5,200.0,20,350,5.5
26341,2460.0,1029.89,2.5,200.0,20,350,5.5
26351,3133.4,1597.46,1.8,200.0,19,450,5.5
26361,3133.4,1597.46,1.8,4.0,19,450,5.5
26371,3133.4,1597.46,1.8,200.0,19,450,5.5
26381,3133.4,1597.46,1.8,200.0,19,450,5.5
26391,2660.764705882353,749.88,3.0,200.0,22,450,5.5
26401,2660.764705882353,749.88,3.0,4.0,22,450,5.5
26411,2660.764705882353,749.88,3.0,200.0,22,450,5.5
26421,2660.764705882353,749.88,3.0,200.0,22,450,5.5
26431,4833.777777777777,432.04,3.5,200.0,19,450,5.5
26441,4833.777777777777,432.04,3.5,3.0,19,450,5.5
26451,4833.777777777777,432.04,3.5,4.0,19,450,5.5
