,Field_Name,CO2_kg_per_Ha,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,Total_N,Total_P,Total_K,Season,Hybrid,Planned_Yield_kg_per_ha
683,M7I2190,826.22,21.0,3.17,7118.876404494382,228.51999999999998,120.64,132.0,WINTER,AG8700PRO3,6500.0
684,M2V2110,464.19,20.0,2.990923076923077,5976.526315789473,187.8,0.0,72.0,SUMMER,DKB290PRO3,5100.0
685,M2V2111,632.52,25.0,2.9569565217391305,7264.222222222223,187.8,0.0,72.0,SUMMER,DKB290PRO3,5100.0
686,M6I21170,-109.83,11.0,3.6208333333333336,5672.526315789473,200.0,118.4,120.0,WINTER,AG8088PRO2,4000.0
687,M6I21171,-113.96,14.0,3.6583333333333337,4480.0,200.0,118.4,120.0,WINTER,AG8700PRO3,6500.0
688,M6I21172,4.76,11.0,3.6125,9096.666666666666,200.0,118.4,120.0,WINTER,AG8700PRO3,6400.0
689,M6I21173,201.58,11.0,3.201639344262295,5672.583333333333,200.0,118.4,120.0,WINTER,AG8088PRO2,4000.0
690,M6I21174,-199.84,14.0,3.778688524590164,4582.8,200.0,118.4,120.0,WINTER,AG8700PRO3,6500.0
691,M6I21175,-219.87,13.0,3.756666666666667,4080.0,200.0,118.4,120.0,WINTER,AG8700PRO3,6500.0
692,M6V21108,-302.4,16.0,4.241269841269841,10193.2,200.22,119.44000000000001,0.0,SUMMER,DKB290TRE,5200.0
693,M6V2152,901.63,16.0,2.501639344262295,7395.409836065573,200.22,119.44000000000001,0.0,SUMMER,AG8780TRE,4400.0
694,M6V2153,865.69,12.0,2.5,8818.692307692309,200.22,119.44000000000001,0.0,SUMMER,DKB290TRE,5200.0
695,M6V2154,508.42,17.0,2.963235294117647,5644.37037037037,197.72,100.94000000000001,0.0,SUMMER,AG8780PRO4,4400.0
696,M6V2134,-615.47,15.0,3.01,9860.5,126.0,126.0,72.0,SUMMER,AS1770PRO3,6400.0
697,M7V2148,-238.45,21.0,4.3575,6557.6,206.44,106.08,120.0,SUMMER,3700RR2,5200.0
698,M7V2149,-258.51,23.0,4.404999999999999,5751.046511627907,206.44,106.08,120.0,SUMMER,3700RR2,5500.0
699,M7V2150,-54.1,22.0,4.154999999999999,6984.222222222223,206.44,106.08,120.0,SUMMER,3700RR2,5200.0
700,M7V2156,1469.79,25.0,2.3,9656.0,206.44,106.08,120.0,SUMMER,AS1666PRO3,5600.0
701,M4V2159,587.82,26.0,3.196551724137931,10478.153846153846,185.9,49.95,71.1,SUMMER,DKB265PRO3,5700.0
702,M4V2160,1700.85,19.0,2.01,10465.6,227.0,78.3,89.0,SUMMER,DKB265PRO3,7200.0
703,M4V2119,-172.76,17.0,2.8991625,9710.526315789471,211.75,98.4,99.0,SUMMER,AS1677PRO3,5200.0
704,M4V2120,-545.77,22.0,3.4415333333333336,8819.816513761469,201.85,98.4,78.0,SUMMER,AS1677PRO3,5200.0
705,M4V2121,403.06,19.0,2.0653,7302.666666666667,209.83,99.96000000000001,85.2,SUMMER,AS1677PRO3,5200.0
706,M4V2151,-269.84,22.0,3.068792307692308,10217.2,193.5,0.0,84.0,SUMMER,AG9025PRO3,7300.0
707,M4V2125,1619.65,23.0,2.3,6372.666666666667,234.77320000000003,95.9088,135.69,SUMMER,2200RR2,5900.0
708,M4V2172,1701.88,18.0,2.3,10834.222222222224,238.61950000000002,87.8176,143.328,SUMMER,3800RR2,6800.0
709,M4V2173,1796.67,17.0,2.23,10172.666666666666,245.961,91.0,121.5,SUMMER,3800RR2,6800.0
710,M6I2125,74.28,13.0,2.55,4734.420500873616,204.5,56.0,128.0,WINTER,3500RR2,4500.0
711,M6I2126,127.18,15.0,2.55,5089.285714285715,204.5,56.0,132.8,WINTER,3500RR2,4400.0
712,M6I2127,193.44,15.0,2.46,5089.423648247178,204.5,56.0,128.0,WINTER,3500RR2,4400.0
713,M6I2128,215.73,15.0,2.43,5088.96551724138,204.5,56.0,128.0,WINTER,3500RR2,4400.0
714,M6I2129,128.99,9.0,2.375,4941.2855377008655,204.5,56.0,128.0,WINTER,3500RR2,4400.0
715,M7I21106,-121.4,15.0,3.648484848484848,6571.985294117647,159.3,114.4,114.0,WINTER,AS1868PRO3,5400.0
716,M7I21107,-140.26,15.0,3.574647887323944,7423.928571428572,159.3,112.2,114.0,WINTER,AS1868PRO3,5400.0
717,M6I2156,265.5,15.0,2.5,11529.833333333334,116.2,114.4,0.0,WINTER,AS1822PRO3,8100.0
718,M6I2157,250.86,15.0,2.5,8623.333333333334,125.4,114.4,0.0,WINTER,AS1822PRO3,8100.0
719,M6V2104,487.25,20.0,2.8,4627.052631578948,174.8,0.0,0.0,SUMMER,AG9025PRO3,9200.0
720,M4V2165,710.23,21.0,1.7,6099.375,238.5,126.0,111.0,SUMMER,AS1677PRO3,5200.0
721,M4V2166,201.1,21.0,2.45,6382.312298479963,225.65,94.55,99.6,SUMMER,AS1677PRO3,5200.0
722,M4V2167,830.19,27.0,1.6,6937.291666666667,215.38,90.16,88.76,SUMMER,AS1677PRO3,5200.0
723,M4V2105,1334.24,14.0,2.371428571428572,4629.522431259045,237.776,125.632,130.26,SUMMER,DKB230PRO3,5800.0
724,M4V2106,1544.63,12.0,2.129169230769231,6909.94560994561,237.641,117.0,121.2,SUMMER,DKB230PRO3,5800.0
725,M4V2146,291.22,14.0,3.5431200000000005,6120.696721311476,220.35500000000002,117.208,122.4,SUMMER,DKB230PRO3,5800.0
726,M2I2131,-395.02,9.0,2.275294117647059,7384.7,42.0,0.0,99.0,WINTER,AG8480PRO3,5900.0
727,M2I2132,-503.51,15.0,2.132941176470588,2945.75,40.0,0.0,30.0,WINTER,AG8480PRO3,5900.0
728,M2I2133,-1218.33,15.0,3.245,8827.368421052632,0.0,0.0,99.0,WINTER,AG8480PRO3,5600.0
729,M7I21124,1363.32,16.0,1.8857142857142857,6600.0,209.0,70.0,97.0,WINTER,AS1868PRO3,3600.0
730,M7I21125,1199.44,15.0,1.7,1578.8709677419354,209.0,70.0,97.0,WINTER,AS1868PRO3,3600.0
731,M7I21126,949.9,15.0,2.20625,3538.695652173913,196.65,70.84,72.0,WINTER,AS1868PRO3,3800.0
732,M7I21127,1283.56,11.0,1.586111111111111,5800.0,196.65,93.61,72.0,WINTER,AS1868PRO3,3600.0
733,M7I21128,1303.87,17.0,1.9933333333333332,6600.0,209.0,70.0,97.0,WINTER,AS1868PRO3,3600.0
734,M7I21129,890.51,12.0,2.225,2210.5333333333333,209.0,70.0,97.0,WINTER,AS1868PRO3,3600.0
735,M6V2114,75.63,15.0,1.5,8237.368421052632,16.2,88.2,120.0,SUMMER,DKB255PRO3,6900.0
736,M6V2115,53.55,8.0,1.9,8481.875,111.8,93.6,120.0,SUMMER,DKB255PRO3,6900.0
737,M6V2116,382.73,15.0,2.0,6156.285714285715,201.8,93.6,120.0,SUMMER,DKB255PRO3,6900.0
738,M6V2167,-251.63,15.0,2.0,8170.222222222223,16.2,88.2,120.0,SUMMER,DKB255PRO3,6900.0
739,M7I2166,1038.11,21.0,2.5,8348.22966507177,198.33,105.16,120.0,WINTER,DKB360PRO3,5800.0
740,M7I2167,205.61,19.0,2.5,8765.66037735849,109.22,103.6,120.0,WINTER,DKB360PRO3,5800.0
741,M6V2117,-382.54,15.0,2.2,7406.071428571428,32.0,96.0,64.0,SUMMER,DKB290PRO3,7400.0
742,M6I2155,-1167.11,8.0,2.750270276456266,4613.4,0.22,1.04,0.0,WINTER,AG9030PRO3,3500.0
743,M6V2161,108.08,14.0,3.4420000076293946,5760.0,200.0,118.4,0.0,SUMMER,DKB390PRO4,5400.0
744,M6V2162,168.08,13.0,3.322222179836697,5488.260869565217,200.0,118.4,0.0,SUMMER,DKB390PRO4,5300.0
745,M6V2163,167.67,13.0,3.3119999980926518,4578.714285714285,202.2,128.8,0.0,SUMMER,DKB390PRO4,4300.0
746,M2V2107,78.64,18.0,3.047962962962964,4894.967741935484,201.5,88.4,177.0,SUMMER,3700RR2,5100.0
747,M7I21130,1306.64,12.0,1.5,2210.531914893617,209.0,70.0,97.0,WINTER,AS1868PRO3,3600.0
748,M6I21100,595.45,19.0,3.1,9223.606557377048,210.8,108.0,162.0,WINTER,AG8065PRO3,6900.0
749,M6I2199,661.0,18.0,3.1,8970.555555555555,220.0,108.0,162.0,WINTER,AG8065PRO3,6900.0
750,M6V21107,-434.81,15.0,2.3,6410.555555555556,36.0,63.0,150.0,SUMMER,DKB230PRO3,5400.0
751,M6I21142,-844.46,15.0,2.5,3266.7832167832166,0.0,0.0,90.0,WINTER,AS1633PRO3,3900.0
752,M4V2103,939.66,15.0,2.3788,7186.0,232.947,119.08,120.0,SUMMER,AG9025PRO3,8500.0
753,M7I2168,1210.74,23.0,2.1875,7070.7019967349,196.41,90.07000000000001,0.0,WINTER,DKB360PRO3,5400.0
754,M7I2169,1448.31,21.0,1.8125,7070.6731367425655,196.41,90.07000000000001,0.0,WINTER,DKB360PRO3,5400.0
755,M7I2170,1373.13,21.0,2.24,5328.645833333333,226.26,106.72,0.0,WINTER,DKB360PRO3,3900.0
756,M7I2171,1351.55,22.0,1.988888888888889,7513.445462785779,196.41,90.07000000000001,0.0,WINTER,DKB360PRO3,5800.0
757,M7I2172,1638.82,21.0,1.776923076923077,7871.1952487008175,210.21,90.07000000000001,0.0,WINTER,DKB360PRO3,5800.0
758,M7I2173,1721.33,21.0,1.6933333333333334,7871.193765961626,225.59,100.88,0.0,WINTER,DKB360PRO3,5800.0
759,M4V2104,1683.85,15.0,2.055,7855.5,237.165,124.28,120.0,SUMMER,AG9025PRO3,8500.0
760,M4V2107,1155.81,17.0,2.3166666666666678,8334.066666666668,198.78300000000002,2.6,124.02,SUMMER,AG9025PRO3,8500.0
761,M4V2147,1522.96,16.0,1.9209,5726.5,220.7,119.6,123.0,SUMMER,DKB235PRO3,4500.0
762,M4V2108,805.19,20.0,2.275,8624.755244755244,213.8,92.4,120.0,SUMMER,AG9025PRO3,8500.0
763,M4V2109,558.08,13.0,3.0,7366.8500687757905,215.54000000000002,91.74,108.0,SUMMER,AG9025PRO3,8500.0
764,M4V2145,864.86,20.0,2.543229166666667,5608.111111111111,231.3,145.6,120.0,SUMMER,DKB235PRO3,4500.0
765,M4V2114,228.94,20.0,2.5,5134.5,214.0,98.0,72.0,SUMMER,DKB230PRO3,6400.0
766,M4V2115,-216.25,17.0,3.642635294117648,6533.802816901408,229.0,98.0,96.0,SUMMER,DKB230PRO3,6400.0
767,M4V2113,1609.77,18.0,2.040909090909091,10623.492063492064,226.35,84.15,124.8,SUMMER,AG9025PRO3,8500.0
768,M7I21110,1104.08,22.0,2.5,5861.645569620253,206.44,106.08,120.0,WINTER,AG8700PRO3,4100.0
769,M7I21111,1091.39,23.0,2.5,4806.588235294118,206.44,106.08,120.0,WINTER,AG8700PRO3,4100.0
770,M7I21112,1029.89,20.0,2.5,4806.538461538462,206.44,106.08,120.0,WINTER,AG8700PRO3,4100.0
771,M7V2151,1597.46,19.0,1.8,5831.7,206.44,106.08,120.0,SUMMER,AS1666PRO3,5600.0
772,M7V2153,749.88,22.0,3.0,5275.117647058823,206.44,106.08,120.0,SUMMER,AS1666PRO3,5600.0
773,M7V2154,432.04,19.0,3.5,8812.888888888889,206.77,107.64,120.0,SUMMER,AS1666PRO3,5600.0
774,M7I21113,-561.2,23.0,4.9,7952.4,209.63,121.16,120.0,WINTER,AG9030PRO3,4200.0
775,M7I21114,-644.77,21.0,5.746666666666667,6542.461538461538,209.63,121.16,120.0,WINTER,AG9030PRO3,4500.0
776,M7I21115,-486.74,23.0,5.63,7501.692307692308,209.63,121.16,120.0,WINTER,AG9030PRO3,4500.0
777,M7I21116,-553.42,22.0,5.58,4867.6,209.63,121.16,120.0,WINTER,AG9030PRO3,4500.0
778,M7I21117,-510.27,18.0,5.46,6006.75,209.63,121.16,120.0,WINTER,AG9030PRO3,4500.0
779,M7I21118,-430.58,21.0,5.430769230769231,5895.826086956522,209.63,121.16,120.0,WINTER,AG9030PRO3,4200.0
780,M8V2152,429.34,15.0,2.5,2056.0714285714284,208.4,124.8,150.0,SUMMER,AG9025PRO3,8300.0
781,M8V2153,406.39,15.0,2.5,1329.6,208.4,124.8,150.0,SUMMER,AG9025PRO3,8300.0
782,M7I2121,-567.71,13.0,3.725806160860284,8669.655172413793,125.30000000000001,78.0,84.0,WINTER,AG7098TRE,6600.0
783,M7I2122,-410.53,22.0,3.641414141414141,5040.0,128.5,78.0,66.0,WINTER,AS1800PRO3,5000.0
784,M7I2123,383.8,13.0,2.5,7920.0,131.7,78.0,84.0,WINTER,AG7098TRE,6600.0
785,M7I2154,567.91,27.0,2.8,4800.0,171.5,77.7,90.0,WINTER,AG8780PRO4,4000.0
786,M7I2155,56.43,27.0,3.5,4680.0,171.5,77.7,120.0,WINTER,AG8780PRO4,3600.0
787,M7V2157,1645.88,24.0,1.78,5505.0,201.0,145.6,120.0,SUMMER,DKB230PRO3,5100.0
788,M7V2158,1615.81,27.0,1.7100000000000002,4651.481481481482,201.0,145.6,120.0,SUMMER,DKB230PRO3,5100.0
789,M4V2101,1716.36,22.0,1.708695652173913,7956.0,225.7,82.5,120.0,SUMMER,AG9025PRO3,8500.0
790,M4V2102,242.86,20.0,2.5,7508.94660894661,230.24,81.84,138.0,SUMMER,AG9025PRO3,8200.0
791,M6I21101,-131.89,15.0,2.5,5190.0,92.0,0.0,0.0,WINTER,DKB265PRO3,4600.0
792,M6I2169,421.94,15.0,3.0,1608.6046511627908,208.2,114.4,0.0,WINTER,DKB265PRO3,4800.0
793,M4V2152,-527.09,16.0,2.9,2783.0508474576272,178.0,96.0,117.0,SUMMER,DKB235PRO3,4600.0
794,M7I2159,1327.21,23.0,1.6800000000000002,9207.592592592591,145.0,104.0,120.0,WINTER,DKB360PRO3,5400.0
795,M7I2160,1293.0,17.0,1.5666666666666669,9349.444444444443,145.0,104.0,120.0,WINTER,DKB360PRO3,5400.0
796,M7I2161,835.69,26.0,2.4511111111111115,7070.72,145.0,104.0,120.0,WINTER,DKB360PRO3,5400.0
797,M7I2162,571.3,24.0,2.542222222222222,5280.0,143.0,92.0,120.0,WINTER,DKB290TRE,5300.0
798,M7I2163,1420.99,25.0,1.551923076923077,7871.192052980133,145.0,104.0,120.0,WINTER,DKB360PRO3,5800.0
799,M7V2111,995.51,27.0,2.5,6406.16,201.6,108.0,122.0,SUMMER,DKB230PRO3,5100.0
800,M7V2112,932.95,24.0,2.5,6371.36,201.6,108.0,122.0,SUMMER,DKB230PRO3,5100.0
801,M4V2129,-1042.23,15.0,3.0451679999999994,8458.681318681318,0.0,0.0,108.0,SUMMER,DKB290PRO3,5600.0
802,M4V2110,771.61,10.0,1.4,8233.333333333334,113.0,105.0,125.0,SUMMER,3110RR2,8300.0
803,M4V2111,696.66,12.0,1.5,6921.111111111111,113.0,105.0,125.0,SUMMER,3110RR2,8300.0
804,M4V2112,-753.31,10.0,2.45,4628.369565217391,21.0,105.0,125.0,SUMMER,DKB235PRO3,4600.0
805,M6I21112,-187.87,19.0,2.7,5519.069767441861,92.0,0.0,0.0,WINTER,AG8065PRO3,8500.0
806,M6I21134,546.65,12.0,2.69875,4573.619047619048,194.0,94.0,90.0,WINTER,AS1868PRO3,5400.0
807,M6I21135,643.77,19.0,2.89,7602.166666666667,194.0,94.0,90.0,WINTER,AS1868PRO3,5200.0
808,M6I21136,767.85,18.0,2.635,6183.238095238095,194.0,94.0,90.0,WINTER,AS1868PRO3,5400.0
809,M6I21137,706.31,17.0,2.7625,7874.272727272727,194.0,94.0,90.0,WINTER,AS1868PRO3,5400.0
810,M6I21138,950.91,17.0,2.38,6634.102564102564,194.0,94.0,90.0,WINTER,AS1868PRO3,5400.0
811,M6I21139,-2246.65,15.0,4.4,2324.6,10.0,94.0,90.0,WINTER,AS1868PRO3,5400.0
812,M6I21140,-1154.65,15.0,2.93,2324.5238095238096,10.0,94.0,90.0,WINTER,AS1868PRO3,5400.0
813,M7I2150,83.5,17.0,3.3,4800.0,180.7,77.7,102.0,WINTER,AG7098TRE,6000.0
814,M7I2151,349.32,29.0,3.1,3792.9,171.5,77.7,78.0,WINTER,AG8700PRO3,5900.0
815,M7I2152,116.95,27.0,3.35,3612.1951219512193,171.5,77.7,78.0,WINTER,AG8700PRO3,5900.0
816,M7I2153,401.31,30.0,3.05,3612.1917808219177,171.5,77.7,78.0,WINTER,AG8700PRO3,5900.0
817,M6I21178,-768.13,15.0,2.8,9984.857142857143,38.0,91.2,38.0,WINTER,AG1051,9800.0
818,M7I2114,192.63,14.0,3.4595238095238097,4648.488372093023,211.7,109.2,0.0,WINTER,AS1820PRO3,4000.0
819,M7I2115,2902.12,15.0,3.905769230769231,4648.431372549019,423.4,218.4,204.0,WINTER,AS1820PRO3,4000.0
820,M7I2127,-360.06,20.0,3.325,6837.65306122449,115.1,109.2,102.0,WINTER,AS1844PRO3,6000.0
821,M7I2128,354.65,16.0,3.4477611940298507,8205.151515151516,211.7,109.2,0.0,WINTER,AS1844PRO3,7200.0
822,M7I2193,689.97,25.0,3.1818181818181817,8205.166666666666,207.1,109.2,0.0,WINTER,AS1844PRO3,7200.0
823,M6I21133,772.27,12.0,2.7125,6477.0,207.65,111.8,120.0,WINTER,AS1666PRO3,3700.0
824,M6I21131,1047.35,11.0,2.2285714285714286,4453.0,207.65,111.8,120.0,WINTER,AS1666PRO3,3700.0
825,M6I21132,1158.87,16.0,2.18125,3628.0,207.65,111.8,120.0,WINTER,AS1666PRO3,3300.0
826,M6I21130,1095.32,14.0,2.1707317073170733,2670.75,207.65,111.8,120.0,WINTER,AS1666PRO3,3300.0
827,M4V2144,-717.18,20.0,3.6976714285714287,6700.472255017709,223.0,120.0,105.0,SUMMER,AG9021PRO3,4500.0
828,M4V2150,911.44,20.0,3.628457142857143,8162.790697674418,309.3,124.8,105.0,SUMMER,AG9021PRO3,4500.0
829,M8V2148,-350.22,17.0,4.88125,5594.0,201.0,125.8,90.0,SUMMER,AG8700PRO3,5000.0
830,M8V2150,-233.82,21.0,5.907407407407407,6168.831168831169,201.0,125.8,90.0,SUMMER,AG8700PRO3,5000.0
831,M8V2138,-1866.87,15.0,4.1125,6279.3,24.0,120.0,0.0,SUMMER,AG8700PRO3,5000.0
832,M4V2168,-131.55,15.0,3.922118181818182,10040.5,212.0,126.0,54.0,SUMMER,DKB265PRO3,7200.0
833,M8V2131,-148.62,22.0,4.611764705882353,10596.372549019608,201.0,125.8,90.0,SUMMER,AG8700PRO3,5000.0
834,M8V2139,1876.18,27.0,2.5,8937.222222222223,257.5,130.0,90.0,SUMMER,AG8480PRO3,8300.0
835,M8V2140,1625.27,18.0,2.5,6294.666666666667,211.5,130.0,90.0,SUMMER,AG8480PRO3,8300.0
836,M8V2141,1770.6,27.0,2.5,5607.2972972972975,257.5,130.0,90.0,SUMMER,AG8480PRO3,8300.0
837,M8V2142,1742.96,25.0,2.5,4330.25,119.5,130.0,90.0,SUMMER,AG8480PRO3,7600.0
838,M8V2143,1764.19,27.0,2.5,3699.777777777778,119.5,130.0,90.0,SUMMER,AG8480PRO3,7600.0
839,M6I2137,2261.29,17.0,0.4,2225.0,199.4,72.8,120.0,WINTER,AG9030PRO3,3600.0
840,M8V2146,456.16,23.0,3.7,7326.041666666667,178.0,125.8,96.0,SUMMER,AG7088PRO3,8200.0
841,M6I21205,945.5,17.0,2.7564102564102564,5091.914893617021,153.8,93.6,120.0,WINTER,DKB360PRO3,5400.0
842,M6I2164,2071.85,23.0,2.5,7201.851851851852,210.0,104.0,120.0,WINTER,DKB360PRO3,5300.0
843,M6I2165,928.75,13.0,2.661904761904762,5091.964285714285,153.8,93.6,108.0,WINTER,DKB360PRO3,5400.0
844,M6I2166,326.57,16.0,2.6166666666666667,5092.0,153.8,93.6,90.0,WINTER,DKB360PRO3,5400.0
845,M6I2167,572.75,25.0,2.5,7029.069767441861,108.1,83.2,120.0,WINTER,DKB360PRO3,5400.0
846,M6I2168,1915.66,25.0,2.7564102564102564,6981.276595744681,210.0,104.0,120.0,WINTER,DKB360PRO3,5400.0
847,M6I2183,1348.88,14.0,2.5708333333333333,4054.7619047619046,206.4,78.4,134.8,WINTER,DKB360PRO3,4300.0
848,M6I2184,1061.97,16.0,2.5278260869565217,4054.7619047619046,153.8,93.6,120.0,WINTER,DKB360PRO3,4300.0
849,M6V2173,-998.34,15.0,2.95,5226.086956521739,16.5,78.0,0.0,SUMMER,DKB230PRO3,5400.0
850,M6V2174,-582.69,15.0,2.5708333333333333,7885.238095238095,16.5,78.0,120.0,SUMMER,DKB230PRO3,5400.0
851,M6V2175,-606.88,15.0,2.5278260869565217,6110.6349206349205,16.5,78.0,120.0,SUMMER,DKB230PRO3,5400.0
852,M6V2176,-16.35,15.0,2.5,7518.214285714285,70.5,78.0,120.0,SUMMER,DKB230PRO3,4700.0
853,M6V2177,-716.67,15.0,2.5,3560.9523809523807,16.5,78.0,0.0,SUMMER,DKB230PRO3,5400.0
854,M7I2129,354.92,15.0,3.2,5927.894736842105,206.4,112.0,120.0,WINTER,DKB290TRE,5500.0
855,M7I2130,-355.63,15.0,4.2,7680.0,203.2,96.0,108.0,WINTER,DKB290TRE,5500.0
856,M7I2131,131.19,15.0,3.5,6623.958333333333,203.2,96.0,108.0,WINTER,AG8700PRO4,4600.0
857,M7I2132,109.16,15.0,3.6,8280.0,203.2,96.0,108.0,WINTER,AG8700PRO4,4600.0
858,M7I2133,-504.55,15.0,4.4,7668.0,203.2,96.0,108.0,WINTER,DKB290TRE,5500.0
859,M7I2134,1055.45,15.0,2.3,7668.0,203.2,96.0,108.0,WINTER,DKB290TRE,5500.0
860,M7I2135,848.81,22.0,2.7071428571428573,6399.72972972973,203.2,96.0,90.0,WINTER,DKB390PRO4,5200.0
861,M7I2136,995.0,19.0,2.4,5748.035714285715,203.2,96.0,90.0,WINTER,DKB390PRO4,5200.0
862,M7V2129,333.95,19.0,3.671951219512195,8920.87912087912,210.29,124.28,102.0,SUMMER,AG8700PRO3,5000.0
863,M7V2130,727.1,25.0,3.3425,9819.166666666666,209.96,122.72,102.0,SUMMER,AG8700PRO3,5000.0
864,M7V2131,764.59,27.0,3.248854961832061,7313.59375,210.62,125.84,102.0,SUMMER,3700RR2,5200.0
865,M7V2132,563.84,22.0,3.479710144927536,9149.154929577464,211.9125,131.95,108.0,SUMMER,3700RR2,5500.0
866,M7V2133,1189.74,17.0,2.5,9190.75,211.82999999999998,131.56,108.0,SUMMER,3700RR2,5500.0
867,M6I21102,635.2,17.0,3.046875,4054.754098360656,156.4,78.4,164.8,WINTER,DKB360PRO3,4300.0
868,M6V2178,-1169.08,15.0,3.2221463414634144,6212.0,16.5,78.0,0.0,SUMMER,DKB363PRO3,3000.0
869,M6V2179,-695.83,15.0,2.5,4221.263157894737,16.5,78.0,0.0,SUMMER,DKB363PRO3,3000.0
870,M8V2151,-665.62,15.0,2.5,5333.75,16.0,128.0,126.0,SUMMER,DKB230PRO4,4800.0
871,M6V21100,-643.96,15.0,3.2,7576.382978723404,180.0,0.0,180.0,SUMMER,DKB290PRO3,6300.0
872,M6V2199,-399.78,15.0,2.8,5906.981132075472,180.0,0.0,180.0,SUMMER,DKB290PRO3,6300.0
873,M2V2128,32.85,10.0,3.5,8383.939393939394,186.3,0.0,100.2,SUMMER,AG8088PRO2,6200.0
874,M2V2129,-1145.98,8.0,3.6,7419.192546583851,62.1,0.0,181.2,SUMMER,AG8088PRO2,6200.0
875,M6I21183,863.69,15.0,2.5,4650.769230769231,215.4,108.0,168.0,WINTER,AG8065PRO3,6900.0
876,M6I21184,514.75,15.0,3.1,6298.125,220.0,108.0,162.0,WINTER,AG8065PRO3,6900.0
877,M6I21185,580.45,15.0,3.1,8210.882352941177,220.0,108.0,174.0,WINTER,AG8065PRO3,6900.0
878,M6V21109,-0.97,15.0,2.5,8201.75,92.0,0.0,0.0,SUMMER,DKB230PRO3,5400.0
879,M6V2191,-337.4,15.0,3.1,6407.142857142857,128.0,63.0,150.0,SUMMER,DKB230PRO3,5400.0
880,M6V2195,438.65,15.0,2.1,7456.0,128.0,126.0,150.0,SUMMER,DKB230PRO3,5400.0
881,M6V2196,848.98,15.0,2.5,7693.066666666667,201.6,63.0,150.0,SUMMER,DKB230PRO3,5400.0
882,M6I21143,105.64,9.0,3.540625,11689.75,191.34,121.68,138.0,WINTER,DKB177PRO3,7500.0
883,M6I21144,546.63,10.0,2.8833333333333333,9552.08695652174,191.34,121.68,138.0,WINTER,DKB177PRO3,7500.0
884,M6I21145,436.83,12.0,2.940625,10369.565217391304,177.32000000000002,120.64,138.0,WINTER,DKB177PRO3,7500.0
885,M8V2160,449.67,16.0,2.69,8992.923076923076,153.0,114.4,78.0,SUMMER,AG7088PRO3,8200.0
886,M8V2161,-1035.15,15.0,5.38,11044.670658682637,153.0,114.4,78.0,SUMMER,AG1051,9700.0
887,M8V2162,-1092.21,13.0,5.38,10502.634730538924,153.0,114.4,81.0,SUMMER,AG1051,9700.0
888,M8V2163,-427.99,15.0,3.75,6746.72268907563,153.0,114.4,81.0,SUMMER,AS1868PRO3,5500.0
889,M8V2164,417.6,20.0,2.86,9145.333333333334,153.55,117.0,84.0,SUMMER,AG7088PRO3,8200.0
890,M6I2188,1077.47,19.0,2.5,4670.967741935484,218.5,119.6,0.0,WINTER,DKB265PRO3,4600.0
891,M7I2174,1284.24,25.0,2.43,11398.984771573603,200.28,76.96,0.0,WINTER,3700RR2,6900.0
892,M7I2175,1132.28,20.0,2.59,11261.478260869566,203.57999999999998,92.56,102.0,WINTER,3700RR2,6900.0
893,M7I2176,1461.29,21.0,2.0,9490.78073089701,200.28,76.96,0.0,WINTER,3700RR2,6900.0
894,M7I2182,947.94,20.0,2.68625,4299.875,215.24,147.68,90.0,WINTER,AS1820PRO3,3700.0
895,M7I2183,330.49,24.0,3.8146874999999993,8516.307692307691,215.79,150.28,90.0,WINTER,AS1820PRO3,7100.0
896,M7I2184,315.95,20.0,3.5370000000000004,4299.8,215.24,147.68,90.0,WINTER,AS1820PRO3,3700.0
897,M7I2185,360.39,19.0,3.5775,6908.25,215.24,147.68,120.0,WINTER,AS1820PRO3,7100.0
898,M7I2186,2525.0,24.0,1.5891891891891892,10182.933333333332,271.55,132.6,108.0,WINTER,DKB290PRO3,6700.0
899,M7I2187,2560.11,21.0,1.5192307692307692,11515.6,271.77,133.64,108.0,WINTER,DKB290PRO3,6700.0
900,M7I2188,1974.12,20.0,2.1115384615384616,8252.4,258.05,132.6,108.0,WINTER,DKB290PRO3,6700.0
901,M7I2189,2562.38,24.0,1.4675675675675677,8504.8,271.55,132.6,108.0,WINTER,DKB290PRO3,6700.0
902,M6I21179,-610.22,15.0,2.7,5498.266666666666,112.0,86.4,78.0,WINTER,AG8480PRO4,3800.0
903,M6I21180,-81.29,15.0,2.66,5880.0,128.0,86.4,36.0,WINTER,AG8480PRO4,3800.0
904,M6I2187,237.95,25.0,2.5,9267.777777777776,208.0,136.0,168.0,WINTER,DKB360PRO3,4900.0
905,M7I2192,-113.13,15.0,2.8,5392.731741573034,44.1,0.0,120.0,WINTER,AG8700PRO3,4600.0
906,M7I21101,373.55,19.0,3.333333333333333,5610.5,208.10000000000002,98.8,90.0,WINTER,DKB265PRO3,5100.0
907,M7I21102,470.26,21.0,3.2583333333333337,5610.416666666667,208.10000000000002,98.8,90.0,WINTER,DKB265PRO3,5100.0
908,M7I21103,784.98,22.0,2.89375,5610.540540540541,210.4,98.8,90.0,WINTER,DKB265PRO3,5100.0
909,M7I21104,327.29,21.0,3.18125,8378.648648648648,170.3,98.8,90.0,WINTER,DKB265PRO3,5100.0
910,M7I21105,505.31,19.0,2.812903225806452,5610.5970149253735,173.5,98.8,90.0,WINTER,DKB265PRO3,5100.0
